Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	73	0	16	22	105	42	66	0	0
V2	48	5	43	157	46	2	0	74	11
V3	84	91	77	11	43	138	27	0	0
V4	17	19	48	19	49	18	31	24	14
V5	51	120	5	0	10	12	0	16	14
V6	46	0	100	2	30	8	0	4	6
V7	18	1	33	3	0	76	83	0	0
V8	67	0	17	0	67	23	9	10	3
V9	203	44	4	24	90	1	2	0	0
V10	52	34	70	6	122	22	34	0	20
V11	3	53	0	0	47	1	5	0	0
V12	42	52	2	6	25	36	28	7	12
V13	0	48	37	0	2	0	17	11	0
V14	22	10	114	22	15	20	0	0	0
V15	77	31	0	57	44	1	15	63	4
V16	16	16	3	61	48	55	13	18	0
V17	16	20	29	0	14	5	42	5	0
V18	156	69	8	36	4	21	24	12	114
V19	112	12	0	3	2	84	0	6	20
V20	3	0	31	0	154	3	0	0	27
V21	239	5	11	23	62	0	0	5	68
V22	53	182	42	104	93	117	51	0	86
V23	26	87	47	8	70	0	39	19	0
V24	185	15	0	58	56	2	40	39	17
V25	11	22	42	1	93	56	93	3	4
V26	5	63	0	0	49	11	3	2	22
V27	15	13	2	13	150	1	35	0	3
V28	205	0	134	0	0	6	40	0	0
V29	6	24	133	54	39	0	107	108	15
V30	42	7	10	23	68	157	14	26	0
V31	2	53	8	2	24	0	0	6	0
V32	5	46	32	2	48	0	13	2	0
V33	76	61	0	5	20	17	17	9	30
V34	11	39	49	8	1	0	17	16	0
V35	42	25	0	0	88	37	0	8	0
V36	69	6	44	30	4	0	8	24	33
V37	171	561	2	5	4	22	44	5	24
V38	137	16	0	18	0	12	0	10	2
V39	16	0	5	74	23	4	19	23	23
V40	7	5	20	36	192	15	15	0	0
V41	46	0	163	222	9	22	0	17	36
V42	0	22	160	9	19	7	0	14	0
V43	64	38	28	61	13	46	0	126	0
V44	125	25	0	5	0	54	0	0	24
V45	0	29	216	3	65	0	3	6	1
V46	11	238	41	0	53	14	19	15	0
V47	20	106	77	34	23	17	103	16	0
V48	0	38	113	97	20	1	14	5	15
V49	21	188	46	13	18	46	0	16	0
V50	12	11	15	0	7	8	3	3	18
V51	157	299	0	35	4	95	165	0	119
V52	188	0	150	24	6	17	59	12	4
V53	261	7	1	6	62	84	0	0	8
V54	152	0	30	60	3	71	0	27	20
V55	103	5	48	40	3	16	0	19	0
V56	0	67	5	0	24	2	14	3	11
V57	134	185	109	16	5	40	0	0	120
V58	296	0	74	12	5	65	0	5	0
V59	14	9	87	70	47	25	0	29	0
V60	38	56	115	2	0	0	10	0	20
V61	274	98	12	318	21	14	17	0	0
V62	2	0	58	14	3	8	1	15	2
V63	9	45	19	28	88	154	0	25	0
V64	7	0	4	0	16	35	24	0	0
V65	35	30	74	31	10	20	15	15	0
V66	75	0	1	8	23	74	190	1	0
V67	0	37	121	47	11	31	1	72	30
V68	0	3	3	0	129	0	0	4	0
V69	5	8	14	0	5	15	0	4	0
V70	466	44	46	0	83	0	0	2	16
V71	58	50	0	18	55	18	0	0	12
V72	13	286	156	1	0	0	0	13	0
V73	25	103	4	104	71	0	0	94	0
V74	3	6	76	0	47	2	0	0	5
V75	30	0	112	163	0	0	36	66	2
V76	98	9	32	133	29	8	0	0	0
V77	14	40	0	39	28	21	0	0	16
V78	69	63	17	3	32	5	0	0	0
V79	65	63	24	25	56	63	50	20	0
V80	82	25	130	35	2	0	4	3	24
V81	46	1	33	235	24	73	6	0	0
V82	108	63	0	35	12	32	34	0	44
V83	24	0	4	0	6	10	12	6	0
V84	15	203	0	80	1	74	3	9	9
V85	330	35	52	84	36	6	38	14	0
V86	82	0	33	64	29	8	0	66	16
V87	190	76	69	93	13	7	15	10	0
V88	71	0	1	22	19	0	0	10	0
V89	32	94	15	2	4	1	0	25	19
V90	194	1	19	0	35	0	1	0	0
V91	14	117	122	26	5	64	3	0	0
V92	149	13	7	28	3	183	0	0	34
V93	19	29	64	51	15	0	0	18	0
V94	17	19	4	13	0	0	10	15	0
V95	1	157	0	85	0	3	2	70	2
V96	7	0	114	62	49	0	55	24	0
V97	14	10	0	19	2	15	22	1	17
V98	191	41	52	1	0	6	32	16	19
V99	29	4	25	64	37	0	0	0	4
V100	340	0	0	16	28	66	2	0	53
