Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	2.47E+00	9.49E+00	1.33E+00	1.34E+01	1.50E+00	0.00E+00	1.13E+01	2.99E+00	2.00E+00	8.47E+00
V2	2.59E+00	0.00E+00	2.11E+00	6.80E+00	1.89E+00	2.13E+00	5.40E+00	2.99E+00	3.28E+00	6.26E+00
V3	7.02E+00	1.02E+01	4.43E+00	2.46E+00	2.66E+00	2.24E+00	1.05E+01	5.54E+00	8.45E+00	3.93E+00
V4	3.54E+00	2.77E+00	1.69E+00	1.24E+01	6.84E-01	1.01E+00	7.81E+00	1.42E+00	6.34E+00	8.86E+00
V5	2.38E+00	1.18E+00	7.75E+00	2.63E+00	2.34E+00	5.97E-01	1.05E+00	2.53E+00	6.48E+00	6.94E+00
V6	9.89E+00	1.31E+00	1.54E+00	4.20E+00	8.90E+00	1.07E+00	3.77E+00	1.27E+01	1.11E+01	6.13E+00
V7	2.15E+01	1.26E+01	0.00E+00	4.77E+00	1.34E+01	2.08E+00	1.02E+01	2.22E+01	2.49E+01	2.59E+00
V8	5.32E+00	7.90E-01	5.34E+00	1.01E+01	4.77E+00	1.43E+00	7.89E+00	5.27E+00	1.04E+01	6.11E+00
V9	1.54E+00	0.00E+00	3.66E+00	8.04E+00	6.34E+00	7.03E-01	4.18E+00	7.58E+00	1.48E+00	7.53E+00
V10	2.09E+00	6.21E+00	4.19E+00	2.56E+00	2.16E+00	9.43E-01	5.71E+00	1.80E+00	4.00E-01	3.47E+00
V11	2.63E+00	7.87E+00	1.84E+00	2.68E+00	1.62E+00	0.00E+00	8.19E+00	1.77E+00	2.49E+00	2.99E+00
V12	8.88E-01	1.63E+01	2.27E+00	2.17E+00	9.71E-01	8.70E-01	1.72E+01	1.96E+00	2.00E-01	1.88E+00
V13	4.01E-01	2.82E+00	1.02E+01	4.99E+00	3.44E+00	1.54E+00	2.90E+00	4.67E+00	1.20E+01	6.04E+00
V14	3.84E+00	1.95E+00	8.13E+00	2.22E+00	5.19E+00	9.21E-01	2.08E+00	6.47E+00	9.44E+00	4.34E+00
V15	2.40E+00	6.58E+00	4.20E+00	6.26E+00	5.94E+00	2.08E+00	5.22E+00	6.38E+00	8.12E+00	1.37E+01
V16	1.26E+00	4.85E+00	2.24E+00	1.09E+01	5.68E+00	0.00E+00	1.18E+01	7.83E+00	8.76E+00	1.14E+01
V17	7.61E-01	2.67E-01	3.41E+00	1.09E+00	2.00E+00	1.42E+00	4.01E-01	2.59E+00	3.02E+00	1.65E+00
V18	1.27E+00	3.51E+00	1.13E+00	5.57E+00	6.57E+00	0.00E+00	3.67E+00	8.96E+00	2.11E+00	3.31E+00
V19	8.03E+00	1.69E+00	9.29E-01	4.58E+00	2.33E+00	1.34E+00	3.48E+00	2.84E+00	9.45E+00	3.50E+00
V20	1.35E+00	3.53E+00	1.67E+00	7.96E+00	3.55E+00	4.47E+00	3.76E+00	6.91E+00	4.97E+00	5.49E+00
V21	7.28E+00	2.53E+00	2.80E+00	1.76E+01	1.07E+00	4.90E+00	7.21E+00	1.63E+00	9.08E+00	1.55E+01
V22	5.04E+00	4.35E+00	2.17E+00	5.12E+00	5.06E+00	8.49E-01	4.78E+00	8.44E+00	5.18E+00	2.84E+00
V23	1.43E+00	2.27E+00	5.81E-01	2.49E+00	6.12E+00	3.82E+00	1.83E+00	4.86E+00	4.07E+00	3.11E+00
V24	1.36E+00	4.40E+00	4.83E+00	1.83E+00	2.34E+00	8.79E-01	4.34E+00	1.07E+00	4.04E+00	1.81E+00
V25	5.20E+00	5.49E+00	3.74E+00	1.06E+00	3.12E+00	2.01E+00	5.86E+00	2.57E+00	4.22E+00	3.18E+00
V26	1.70E+00	2.14E+00	2.94E+00	0.00E+00	1.45E+00	1.84E+00	1.35E+00	1.30E+00	3.38E+00	0.00E+00
V27	4.84E+00	6.54E+00	1.00E+01	1.59E+00	1.34E+00	2.56E+00	5.19E+00	1.93E+00	1.34E+01	6.28E+00
V28	2.04E+00	3.01E+00	1.15E+01	7.82E+00	7.13E+00	3.95E+00	6.44E+00	1.03E+01	8.30E+00	1.03E+01
V29	4.78E+00	1.76E+01	5.16E-01	1.32E+00	1.53E-01	6.74E-01	1.76E+01	1.00E-01	5.37E+00	8.36E-01
V30	2.95E+00	1.26E+01	7.78E-01	1.48E+01	1.05E+00	8.23E-01	1.18E+01	4.80E+00	7.83E+00	1.18E+01
V31	1.44E+00	4.73E+00	5.17E+00	7.00E-01	2.19E+00	1.80E+00	3.89E+00	2.92E+00	5.61E+00	2.51E+00
V32	2.94E+00	2.84E+00	2.81E+00	6.01E+00	2.35E+00	3.90E+00	3.28E+00	2.81E+00	3.73E+00	4.75E+00
V33	3.18E+00	1.33E-01	1.20E+00	9.58E+00	6.10E+00	1.75E+01	9.65E+00	7.26E+00	1.87E+01	1.12E+01
V34	1.65E+00	2.25E+00	8.98E-01	3.41E+00	1.92E+00	2.01E+00	4.39E+00	1.84E+00	3.20E+00	3.35E+00
V35	1.44E+00	3.75E+00	1.61E+00	4.01E-01	9.32E-01	6.40E-01	3.09E+00	5.00E-01	2.38E+00	6.70E-01
V36	4.27E-01	0.00E+00	8.56E-01	4.08E+00	3.12E+00	9.57E-01	2.77E+00	3.79E+00	1.29E+00	2.59E+00
V37	5.63E+00	1.10E+00	5.80E+00	4.04E+00	8.59E+00	4.90E+00	9.52E-01	1.07E+01	8.75E+00	5.85E+00
V38	8.68E+00	1.52E+01	8.43E+00	1.10E+00	1.25E+00	1.82E+00	1.81E+01	3.18E+00	1.92E+01	3.88E+00
V39	1.78E+00	2.79E+01	2.00E-01	6.58E+00	1.93E+00	1.50E+00	2.42E+01	3.22E+00	1.39E+00	4.24E+00
V40	1.51E+00	8.79E-01	3.06E-01	1.13E+01	9.07E+00	3.34E+00	5.97E+00	1.01E+01	5.26E+00	9.52E+00
V41	2.10E+00	1.43E+00	1.15E+00	2.40E+00	0.00E+00	0.00E+00	1.26E+00	3.00E-01	2.10E+00	2.70E+00
V42	1.78E+01	3.29E+00	2.75E+00	1.41E+01	6.32E+00	4.07E-01	2.48E+00	7.83E+00	2.01E+01	1.24E+01
V43	6.16E-01	3.79E-01	3.59E-01	2.24E+00	3.67E+00	2.29E+00	7.42E-01	3.58E+00	2.74E+00	2.94E+00
V44	5.73E+00	8.27E+00	9.18E+00	4.00E+00	2.17E+00	0.00E+00	6.98E+00	2.47E+00	1.43E+01	4.14E+00
V45	2.56E+00	2.71E+00	1.77E+01	3.75E+00	1.00E-01	2.94E+00	3.53E+00	6.67E-01	1.95E+00	1.97E+01
V46	2.49E+00	3.82E+00	3.12E+00	1.12E+00	8.70E-01	2.96E+00	3.05E+00	8.17E-01	4.97E+00	2.47E+00
V47	9.52E-01	1.22E+00	1.54E+00	5.03E+00	5.68E+00	8.57E+00	4.26E+00	6.98E+00	4.69E+00	1.13E+01
V48	1.63E-01	0.00E+00	1.47E+00	4.69E+00	2.62E+00	1.92E+00	1.14E+00	5.47E+00	2.35E+00	6.40E+00
V49	5.30E+00	0.00E+00	5.58E+00	5.65E+00	3.02E+00	1.49E+00	3.94E+00	6.61E+00	7.47E+00	6.34E+00
V50	5.64E+00	1.35E+00	1.56E+00	2.22E+00	0.00E+00	1.16E+00	1.86E+00	0.00E+00	6.99E+00	3.97E+00
V51	7.01E+00	6.05E+00	7.03E-01	6.25E+00	5.93E+00	1.88E+01	5.05E+00	9.31E+00	1.80E+01	8.03E+00
V52	1.97E+01	2.55E+00	4.08E+00	5.58E-01	5.71E+00	3.78E+00	1.99E+00	7.55E+00	2.20E+01	3.16E+00
V53	8.39E+00	1.04E+00	5.15E+00	4.89E+00	8.49E+00	2.22E+00	1.70E+00	1.32E+01	8.53E+00	7.70E+00
V54	9.44E+00	3.07E-01	1.82E+00	9.94E-01	3.97E+00	1.25E+00	1.91E+00	4.65E+00	1.17E+01	1.55E+00
V55	8.59E-01	3.21E+00	0.00E+00	8.30E+00	4.91E+00	4.50E+00	3.36E+00	7.26E+00	4.93E+00	5.00E+00
V56	9.57E-01	3.34E+00	1.03E+00	2.41E+00	0.00E+00	2.21E-01	3.04E+00	0.00E+00	1.33E-01	2.30E+00
V57	8.84E+00	0.00E+00	2.87E+00	1.39E+01	8.84E-01	2.98E-01	5.20E+00	1.05E+00	1.09E+01	9.52E+00
V58	1.91E+00	2.16E+00	8.56E-01	5.86E-01	0.00E+00	1.22E+00	2.16E+00	1.00E-01	2.82E+00	8.84E-01
V59	1.28E+00	4.07E-01	4.01E+00	1.28E+00	2.70E+00	1.21E+00	1.41E+00	4.14E+00	2.40E+00	4.41E+00
V60	2.44E+00	9.04E+00	1.47E+00	0.00E+00	2.28E+00	2.80E+00	7.70E+00	4.07E+00	3.76E+00	3.05E+00
V61	2.06E+00	6.57E+00	2.91E+00	2.91E+00	2.13E-01	1.08E+00	3.46E+00	6.05E-01	3.84E+00	1.05E+00
V62	7.64E+00	1.66E+00	1.05E+00	7.79E+00	5.81E+00	2.30E+00	6.86E+00	7.10E+00	9.58E+00	9.28E+00
V63	2.42E+00	2.47E+01	3.42E-01	3.39E+00	7.18E-01	4.22E+00	2.46E+01	3.35E+00	3.69E+00	4.62E+00
V64	9.98E-01	0.00E+00	1.35E+00	1.28E+01	1.24E+01	1.87E+00	1.10E+00	1.89E+01	2.02E+00	1.84E+01
V65	1.86E+00	0.00E+00	5.26E-01	1.00E-01	5.42E-01	1.60E+00	6.00E-01	0.00E+00	2.25E+00	2.00E-01
V66	2.56E+00	1.57E+01	2.06E+00	2.59E+00	6.51E-01	6.14E+00	1.52E+01	3.52E+00	6.40E+00	4.84E+00
V67	2.05E+00	2.34E+00	1.04E+00	2.00E-01	1.93E+00	1.21E+00	2.92E+00	7.37E-01	3.28E+00	7.18E-01
V68	3.06E+00	2.13E+00	4.66E+00	9.06E+00	0.00E+00	4.16E-01	3.79E+00	0.00E+00	3.57E+00	1.07E+01
V69	2.05E+00	1.33E+01	3.80E+00	0.00E+00	2.91E+00	8.57E-01	1.27E+01	2.83E+00	3.44E+00	0.00E+00
V70	5.40E+00	4.95E+00	3.03E+00	0.00E+00	6.24E+00	0.00E+00	5.13E+00	8.86E+00	8.45E+00	7.06E-01
V71	3.09E+00	9.83E-01	1.36E+01	1.13E+01	1.09E+01	2.18E+00	2.00E-01	1.45E+01	1.73E+01	2.00E+01
V72	1.97E+00	2.12E+00	4.22E+00	0.00E+00	1.68E+01	2.91E-01	2.27E+00	1.66E+01	1.00E-01	0.00E+00
V73	5.21E+00	4.23E+00	1.45E+00	2.17E+01	1.02E+00	1.89E+00	6.72E+00	1.93E+00	5.53E+00	1.96E+01
V74	1.75E+01	6.93E+00	8.00E-01	3.50E+00	7.32E+00	6.64E+00	7.87E+00	1.05E+01	1.97E+01	3.85E+00
V75	1.19E+00	2.20E+01	3.58E+00	2.49E+00	1.33E+00	1.60E+00	2.09E+01	0.00E+00	2.20E+00	3.13E+00
V76	2.26E+00	2.12E+00	1.24E+01	8.02E+00	7.96E+00	2.22E+00	2.61E+00	1.01E+01	5.93E+00	1.41E+01
V77	5.38E+00	5.76E+00	4.73E-01	2.64E+00	6.73E+00	7.27E+00	5.57E+00	8.61E+00	7.32E+00	4.97E+00
V78	3.06E-01	8.46E+00	8.33E-01	3.51E+00	7.98E+00	1.24E+00	9.05E+00	8.44E+00	6.11E-01	2.20E+00
V79	2.76E+00	2.40E+00	7.56E+00	1.42E+00	1.78E+00	1.77E+00	3.47E+00	1.28E+00	3.53E+00	7.19E+00
V80	4.60E+00	3.32E+01	3.07E-01	1.00E-01	4.38E+00	0.00E+00	3.39E+01	5.75E+00	1.11E+01	4.73E-01
V81	9.11E+00	3.67E+00	4.17E+00	6.32E-01	1.14E+01	1.32E+00	1.94E+00	9.50E+00	1.16E+01	9.83E-01
V82	1.39E+00	1.76E+00	1.17E+00	5.88E+00	4.55E+00	4.16E+00	4.27E+00	4.23E+00	3.44E+00	4.72E+00
V83	0.00E+00	5.98E+00	8.00E-01	1.79E+01	7.47E+00	0.00E+00	1.51E+01	9.83E+00	3.00E-01	8.49E+00
V84	1.71E+00	0.00E+00	6.13E+00	5.15E+00	7.13E+00	2.91E-01	6.45E+00	8.70E+00	7.33E+00	7.24E+00
V85	1.76E+00	1.10E+00	4.36E+00	9.98E+00	4.65E+00	1.03E+00	3.68E+00	7.98E+00	1.07E+00	7.44E+00
V86	3.59E+00	7.57E-01	3.24E+00	3.40E+00	4.76E-01	7.42E-01	1.82E+00	1.00E-01	3.12E+00	2.72E+00
V87	4.60E+00	8.82E-01	1.07E+01	4.00E+00	3.70E+00	1.67E+01	4.39E+00	9.04E+00	1.73E+01	8.93E+00
V88	2.59E+00	1.70E+00	8.61E+00	1.26E+00	2.21E+00	4.52E-01	1.49E+00	1.00E+00	1.25E+00	7.06E+00
V89	1.21E+00	1.13E+00	4.39E+00	2.37E+00	2.80E+00	5.99E+00	8.14E-01	3.95E+00	6.83E+00	5.66E+00
V90	1.66E+01	2.21E+01	2.68E+00	1.29E+00	4.05E+00	3.94E+00	1.92E+01	6.17E+00	1.88E+01	8.54E-01
V91	3.47E+00	1.76E+01	3.79E-01	4.18E+00	7.22E+00	2.13E+00	1.75E+01	6.58E+00	3.16E+00	4.37E+00
V92	1.90E+01	1.36E+01	1.11E+01	3.59E+00	1.91E+01	0.00E+00	1.18E+01	2.15E+01	2.19E+01	1.01E+01
V93	2.61E+00	1.03E+00	1.50E+00	0.00E+00	1.82E+00	6.63E-01	9.22E-01	1.75E+00	2.99E+00	2.00E-01
V94	1.10E+01	3.77E+00	2.00E-01	3.45E+00	5.25E+00	0.00E+00	3.75E+00	5.95E+00	1.00E+01	3.38E+00
V95	3.32E+00	5.00E+00	2.56E+00	3.67E-01	0.00E+00	7.15E-01	5.09E+00	3.00E-01	3.18E+00	1.40E+00
V96	1.00E-01	9.77E+00	2.00E-01	4.59E+00	5.47E+00	1.32E+00	8.88E+00	7.84E+00	2.02E+00	2.17E+00
V97	1.21E+00	2.84E+00	3.76E+00	5.03E+00	1.35E+00	7.44E+00	2.59E+00	2.48E+00	8.15E+00	4.64E+00
V98	1.28E+00	1.43E+00	6.01E+00	6.58E+00	5.49E+00	5.67E-01	3.42E+00	8.71E+00	3.00E+00	4.46E+00
V99	1.41E+00	0.00E+00	3.33E+00	2.09E+00	6.26E+00	0.00E+00	1.00E-01	7.23E+00	4.00E-01	5.47E+00
V100	2.22E+00	5.08E+00	1.73E+00	6.88E+00	4.79E+00	5.30E+00	4.25E+00	5.04E+00	4.81E+00	9.44E+00
