MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	4.13E-02	4.97E-04	8.91E-04	3.52E-03	3.52E-02
1:Del:C:1	9.65E-03	4.62E-04	4.69E-04	3.41E-03	1.09E-02
1:Del:C:2	2.02E-04	1.90E-04	0.00E+00	2.32E-04	2.77E-04
1:Del:C:3	8.75E-04	1.77E-04	3.09E-04	5.97E-04	1.07E-03
1:Del:C:4	1.47E-03	2.32E-04	2.69E-04	5.32E-04	1.17E-03
1:Del:C:5	2.55E-04	1.26E-04	3.63E-04	4.65E-04	1.31E-03
1:Del:T:0	8.69E-03	4.77E-04	4.89E-04	3.93E-03	1.01E-02
1:Del:T:1	4.48E-03	1.75E-04	3.17E-05	8.35E-04	4.29E-03
1:Del:T:2	1.13E-02	2.01E-04	6.21E-05	8.20E-04	9.32E-03
1:Del:T:3	1.44E-02	5.58E-04	5.62E-04	1.43E-03	1.02E-02
1:Del:T:4	1.27E-02	1.53E-04	1.39E-04	1.12E-03	8.68E-03
1:Del:T:5	7.18E-04	6.25E-03	1.56E-02	2.10E-03	7.66E-02
1:Ins:C:0	3.30E-04	7.08E-05	2.53E-04	1.56E-04	1.34E-04
1:Ins:C:1	1.10E-04	5.40E-05	0.00E+00	1.39E-04	2.05E-04
1:Ins:C:2	1.51E-04	0.00E+00	2.20E-04	1.15E-04	8.16E-05
1:Ins:C:3	1.17E-05	8.35E-04	5.30E-05	2.81E-04	1.79E-04
1:Ins:C:4	3.44E-04	1.15E-04	8.84E-05	2.64E-04	5.61E-04
1:Ins:C:5	3.00E-04	7.82E-03	3.82E-04	2.90E-03	1.52E-03
1:Ins:T:0	1.14E-03	0.00E+00	1.87E-04	4.54E-04	1.51E-03
1:Ins:T:1	7.97E-04	1.20E-04	1.11E-04	5.01E-04	9.04E-04
1:Ins:T:2	1.60E-04	1.04E-04	1.21E-05	1.22E-04	1.56E-04
1:Ins:T:3	1.62E-06	1.06E-03	1.23E-02	5.87E-04	3.98E-04
1:Ins:T:4	4.48E-04	9.55E-05	3.45E-04	1.50E-03	1.25E-03
1:Ins:T:5	6.11E-04	4.04E-09	3.63E-02	8.65E-02	2.48E-02
2:Del:R:0	1.10E-03	1.18E-04	2.29E-04	6.32E-04	1.58E-03
2:Del:R:1	9.06E-04	3.20E-04	1.38E-07	9.98E-04	7.08E-04
2:Del:R:2	2.89E-04	1.55E-04	0.00E+00	7.11E-05	2.70E-04
2:Del:R:3	8.06E-05	5.75E-08	0.00E+00	1.28E-08	1.48E-04
2:Del:R:4	1.23E-03	4.43E-03	1.74E-03	1.52E-03	4.10E-04
2:Del:R:5	2.00E-04	2.07E-05	6.54E-05	1.04E-04	1.17E-07
3:Del:R:0	8.40E-04	7.59E-05	1.36E-04	9.35E-04	5.00E-04
3:Del:R:1	5.23E-04	2.50E-04	2.99E-04	9.77E-04	6.46E-04
3:Del:R:2	1.17E-04	7.09E-05	1.12E-04	4.17E-04	3.34E-04
3:Del:R:3	2.54E-04	1.91E-03	4.76E-04	6.63E-04	5.17E-04
3:Del:R:4	4.42E-08	5.87E-09	8.46E-09	2.59E-08	3.50E-08
3:Del:R:5	7.00E-05	2.20E-09	3.89E-04	2.08E-04	7.22E-05
4:Del:R:0	5.26E-04	7.27E-04	2.61E-04	8.91E-04	3.30E-04
4:Del:R:1	3.78E-04	1.20E-04	2.63E-04	2.40E-04	3.61E-04
4:Del:R:2	3.34E-05	1.54E-04	4.09E-05	2.05E-04	2.27E-04
4:Del:R:3	4.42E-08	5.87E-09	8.46E-09	2.59E-08	3.50E-08
4:Del:R:4	1.13E-04	6.41E-05	0.00E+00	2.81E-08	1.41E-04
4:Del:R:5	6.89E-08	4.12E-05	7.43E-08	4.59E-08	4.92E-05
5:Del:R:0	3.38E-02	7.84E-03	2.21E-03	2.51E-02	1.32E-02
5:Del:R:1	3.94E-04	2.50E-03	1.73E-02	2.60E-06	9.93E-04
5:Del:R:2	1.42E-04	5.54E-05	0.00E+00	1.24E-04	8.40E-05
5:Del:R:3	2.79E-08	3.44E-08	5.38E-05	5.42E-08	1.79E-04
5:Del:R:4	5.26E-05	3.23E-08	2.90E-08	6.65E-08	2.69E-05
5:Del:R:5	4.42E-08	5.87E-09	8.46E-09	2.59E-08	3.50E-08
2:Ins:R:0	2.27E-04	3.04E-09	0.00E+00	2.42E-04	1.50E-04
2:Ins:R:1	3.11E-04	2.75E-05	0.00E+00	3.97E-04	1.67E-04
2:Ins:R:2	2.25E-04	1.35E-04	0.00E+00	8.93E-07	1.81E-04
2:Ins:R:3	4.01E-05	5.65E-05	3.80E-05	1.69E-04	2.40E-04
2:Ins:R:4	1.45E-05	2.53E-04	2.77E-04	3.85E-04	3.86E-04
2:Ins:R:5	7.13E-04	2.49E-04	7.63E-04	1.80E-03	1.25E-03
3:Ins:R:0	6.28E-05	4.71E-05	1.50E-05	1.57E-04	7.53E-08
3:Ins:R:1	1.09E-04	1.16E-04	0.00E+00	1.14E-04	2.64E-04
3:Ins:R:2	2.66E-05	4.67E-05	2.60E-08	4.35E-08	6.73E-08
3:Ins:R:3	3.13E-04	7.08E-03	2.04E-03	1.31E-03	0.00E+00
3:Ins:R:4	1.10E-04	4.68E-05	2.97E-08	7.80E-05	6.84E-08
3:Ins:R:5	1.21E-04	1.30E-04	1.31E-04	2.42E-04	1.28E-04
4:Ins:R:0	1.39E-04	7.49E-05	3.41E-08	3.32E-09	5.78E-05
4:Ins:R:1	6.56E-04	1.30E-03	4.76E-04	3.77E-04	6.60E-05
4:Ins:R:2	4.42E-08	5.87E-09	8.46E-09	2.59E-08	3.50E-08
4:Ins:R:3	2.62E-08	9.85E-05	2.68E-08	5.92E-08	8.61E-05
4:Ins:R:4	7.53E-05	1.18E-05	2.63E-09	2.70E-05	4.70E-05
4:Ins:R:5	2.50E-04	6.91E-05	8.13E-05	1.67E-04	2.00E-04
5:Ins:R:0	1.15E-04	4.27E-08	3.27E-05	5.38E-08	1.53E-05
5:Ins:R:1	1.16E-03	2.23E-04	1.69E-04	7.20E-04	7.21E-04
5:Ins:R:2	1.05E-08	8.37E-05	5.04E-05	6.95E-05	1.80E-08
5:Ins:R:3	6.77E-05	2.35E-05	1.68E-08	2.61E-05	2.10E-05
5:Ins:R:4	8.28E-08	1.46E-05	3.52E-05	4.70E-08	5.46E-05
5:Ins:R:5	6.43E-08	3.35E-09	1.04E-04	8.56E-05	2.80E-09
2:Del:M:1	6.05E-04	2.89E-04	2.75E-04	3.34E-04	3.60E-04
3:Del:M:1	7.63E-04	2.44E-04	3.79E-04	8.78E-04	5.18E-04
3:Del:M:2	3.57E-04	2.68E-04	1.58E-04	4.10E-04	7.16E-04
4:Del:M:1	3.95E-04	1.70E-04	1.16E-04	2.61E-04	3.28E-04
4:Del:M:2	2.92E-04	1.43E-04	4.82E-05	2.72E-04	3.52E-04
4:Del:M:3	2.24E-04	7.65E-05	1.02E-04	2.08E-04	2.70E-04
5:Del:M:1	3.90E-02	9.23E-03	3.14E-03	2.98E-02	1.64E-02
5:Del:M:2	1.77E-02	4.26E-03	1.91E-03	1.19E-02	6.71E-03
5:Del:M:3	6.11E-03	1.30E-03	3.69E-04	3.95E-03	3.04E-03
5:Del:M:4	2.05E-03	5.13E-04	1.81E-04	1.48E-03	7.40E-04
5:Del:M:5	2.44E-03	4.08E-04	2.47E-04	1.57E-03	1.49E-03
