Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	33	0	12	22	30	3	15	15	8	31	2	0	0	13	6	0	0
V2	7	82	7	0	0	7	18	0	2	31	1	1	3	0	0	3	1
V3	55	18	5	1	15	57	12	1	2	0	5	15	5	3	0	0	0
V4	151	96	0	1	3	26	7	0	0	0	13	0	4	1	33	0	0
V5	11	15	10	43	19	1	53	4	0	40	0	29	0	41	0	0	0
V6	0	2	0	11	17	16	12	1	0	22	0	15	0	1	0	0	0
V7	0	0	41	2	0	5	3	0	1	0	4	3	0	0	0	0	0
V8	11	9	0	6	0	25	5	2	8	28	1	17	4	15	0	0	0
V9	0	3	21	3	7	10	26	9	17	21	1	0	0	0	0	0	0
V10	0	113	0	7	91	0	26	3	0	18	0	0	18	12	10	5	0
V11	78	15	19	21	0	3	0	10	8	1	26	8	6	1	0	10	10
V12	50	14	60	3	0	13	8	9	33	0	1	19	0	0	0	0	12
V13	6	12	16	6	0	4	5	12	16	0	10	9	0	0	0	0	13
V14	195	19	9	24	0	40	4	9	2	0	93	0	42	21	0	4	0
V15	0	46	0	0	1	9	0	0	0	0	0	0	0	0	154	0	9
V16	74	77	101	66	13	3	35	110	49	0	13	0	0	20	0	0	0
V17	186	12	7	2	2	42	2	1	0	25	13	59	1	0	0	0	28
V18	128	36	14	66	18	3	0	11	3	0	17	6	49	19	0	37	0
V19	6	61	19	32	0	0	2	13	7	0	8	1	7	0	48	0	0
V20	288	162	1	9	1	1	9	3	5	0	27	0	5	1	27	11	0
V21	48	63	3	12	64	17	17	0	0	50	5	0	65	87	0	49	0
V22	56	82	6	12	1	0	25	5	10	0	2	0	16	2	0	4	12
V23	43	0	9	2	3	11	1	4	1	3	16	6	0	0	13	2	0
V24	621	13	0	33	2	32	0	0	0	13	50	70	0	16	73	12	0
V25	29	19	24	0	29	5	17	9	32	0	10	4	0	2	0	0	4
V26	137	106	0	29	7	31	10	0	0	50	0	5	43	0	0	22	0
V27	32	100	21	0	3	0	5	15	8	7	6	0	0	2	29	0	4
V28	32	10	21	86	241	9	113	11	4	4	24	5	99	66	0	25	0
V29	67	14	2	50	136	9	227	2	0	12	3	22	0	5	0	0	0
V30	46	144	0	5	1	18	0	0	0	2	5	0	0	3	50	0	18
V31	498	12	21	6	97	103	48	14	9	1	0	33	3	9	0	28	2
V32	5	179	0	3	2	0	0	0	0	10	3	0	0	3	43	0	9
V33	94	100	23	1	0	2	0	26	12	0	0	0	0	7	26	5	0
V34	1	3	3	9	89	0	14	0	0	0	0	0	8	6	0	0	0
V35	0	51	3	26	20	19	37	8	14	0	0	0	26	25	0	7	6
V36	11	177	0	95	6	0	4	0	7	0	28	0	0	75	41	17	10
V37	8	6	14	21	0	25	0	7	1	0	14	0	0	32	0	2	0
V38	12	33	0	32	17	12	2	0	0	5	0	31	10	12	0	5	0
V39	2	66	29	26	0	1	0	9	11	0	2	0	28	5	15	13	0
V40	67	0	32	3	3	3	9	18	14	6	10	6	1	17	0	4	0
V41	99	3	53	24	149	1	0	26	28	32	2	0	21	6	1	6	0
V42	14	0	7	141	14	9	18	2	2	0	27	125	107	47	0	12	0
V43	9	17	6	41	1	0	6	13	0	10	12	0	12	25	0	14	15
V44	9	1	119	0	2	5	6	110	29	10	3	2	0	0	0	7	6
V45	13	19	57	2	5	4	0	26	39	0	7	0	0	1	0	0	16
V46	0	0	3	0	0	13	0	1	0	0	0	27	0	0	6	0	0
V47	143	51	118	19	39	0	32	33	44	0	9	0	0	0	2	33	7
V48	9	14	3	27	0	0	0	0	3	0	15	20	16	18	3	5	0
V49	119	21	3	0	0	18	0	0	2	0	17	3	0	3	0	7	0
V50	82	150	64	9	60	26	29	14	6	0	2	4	0	0	59	24	38
V51	102	1	4	136	25	19	9	0	5	4	8	8	13	13	0	75	5
V52	24	17	27	0	93	12	63	3	6	208	0	6	0	25	0	0	0
V53	0	0	0	33	10	0	11	1	0	3	0	0	13	4	0	18	0
V54	22	0	28	109	0	73	0	13	3	0	25	6	102	1	0	0	0
V55	81	168	28	33	0	55	5	9	23	8	0	14	22	6	0	21	19
V56	0	12	0	2	0	5	1	0	0	0	0	0	0	0	0	4	7
V57	0	75	14	13	0	0	0	3	16	0	0	0	0	10	0	10	3
V58	34	5	11	3	2	19	0	7	3	0	2	11	6	1	0	5	0
V59	12	8	14	4	20	7	3	7	5	31	3	0	0	2	0	0	0
V60	53	16	7	3	2	13	11	2	3	0	1	13	2	10	18	0	7
V61	100	0	22	2	14	26	18	16	12	10	11	14	0	0	18	0	8
V62	47	113	90	2	0	4	0	45	55	0	13	0	7	0	0	4	29
V63	84	9	27	54	3	0	1	7	2	0	4	21	24	56	0	0	8
V64	14	5	35	12	11	20	10	15	11	0	7	0	0	19	0	17	2
V65	185	42	47	0	0	50	0	36	53	0	17	53	0	10	0	3	9
V66	66	49	33	2	0	71	0	0	41	0	0	0	0	0	69	0	0
V67	17	19	2	6	51	1	70	6	0	169	0	0	0	15	0	0	0
V68	41	25	15	25	0	0	0	8	17	0	53	1	14	20	0	24	3
V69	0	166	5	19	0	0	1	1	0	0	3	0	22	6	19	3	6
V70	29	19	3	100	5	0	0	6	17	0	11	0	12	19	0	0	0
V71	62	7	8	1	11	38	29	4	3	3	7	14	0	4	0	0	0
V72	0	37	61	0	1	1	9	31	38	0	0	0	0	3	0	0	0
V73	111	8	20	0	29	0	23	0	2	0	32	0	4	2	36	20	0
V74	81	58	4	0	16	22	29	0	0	42	13	27	17	4	10	4	0
V75	160	12	1	8	3	19	13	0	0	3	21	11	2	15	0	6	43
V76	64	38	108	83	0	0	3	26	35	16	74	1	9	58	0	18	0
V77	132	43	75	12	8	3	6	33	58	1	45	0	6	7	0	0	0
V78	43	59	17	5	0	26	1	7	7	0	8	19	19	9	0	0	0
V79	25	90	0	4	25	10	10	4	0	56	2	3	8	1	0	0	0
V80	45	71	20	0	1	0	1	16	8	2	6	0	2	1	15	9	0
V81	0	124	79	3	3	1	0	65	7	0	11	8	0	1	10	10	7
V82	465	38	29	7	0	89	0	93	125	0	90	13	31	2	0	2	0
V83	0	0	33	3	1	1	3	15	1	0	9	1	4	0	0	0	0
V84	39	63	42	5	4	14	0	32	10	0	18	20	2	0	0	9	18
V85	104	32	1	8	12	110	36	2	0	23	0	75	3	7	0	0	17
V86	36	0	13	10	9	5	11	10	7	0	0	0	5	2	10	2	0
V87	67	31	84	5	24	66	11	28	28	3	6	32	6	2	0	0	3
V88	40	10	28	1	11	53	24	7	19	26	0	22	0	0	0	0	0
V89	35	55	102	8	11	3	7	35	31	0	10	0	4	1	0	34	3
V90	24	88	12	25	0	53	0	2	15	0	2	47	17	13	27	0	0
V91	0	9	4	6	39	1	13	9	20	11	1	0	11	6	0	0	0
V92	209	195	17	16	7	24	12	5	14	17	45	24	3	3	2	25	0
V93	41	86	1	7	8	0	1	0	0	10	3	0	0	0	0	6	0
V94	30	61	0	6	12	11	4	0	0	19	8	5	0	0	0	0	8
V95	0	3	18	8	37	59	0	36	15	33	3	11	9	7	0	0	7
V96	60	9	0	17	46	0	14	4	0	0	2	0	3	10	0	5	0
V97	63	238	0	54	0	24	1	0	0	0	0	20	28	9	23	1	10
V98	97	206	31	9	2	0	0	4	3	0	7	0	7	0	0	0	0
V99	18	21	0	0	1	3	0	0	0	1	5	0	0	0	2	2	0
V100	68	34	10	0	82	22	4	5	3	13	22	45	0	1	0	0	14
