MutationType	ID83A	ID83B
1:Del:C:0	1.33E-03	2.61E-03
1:Del:C:1	8.41E-04	6.54E-04
1:Del:C:2	1.14E-04	8.33E-05
1:Del:C:3	2.06E-04	4.27E-04
1:Del:C:4	2.39E-04	5.03E-04
1:Del:C:5	1.09E-02	2.10E-03
1:Del:T:0	7.45E-04	1.79E-03
1:Del:T:1	3.79E-04	9.19E-04
1:Del:T:2	7.68E-04	1.59E-03
1:Del:T:3	1.29E-03	3.62E-03
1:Del:T:4	1.93E-03	4.89E-03
1:Del:T:5	2.74E-02	5.92E-02
1:Ins:C:0	5.43E-05	8.84E-05
1:Ins:C:1	6.68E-05	6.35E-05
1:Ins:C:2	5.30E-03	4.96E-03
1:Ins:C:3	2.40E-04	2.50E-04
1:Ins:C:4	7.77E-05	1.71E-04
1:Ins:C:5	7.45E-04	1.22E-03
1:Ins:T:0	2.33E-04	2.61E-04
1:Ins:T:1	1.60E-04	2.01E-04
1:Ins:T:2	1.10E-04	1.58E-04
1:Ins:T:3	1.26E-04	2.76E-04
1:Ins:T:4	5.65E-04	1.24E-03
1:Ins:T:5	3.25E-02	7.66E-02
2:Del:R:0	2.51E-04	3.77E-04
2:Del:R:1	2.40E-04	3.13E-04
2:Del:R:2	6.44E-05	1.10E-04
2:Del:R:3	9.18E-04	6.02E-04
2:Del:R:4	2.94E-05	1.12E-04
2:Del:R:5	4.06E-05	6.08E-05
3:Del:R:0	1.41E-04	1.11E-04
3:Del:R:1	3.09E-04	2.43E-04
3:Del:R:2	1.04E-04	1.30E-04
3:Del:R:3	3.72E-05	5.96E-05
3:Del:R:4	4.81E-09	1.20E-08
3:Del:R:5	4.81E-09	1.20E-08
4:Del:R:0	1.32E-04	5.12E-05
4:Del:R:1	1.28E-04	1.86E-04
4:Del:R:2	6.28E-05	1.66E-05
4:Del:R:3	4.81E-09	1.20E-08
4:Del:R:4	4.81E-09	1.20E-08
4:Del:R:5	2.35E-05	3.82E-08
5:Del:R:0	6.55E-03	1.94E-03
5:Del:R:1	1.51E-04	3.37E-04
5:Del:R:2	4.15E-05	1.08E-04
5:Del:R:3	1.87E-05	4.85E-08
5:Del:R:4	4.81E-09	1.20E-08
5:Del:R:5	4.81E-09	1.20E-08
2:Ins:R:0	1.13E-04	6.19E-05
2:Ins:R:1	6.44E-05	1.27E-04
2:Ins:R:2	8.89E-05	9.09E-05
2:Ins:R:3	2.16E-05	7.89E-05
2:Ins:R:4	1.76E-04	2.37E-04
2:Ins:R:5	8.27E-04	1.03E-03
3:Ins:R:0	2.65E-05	7.73E-05
3:Ins:R:1	8.36E-05	1.91E-04
3:Ins:R:2	2.41E-05	4.14E-05
3:Ins:R:3	2.89E-05	3.41E-05
3:Ins:R:4	4.36E-05	3.48E-05
3:Ins:R:5	4.86E-05	1.07E-04
4:Ins:R:0	3.10E-05	4.24E-05
4:Ins:R:1	1.11E-04	2.41E-04
4:Ins:R:2	1.38E-05	2.33E-05
4:Ins:R:3	4.81E-09	1.20E-08
4:Ins:R:4	3.57E-05	8.65E-05
4:Ins:R:5	6.53E-05	1.12E-04
5:Ins:R:0	3.58E-08	3.86E-05
5:Ins:R:1	2.31E-04	3.00E-04
5:Ins:R:2	2.42E-05	1.03E-04
5:Ins:R:3	2.69E-05	5.30E-05
5:Ins:R:4	5.52E-05	9.20E-05
5:Ins:R:5	2.78E-05	2.79E-05
2:Del:M:1	1.63E-04	2.26E-04
3:Del:M:1	1.50E-04	9.24E-05
3:Del:M:2	1.56E-04	1.32E-04
4:Del:M:1	1.48E-04	1.23E-04
4:Del:M:2	7.15E-05	1.71E-04
4:Del:M:3	5.41E-05	1.11E-04
5:Del:M:1	4.53E-03	1.75E-03
5:Del:M:2	7.07E-03	1.35E-03
5:Del:M:3	8.77E-04	3.01E-04
5:Del:M:4	3.73E-04	1.96E-04
5:Del:M:5	2.29E-04	2.93E-04
