Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	1.96E+00	3.06E+00	2.11E+00	1.02E+01	5.96E-01	0.00E+00	9.91E-01	7.59E+00	2.00E-01
V2	9.80E-01	1.55E+00	3.71E-01	3.94E-01	1.50E+00	2.74E+00	2.09E+00	1.50E+00	3.03E+00
V3	1.02E+00	1.23E+00	0.00E+00	8.67E-01	1.54E+00	4.25E+00	1.54E+00	3.20E+00	4.82E+00
V4	1.30E+00	2.75E+00	7.77E-01	1.15E+00	7.57E+00	2.82E+00	6.34E+00	2.83E+00	3.81E+00
V5	3.79E-01	3.74E+00	1.60E+01	9.60E-01	6.57E-01	1.14E+01	0.00E+00	6.72E+00	2.61E+01
V6	2.59E+00	1.19E+00	2.21E-01	1.30E+01	4.01E-01	2.93E+00	1.34E+00	1.37E+01	9.57E-01
V7	1.01E+01	0.00E+00	5.39E-01	1.58E+01	6.95E+00	3.19E+00	9.65E+00	1.72E+01	1.50E+00
V8	1.10E+01	1.24E+00	0.00E+00	1.41E+00	1.03E+00	2.49E+00	1.36E+00	1.11E+01	3.07E+00
V9	1.64E+00	1.59E+00	3.02E+00	1.42E+00	6.55E+00	1.88E+00	5.63E+00	2.24E+00	1.06E+00
V10	2.73E+00	9.93E+00	2.60E+00	1.56E+01	3.68E+00	1.41E+01	6.73E+00	1.28E+01	8.44E+00
V11	1.42E+01	3.27E-01	1.18E+00	3.13E+00	2.34E+00	0.00E+00	2.88E+00	1.55E+01	1.54E+00
V12	1.79E+01	3.98E+00	2.13E+00	0.00E+00	3.14E+00	3.57E+00	2.66E+00	1.62E+01	2.46E+00
V13	4.63E+00	0.00E+00	1.25E+00	1.24E+00	2.54E+00	7.18E-01	2.17E+00	4.99E+00	9.36E-01
V14	1.14E+00	5.97E-01	1.69E+00	3.07E-01	2.97E+00	4.52E+00	4.07E+00	4.62E+00	4.34E+00
V15	4.76E-01	1.97E+00	2.06E+00	1.76E+00	3.06E-01	0.00E+00	0.00E+00	7.33E-01	0.00E+00
V16	8.79E-01	6.86E-01	1.14E+00	8.33E-01	8.32E+00	1.86E+00	7.28E+00	1.01E+00	2.35E+00
V17	0.00E+00	3.87E+00	1.16E+00	2.04E+00	5.86E-01	1.39E+00	0.00E+00	2.79E+00	1.41E+00
V18	4.11E+00	3.06E+00	2.77E-01	2.00E+00	1.40E+00	4.96E+00	1.70E+00	5.09E+00	3.10E+00
V19	4.82E+00	4.96E-01	0.00E+00	6.33E-01	0.00E+00	6.55E+00	2.13E-01	4.90E+00	5.47E+00
V20	3.50E+00	3.63E+00	3.92E+00	0.00E+00	7.62E+00	6.78E+00	6.80E+00	6.78E+00	5.41E+00
V21	1.26E+00	3.43E+00	5.01E+00	3.60E+00	2.87E+00	7.07E+00	3.05E+00	4.75E+00	4.85E+00
V22	7.95E-01	4.05E+00	1.23E+01	1.53E+00	8.24E+00	9.96E+00	7.70E+00	6.82E+00	2.19E+01
V23	1.10E+00	3.91E+00	7.41E+00	6.76E+00	5.52E+00	7.63E+00	5.22E+00	5.67E+00	1.23E+01
V24	6.00E-01	0.00E+00	2.04E+00	1.86E+00	1.26E+01	4.94E+00	1.44E+01	3.28E+00	4.02E+00
V25	9.00E-01	0.00E+00	5.77E-01	1.61E+00	1.13E+01	3.24E+00	1.24E+01	1.04E+00	1.90E+00
V26	6.53E-01	2.85E+00	9.72E+00	1.60E+00	1.82E+00	9.71E-01	2.16E+00	1.14E+01	3.91E+00
V27	8.47E-01	2.91E+00	8.33E-01	2.26E+00	8.76E+00	2.64E+00	7.38E+00	2.98E+00	2.04E+00
V28	3.17E+00	3.45E+00	2.60E-01	1.33E+01	2.87E+00	5.99E+00	3.62E+00	1.37E+01	6.84E+00
V29	8.83E-01	0.00E+00	0.00E+00	5.86E-01	0.00E+00	5.54E-01	0.00E+00	1.22E+00	4.07E-01
V30	1.06E+01	8.00E-01	7.33E-01	2.07E+00	0.00E+00	2.27E+00	0.00E+00	1.03E+01	1.26E+00
V31	1.15E+00	2.75E+00	3.06E-01	4.73E-01	6.57E-01	1.04E+01	1.83E+00	1.11E+01	9.98E+00
V32	1.37E+00	3.42E+00	2.08E+00	2.33E+00	1.09E+00	1.97E+00	0.00E+00	3.63E+00	1.19E+00
V33	1.53E+00	1.10E+00	4.07E-01	6.57E-01	2.77E+00	1.00E-01	2.49E+00	1.09E+00	0.00E+00
V34	4.47E-01	3.76E+00	1.30E+01	8.54E+00	3.48E-01	9.13E+00	0.00E+00	1.17E+01	2.13E+01
V35	1.49E+01	6.29E-01	2.05E+00	5.79E+00	2.12E+00	3.08E+00	5.89E+00	1.55E+01	6.87E-01
V36	9.43E+00	0.00E+00	1.97E+00	2.57E+00	1.98E+01	7.33E+00	2.26E+01	9.28E+00	9.50E+00
V37	4.11E+00	3.35E+00	1.04E+01	1.95E+00	1.39E+00	7.88E+00	1.28E+00	4.89E+00	2.02E+01
V38	6.45E+00	1.18E+00	2.60E-01	6.44E+00	4.00E-01	2.37E+00	8.27E-01	8.02E+00	1.41E+00
V39	8.41E-01	7.00E+00	2.62E+00	4.23E+00	3.31E+00	5.03E+00	8.52E+00	4.14E+00	3.59E+00
V40	4.54E+01	1.82E+00	2.31E+00	7.31E+00	5.42E+00	5.45E+00	4.80E+00	4.78E+01	6.72E+00
V41	1.09E+00	0.00E+00	7.57E-01	1.44E+00	2.50E+00	4.62E+00	2.66E+00	3.16E+00	4.34E+00
V42	4.95E+00	1.60E+01	2.32E+00	2.81E+00	0.00E+00	1.94E+00	1.58E+00	1.70E+01	1.88E+00
V43	2.14E+00	4.96E-01	3.98E+00	1.99E+00	2.41E+01	1.01E+01	2.34E+01	4.19E+00	1.05E+01
V44	1.13E+00	1.15E+00	4.00E+00	9.68E-01	2.87E+00	3.14E+00	2.67E+00	3.54E+00	6.83E-01
V45	6.99E+00	1.05E+00	1.93E+00	2.61E+00	1.90E+01	2.09E+00	2.04E+01	7.63E+00	2.37E+00
V46	2.69E-01	0.00E+00	8.92E-01	1.09E+01	0.00E+00	2.33E+01	0.00E+00	1.36E+01	1.66E+01
V47	1.14E+01	7.46E-01	4.90E-01	2.06E+00	0.00E+00	0.00E+00	0.00E+00	1.12E+01	0.00E+00
V48	1.47E+00	0.00E+00	6.05E-01	1.00E-01	3.56E+00	1.42E+01	3.15E+00	3.96E+00	1.41E+01
V49	4.53E+00	4.92E+00	1.61E+00	1.63E+00	2.51E+00	1.10E+00	6.00E+00	5.78E+00	1.93E+00
V50	1.33E+00	5.35E+00	6.20E+00	1.20E+00	1.40E+00	2.10E+01	6.33E+00	1.77E+01	1.13E+01
V51	2.67E-01	1.32E+00	4.38E+00	5.71E+00	5.47E-01	4.66E+00	1.13E+00	4.18E+00	4.47E+00
V52	4.23E-01	1.82E+00	4.82E+00	1.22E+00	6.00E-01	1.98E+00	0.00E+00	2.55E+00	5.10E+00
V53	8.30E-01	7.53E+00	3.26E+00	6.22E+00	3.27E+00	0.00E+00	4.95E+00	8.09E+00	1.49E+00
V54	8.09E-01	3.00E-01	3.27E+00	1.30E+01	2.08E+00	5.53E+00	4.02E+00	1.27E+01	2.93E+00
V55	5.51E+00	1.62E+00	8.70E+00	0.00E+00	1.00E-01	3.00E-01	1.22E+00	9.48E+00	2.88E+00
V56	1.13E+00	7.48E-01	4.27E-01	3.13E+00	3.37E+00	1.64E+00	2.61E+00	1.37E+00	1.15E+00
V57	1.30E+00	2.26E+00	0.00E+00	1.44E+00	3.73E+00	2.58E+00	3.87E+00	1.86E+00	1.90E+00
V58	5.67E-01	1.00E+00	2.50E+00	2.02E+00	5.26E-01	1.41E+00	7.86E-01	2.53E+00	1.08E+00
V59	5.19E+00	4.34E+00	1.98E+01	2.96E+00	2.13E-01	8.23E+00	0.00E+00	1.48E+01	2.13E+01
V60	7.46E-01	9.40E-01	1.97E+00	1.93E+00	0.00E+00	6.02E+00	1.53E-01	5.95E+00	3.07E+00
V61	1.80E+01	0.00E+00	2.44E+00	1.74E+00	0.00E+00	3.75E+00	0.00E+00	1.77E+01	1.78E+00
V62	1.23E+00	9.82E+00	2.57E+00	2.41E+00	3.79E+00	5.17E-01	9.94E+00	2.84E+00	1.14E+00
V63	6.50E-01	4.82E-01	2.14E+00	7.19E+00	4.42E-01	2.75E+00	4.33E-01	6.78E+00	1.08E+00
V64	0.00E+00	7.18E-01	8.19E-01	1.15E+00	1.00E-01	1.46E+00	6.05E-01	8.59E-01	1.21E+00
V65	0.00E+00	2.97E+00	1.72E+00	2.34E+00	0.00E+00	3.14E+00	0.00E+00	2.26E+00	1.04E+00
V66	5.49E+00	1.09E+00	2.30E+00	1.12E+00	3.35E-01	1.21E+01	0.00E+00	1.36E+01	1.12E+01
V67	2.56E+00	2.97E+00	3.03E+00	2.06E+00	2.88E+00	3.74E+00	3.64E+00	5.35E+00	3.05E+00
V68	5.29E+00	1.53E+00	1.49E+01	1.01E+01	1.12E+01	4.99E+00	1.20E+01	1.68E+01	6.16E+00
V69	3.84E+00	2.78E+00	3.06E-01	3.24E+00	8.67E+00	2.51E+00	8.33E+00	1.80E+00	9.98E-01
V70	2.86E+00	0.00E+00	2.13E+00	1.27E+00	5.05E+00	5.17E-01	4.48E+00	2.90E+00	8.27E-01
V71	5.21E-01	6.29E-01	5.81E-01	3.00E+00	1.24E+00	3.10E+00	2.66E+00	1.68E+00	7.00E-01
V72	2.53E+01	2.00E-01	3.48E-01	9.68E-01	0.00E+00	4.83E+00	3.00E-01	2.67E+01	5.54E+00
V73	3.01E+00	0.00E+00	2.03E+00	0.00E+00	0.00E+00	6.00E-01	0.00E+00	2.92E+00	5.12E-01
V74	9.94E-01	8.31E-01	1.17E+00	6.51E+00	1.16E+00	6.97E+00	7.03E-01	2.40E+00	4.25E+00
V75	1.02E+01	1.25E+00	6.70E-01	2.90E+00	1.19E+01	1.66E+00	1.18E+01	1.07E+01	1.02E+00
V76	1.77E+00	8.92E+00	2.98E-01	0.00E+00	1.29E+01	1.64E+00	1.60E+01	2.80E+00	2.69E+00
V77	8.03E-01	4.58E-01	4.73E+00	6.63E-01	1.49E+00	1.40E+00	1.59E+00	4.66E+00	3.36E+00
V78	2.49E-01	3.06E+00	4.08E+00	6.37E-01	1.29E+00	5.21E+00	3.01E+00	5.35E+00	3.69E+00
V79	0.00E+00	7.16E-01	0.00E+00	1.41E+00	6.40E-01	2.73E+00	8.59E-01	1.87E+00	2.92E+00
V80	6.96E-01	0.00E+00	1.30E+00	7.72E-01	1.19E+00	8.72E-01	1.38E+00	1.06E+00	7.78E-01
V81	1.94E+00	2.11E+00	0.00E+00	3.21E+00	1.90E+00	2.00E-01	2.66E+00	3.34E+00	3.59E-01
V82	5.54E-01	1.73E+00	0.00E+00	3.32E+00	6.10E+00	1.08E+00	6.30E+00	3.04E+00	5.00E-01
V83	1.85E+00	3.67E-01	3.01E+00	8.98E-01	1.49E+00	1.41E+00	1.26E+00	1.69E+00	1.18E+00
V84	2.49E+00	3.45E+00	2.49E+00	1.27E+00	1.33E+01	2.49E+00	1.07E+01	5.90E+00	2.78E+00
V85	6.19E-01	1.01E+00	4.53E-01	6.33E-01	9.32E-01	5.12E-01	1.37E+00	0.00E+00	0.00E+00
