Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	25	33	2	8	2	17	13	1	30	0	4
V2	141	14	305	41	12	8	9	53	27	6	0
V3	32	11	18	71	7	0	5	80	0	11	0
V4	30	0	2	27	10	0	9	17	28	36	0
V5	118	0	18	44	0	0	4	51	0	35	0
V6	13	22	14	26	21	16	24	7	4	0	25
V7	155	4	162	15	3	20	6	3	0	7	23
V8	6	29	22	10	0	89	36	0	16	1	62
V9	154	16	1	2	8	2	0	0	18	0	1
V10	11	0	16	1	99	18	28	1	0	24	39
V11	46	52	1	0	24	35	1	1	0	0	0
V12	40	166	164	7	11	0	10	14	80	39	31
V13	0	193	11	215	0	0	25	138	0	44	0
V14	1	46	10	58	2	100	42	64	0	21	0
V15	5	13	1	109	0	0	0	32	0	32	0
V16	27	125	24	32	28	0	0	31	31	22	0
V17	17	23	2	7	0	8	8	2	2	6	11
V18	21	10	12	2	23	155	27	0	20	1	0
V19	89	165	58	1	23	3	9	0	0	6	19
V20	235	0	95	8	12	16	16	15	0	9	15
V21	108	3	0	370	62	60	41	103	0	79	0
V22	51	30	80	18	25	7	7	48	0	62	0
V23	216	15	2	0	4	0	1	0	0	1	1
V24	51	28	4	13	0	27	4	9	0	0	0
V25	25	37	4	68	0	0	0	24	0	34	0
V26	53	1	49	0	173	0	0	0	88	4	0
V27	150	0	9	37	7	24	5	8	1	1	23
V28	0	306	120	10	38	0	15	0	111	17	0
V29	1	21	9	24	26	0	0	0	148	10	0
V30	15	1	0	62	0	13	27	46	0	0	0
V31	1	0	128	2	35	11	1	0	2	7	0
V32	4	16	0	35	51	2	36	0	6	15	40
V33	5	5	109	42	123	16	65	0	0	65	12
V34	3	23	0	11	192	1	1	42	7	23	0
V35	1	17	14	26	25	0	0	1	24	8	0
V36	20	8	17	5	8	201	12	10	62	13	0
V37	13	36	2	174	18	111	22	45	0	24	88
V38	235	399	165	36	0	0	0	11	0	17	0
V39	0	117	45	59	46	17	0	0	28	7	0
V40	13	258	0	33	80	0	2	134	19	0	0
V41	11	5	85	39	4	3	8	0	0	0	0
V42	39	0	0	2	14	3	15	0	1	6	0
V43	14	50	7	5	0	13	4	7	0	0	0
V44	0	0	0	1	75	114	79	0	26	63	20
V45	73	223	20	0	0	11	11	1	21	3	0
V46	160	196	104	17	3	0	0	6	0	6	21
V47	0	128	56	143	0	0	0	64	0	14	1
V48	4	2	19	93	7	0	5	0	80	16	0
V49	1	4	54	45	7	46	0	31	0	4	0
V50	1	0	100	0	2	30	22	0	38	0	21
V51	97	12	77	25	31	11	24	9	8	12	0
V52	15	1	16	116	94	4	6	34	34	36	0
V53	21	0	99	14	22	95	99	0	72	43	48
V54	2	7	18	7	12	68	15	13	12	18	0
V55	315	6	116	0	22	0	0	18	55	12	0
V56	5	33	64	15	0	0	20	21	22	0	0
V57	0	113	78	17	20	32	10	16	35	4	0
V58	1	13	0	0	5	15	51	0	15	10	22
V59	128	0	12	1	9	14	39	0	0	0	48
V60	1	0	28	12	59	0	0	3	0	50	0
V61	0	4	9	5	5	0	0	1	2	2	0
V62	72	15	66	3	4	31	43	14	1	6	40
V63	69	10	0	2	5	1	0	5	0	2	0
V64	1	3	31	3	0	45	21	0	0	5	0
V65	300	146	0	39	0	0	4	17	0	4	28
V66	0	4	2	40	3	25	3	2	3	0	28
V67	0	166	16	2	2	25	103	0	0	1	20
V68	86	31	0	2	3	5	15	3	0	0	9
V69	34	4	77	3	23	81	78	0	16	18	0
V70	11	77	6	29	0	4	0	41	0	23	22
V71	26	21	14	6	172	59	0	3	0	3	0
V72	135	0	0	1	6	10	1	0	0	1	0
V73	13	0	98	14	9	72	34	2	0	0	7
V74	41	1	12	9	1	253	453	0	0	0	0
V75	9	61	7	2	29	0	0	0	19	10	15
V76	150	25	15	1	18	48	0	5	14	3	0
V77	28	25	0	32	91	7	1	16	35	19	0
V78	40	4	4	192	23	31	2	40	0	15	0
V79	2	73	0	5	35	11	41	13	1	11	16
V80	5	207	51	28	65	34	21	20	16	0	39
V81	0	40	0	31	0	11	15	7	0	5	0
V82	8	4	36	27	0	1	0	26	5	2	0
V83	2	4	9	13	79	0	13	9	8	37	0
V84	46	30	16	0	7	5	0	6	1	2	4
V85	62	28	121	3	6	27	0	7	0	4	0
V86	21	2	18	0	11	0	4	4	0	2	2
V87	2	19	0	2	0	6	31	8	0	1	27
V88	79	30	0	7	134	9	24	11	54	20	44
V89	40	64	6	30	0	1	6	41	3	8	3
V90	2	0	59	53	0	3	1	34	0	31	0
V91	4	0	17	25	5	11	25	45	0	6	1
V92	8	11	0	141	158	17	43	45	68	148	0
V93	50	181	0	0	0	1	2	4	4	0	2
V94	25	0	114	7	42	18	34	3	41	3	7
V95	45	5	29	46	20	30	59	0	0	5	17
V96	1	0	17	2	0	40	16	0	8	2	6
V97	44	0	11	0	17	21	11	0	0	0	2
V98	0	29	60	3	0	12	20	1	21	0	11
V99	9	10	14	9	0	63	70	0	0	4	0
V100	160	19	46	2	0	0	0	0	28	2	0
