Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	1.11E+00	3.34E+00	1.69E+00	6.54E-01	8.62E-01	3.58E+00	2.25E+00	1.83E+00	3.71E+00	2.63E+00	3.18E+00
V2	4.00E+00	2.28E+00	9.56E+00	5.23E+00	2.89E+00	1.86E+00	2.63E+00	4.55E+00	8.02E+00	2.22E+00	2.54E+00
V3	2.01E+00	1.69E+00	2.50E+00	1.13E+01	2.62E+00	9.34E-01	1.83E+00	1.34E+01	3.63E+00	3.19E+00	2.57E+00
V4	1.90E+00	0.00E+00	1.31E+00	3.84E+00	4.10E+00	1.01E+00	3.02E+00	5.85E+00	4.98E+00	4.55E+00	1.00E-01
V5	3.58E+00	0.00E+00	2.17E+00	8.93E+00	1.00E-01	1.60E+00	1.09E+00	1.12E+01	4.61E+00	7.26E+00	1.00E-01
V6	1.40E+00	4.23E+00	1.94E+00	2.02E+00	1.83E+00	3.68E+00	3.01E+00	2.44E+00	3.54E+00	8.27E-01	5.38E+00
V7	2.49E+00	1.97E+00	3.73E+00	1.61E+00	1.11E+00	3.04E+00	1.99E+00	1.37E+00	3.54E+00	1.23E+00	1.91E+00
V8	1.01E+00	7.45E+00	2.29E+00	1.00E+00	5.00E-01	1.45E+01	9.52E+00	1.30E+00	5.09E+00	9.45E-01	1.05E+01
V9	1.86E+00	2.56E+00	9.04E-01	5.21E-01	1.47E+00	9.78E-01	7.00E-01	4.96E-01	1.45E+00	7.00E-01	2.90E+00
V10	1.03E+00	2.37E+00	2.27E+00	6.23E-01	6.48E+00	4.16E+00	4.55E+00	1.40E+00	4.34E+00	4.57E+00	3.39E+00
V11	1.87E+00	4.92E+00	2.21E-01	0.00E+00	2.25E+00	2.34E+00	2.69E+00	8.03E-01	9.71E-01	4.76E-01	5.30E+00
V12	2.06E+00	8.34E+00	2.04E+01	1.89E+00	3.86E+00	1.99E+00	5.40E+00	2.89E+00	2.12E+01	3.51E+00	8.22E+00
V13	8.00E-01	1.38E+01	2.67E+00	2.40E+01	0.00E+00	4.21E+00	3.59E+00	2.93E+01	3.54E+00	1.09E+01	1.72E+01
V14	7.18E-01	2.79E+00	1.18E+00	8.98E+00	2.27E+00	1.16E+01	1.10E+01	1.33E+01	1.24E+00	6.13E+00	2.66E+00
V15	5.73E-01	7.49E-01	7.89E-01	8.52E+00	2.13E-01	3.42E-01	4.96E-01	1.06E+01	5.62E-01	4.34E+00	0.00E+00
V16	2.33E+00	1.46E+01	4.97E+00	4.56E+00	6.59E+00	2.24E-01	2.83E+00	5.60E+00	5.10E+00	4.25E+00	1.91E+01
V17	1.30E+00	1.52E+00	6.32E-01	8.30E-01	1.00E-01	1.89E+00	2.03E+00	2.29E+00	1.63E+00	1.28E+00	1.13E+00
V18	1.74E+00	1.69E+00	2.63E+00	4.94E-01	2.78E+00	9.98E+00	1.01E+01	2.60E-01	5.03E+00	3.47E+00	3.89E+00
V19	4.45E+00	1.46E+01	4.10E+00	3.94E-01	3.13E+00	1.98E+00	2.06E+00	4.71E-01	3.17E+00	1.73E+00	1.96E+01
V20	2.38E+00	1.57E+00	1.97E+00	1.74E+00	1.41E+00	3.27E+00	2.71E+00	3.42E+00	6.15E-01	2.06E+00	2.73E+00
V21	4.09E+00	1.04E+00	0.00E+00	3.56E+01	9.50E+00	8.53E+00	8.55E+00	3.20E+01	5.05E+00	1.19E+01	2.10E+00
V22	2.43E+00	4.01E+00	3.88E+00	4.68E+00	5.20E+00	1.26E+00	1.73E+00	8.90E+00	3.37E+00	5.42E+00	5.42E+00
V23	1.95E+00	1.89E+00	6.32E-01	0.00E+00	1.37E+00	0.00E+00	2.00E-01	6.00E-01	2.00E-01	6.29E-01	1.78E+00
V24	1.49E+00	2.83E+00	9.60E-01	1.68E+00	1.33E-01	2.46E+00	2.41E+00	1.64E+00	0.00E+00	0.00E+00	2.28E+00
V25	9.66E-01	4.03E+00	7.16E-01	8.59E+00	4.99E-01	1.00E-01	5.12E-01	9.49E+00	8.00E-01	5.56E+00	5.26E+00
V26	1.44E+00	3.07E-01	4.84E+00	3.00E-01	1.80E+01	0.00E+00	1.65E+01	8.00E-01	1.20E+01	1.25E+01	4.42E-01
V27	2.04E+00	1.89E+00	1.71E+00	3.17E+00	1.73E+00	3.85E+00	2.41E+00	1.99E+00	2.84E+00	9.07E-01	3.31E+00
V28	0.00E+00	1.63E+01	1.47E+01	1.45E+00	1.01E+01	0.00E+00	5.14E+00	0.00E+00	2.27E+01	1.02E+01	1.79E+01
V29	6.70E-01	3.42E+00	9.30E+00	1.47E+00	1.13E+01	0.00E+00	9.09E+00	1.58E+00	1.47E+01	1.16E+01	4.41E+00
V30	1.14E+00	4.01E-01	0.00E+00	8.12E+00	7.52E-01	5.04E+00	4.71E+00	8.70E+00	5.93E-01	1.57E+00	1.00E-01
V31	1.80E-01	0.00E+00	5.13E+00	7.49E-01	3.67E+00	1.77E+00	2.34E+00	0.00E+00	3.92E+00	1.70E+00	0.00E+00
V32	6.67E-01	3.90E+00	0.00E+00	1.19E+00	1.03E+01	6.49E+00	6.27E+00	9.60E-01	4.57E+00	8.70E+00	7.82E+00
V33	6.90E-01	1.40E+00	4.15E+00	2.09E+00	1.09E+01	7.03E+00	7.90E+00	1.52E+00	5.54E+00	1.16E+01	2.35E+00
V34	7.86E-01	3.20E+00	6.83E-01	3.51E+00	1.31E+01	7.37E-01	1.03E+01	5.74E+00	9.82E+00	9.03E+00	3.96E+00
V35	2.24E-01	1.64E+00	4.10E+00	1.83E+00	2.95E+00	0.00E+00	1.28E+00	2.44E+00	5.75E+00	3.92E+00	2.32E+00
V36	1.33E+00	1.34E+00	4.00E+00	7.75E-01	3.81E+00	7.16E+00	7.53E+00	2.84E+00	5.92E+00	5.23E+00	6.97E+00
V37	1.90E+00	9.36E+00	1.19E+00	1.43E+01	2.27E+00	1.42E+01	1.02E+01	1.17E+01	9.91E+00	4.66E+00	1.52E+01
V38	8.71E+00	5.21E+01	1.97E+01	3.47E+00	3.42E-01	0.00E+00	3.06E-01	3.24E+00	6.55E+00	3.04E+00	7.60E+01
V39	0.00E+00	3.24E+00	4.81E+00	3.62E+00	3.86E+00	1.35E+00	1.69E+00	2.25E+00	6.88E+00	1.96E+00	3.34E+00
V40	1.44E+00	2.58E+01	1.17E+00	1.34E+01	1.08E+01	1.62E+00	6.60E+00	1.86E+01	9.42E+00	7.71E+00	3.48E+01
V41	1.48E+00	9.78E-01	1.86E+00	1.79E+00	4.48E-01	1.15E+00	1.39E+00	1.06E+00	1.09E+00	0.00E+00	1.79E+00
V42	1.12E+00	0.00E+00	0.00E+00	4.33E-01	3.38E+00	2.41E+00	2.37E+00	0.00E+00	2.50E+00	2.92E+00	9.17E-01
V43	1.54E+00	3.12E+00	8.72E-01	1.54E+00	6.05E-01	2.13E+00	1.47E+00	8.62E-01	8.60E-01	3.07E-01	3.61E+00
V44	0.00E+00	1.07E+00	1.37E+00	5.43E-01	1.30E+01	1.54E+01	1.55E+01	1.12E+00	7.02E+00	1.21E+01	1.40E+01
V45	3.12E+00	1.51E+01	3.39E+00	0.00E+00	4.00E-01	1.68E+00	1.42E+00	2.60E+00	3.70E+00	1.45E+00	2.00E+01
V46	3.99E+00	9.16E+00	5.20E+00	1.28E+00	7.81E-01	4.00E-01	9.55E-01	1.66E+00	5.36E+00	9.09E-01	1.18E+01
V47	3.27E-01	7.86E+00	2.73E+00	1.53E+01	4.27E-01	7.52E-01	0.00E+00	1.52E+01	1.22E+00	5.79E+00	7.43E+00
V48	5.37E-01	5.96E-01	7.93E+00	3.56E+00	4.71E+00	6.90E-01	3.53E+00	4.02E+00	1.17E+01	4.47E+00	1.45E+00
V49	4.96E-01	5.21E-01	2.93E+00	6.94E+00	8.94E-01	2.98E+00	2.01E+00	6.13E+00	4.16E+00	1.34E+00	9.98E-01
V50	2.69E-01	1.61E+00	1.23E+01	0.00E+00	2.18E+00	4.47E+00	3.25E+00	4.82E-01	1.37E+01	1.12E+00	3.02E+00
V51	3.88E+00	2.11E+00	3.32E+00	1.73E+00	3.80E+00	2.88E+00	3.67E+00	2.44E+00	3.40E+00	1.57E+00	2.98E+00
V52	1.28E+00	6.00E-01	2.12E+00	9.64E+00	1.02E+01	1.44E+00	8.81E+00	7.97E+00	8.30E+00	8.08E+00	1.62E+00
V53	1.93E+00	2.73E+00	3.78E+00	1.07E+00	8.35E+00	2.18E+01	1.50E+01	1.38E+00	8.05E+00	7.81E+00	1.28E+01
V54	6.63E-01	1.40E+00	2.92E+00	2.46E+00	1.95E+00	4.30E+00	4.91E+00	4.27E+00	3.25E+00	2.46E+00	2.20E+00
V55	5.59E+00	9.98E-01	6.59E+00	3.40E-01	3.36E+00	0.00E+00	3.52E+00	4.66E+00	7.80E+00	4.22E+00	1.07E+00
V56	7.49E-01	4.26E+00	2.37E+00	2.40E+00	1.00E-01	1.88E+00	1.95E+00	2.15E+00	2.42E+00	1.49E+00	5.03E+00
V57	3.35E-01	6.56E+00	5.65E+00	1.97E+00	4.62E+00	5.07E+00	5.39E+00	2.99E+00	8.03E+00	3.59E+00	8.57E+00
V58	6.16E-01	2.03E+00	1.17E+00	4.23E-01	3.22E+00	7.11E+00	5.64E+00	0.00E+00	4.60E+00	3.46E+00	3.05E+00
V59	2.33E+00	4.61E+00	2.48E+00	6.57E-01	1.85E+00	5.78E+00	4.81E+00	9.98E-01	2.58E+00	2.13E-01	5.15E+00
V60	5.12E-01	0.00E+00	2.39E+00	1.81E+00	9.23E+00	2.69E-01	7.27E+00	4.69E+00	4.84E+00	7.60E+00	0.00E+00
V61	0.00E+00	1.13E+00	8.72E-01	1.03E+00	1.01E+00	0.00E+00	4.00E-01	1.09E+00	4.00E-01	1.42E+00	6.00E-01
V62	4.28E+00	3.61E+00	6.92E+00	1.13E+00	1.89E+00	7.55E+00	5.69E+00	4.49E+00	1.37E+01	1.43E+00	6.60E+00
