Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V63	1.89E+00	1.22E+00	0.00E+00	5.47E-01	1.24E+00	2.24E-01	4.73E-01	1.31E+00	1.19E+00	7.64E-01	8.00E-01
V64	2.33E-01	5.96E-01	2.54E+00	6.05E-01	2.21E-01	5.43E+00	4.53E+00	1.32E+00	3.56E+00	1.62E+00	1.05E+00
V65	3.00E+00	6.91E+00	2.21E-01	5.03E+00	0.00E+00	9.24E-01	1.90E+00	6.07E+00	4.16E-01	1.53E+00	5.52E+00
V66	0.00E+00	2.13E+00	9.48E-01	2.38E+00	5.42E-01	3.32E+00	1.25E+00	2.76E+00	1.79E+00	3.42E-01	4.70E+00
V67	0.00E+00	8.29E+00	2.68E+00	4.90E-01	1.85E+00	1.19E+01	1.15E+01	4.23E-01	3.49E+00	1.09E+00	9.43E+00
V68	1.70E+00	4.11E+00	0.00E+00	7.48E-01	1.01E+00	2.34E+00	2.04E+00	8.83E-01	4.00E-01	4.00E-01	5.70E+00
V69	2.04E+00	8.09E-01	8.17E+00	7.22E-01	4.93E+00	1.29E+01	1.27E+01	1.00E-01	1.23E+01	6.02E+00	1.94E+00
V70	1.19E+00	6.15E+00	1.26E+00	5.47E+00	4.00E-01	7.42E-01	5.93E-01	7.17E+00	9.09E-01	3.77E+00	6.32E+00
V71	2.12E+00	3.03E+00	1.37E+00	1.01E+00	6.98E+00	5.59E+00	7.09E+00	1.12E+00	4.04E+00	5.52E+00	4.09E+00
V72	1.98E+00	0.00E+00	0.00E+00	3.14E-01	8.27E-01	1.43E+00	5.78E-01	1.50E+00	2.00E-01	5.78E-01	3.42E-01
V73	1.49E+00	7.64E-01	3.76E+00	1.48E+00	1.20E+00	7.42E+00	7.38E+00	1.02E+00	2.97E+00	4.01E-01	1.64E+00
V74	1.78E+00	1.84E+00	1.39E+00	1.65E+00	1.02E+01	8.60E+01	8.82E+01	1.73E+00	4.58E+00	2.04E+00	7.25E+00
V75	1.14E+00	3.52E+00	1.99E+00	4.47E-01	4.43E+00	0.00E+00	2.13E+00	4.33E-01	4.48E+00	3.03E+00	4.21E+00
V76	5.03E+00	2.88E+00	2.76E+00	5.33E-01	2.68E+00	2.43E+00	9.52E-01	4.31E+00	5.92E+00	2.24E+00	3.58E+00
V77	1.37E+00	4.45E+00	1.28E+00	4.01E+00	1.28E+01	1.75E+00	8.31E+00	4.77E+00	7.80E+00	8.17E+00	5.35E+00
V78	2.02E+00	9.20E-01	6.33E-01	1.12E+01	2.22E+00	3.19E+00	3.37E+00	1.13E+01	1.37E+00	4.14E+00	1.48E+00
V79	5.81E-01	2.40E+00	0.00E+00	9.67E-01	5.99E+00	5.08E+00	4.89E+00	2.26E+00	3.54E+00	5.38E+00	5.11E+00
V80	8.98E-01	1.32E+01	7.43E+00	3.18E+00	6.59E+00	4.45E+00	3.62E+00	4.12E+00	1.09E+01	2.71E+00	1.45E+01
V81	0.00E+00	1.67E+00	0.00E+00	2.58E+00	2.21E-01	2.92E+00	2.23E+00	2.48E+00	0.00E+00	7.92E-01	3.06E-01
V82	8.72E-01	8.14E-01	2.02E+00	4.06E+00	3.59E-01	4.16E-01	5.00E-01	4.37E+00	1.79E+00	1.28E+00	1.15E+00
V83	7.18E-01	8.00E-01	1.99E+00	1.85E+00	7.34E+00	1.37E+00	5.34E+00	3.68E+00	4.83E+00	6.76E+00	3.96E-01
V84	2.07E+00	4.09E+00	2.29E+00	0.00E+00	1.23E+00	8.27E-01	7.67E-01	1.83E+00	3.92E+00	6.18E-01	5.28E+00
V85	2.00E+00	3.69E+00	2.47E+00	1.23E+00	1.61E+00	1.75E+00	8.62E-01	2.08E+00	2.32E+00	8.14E-01	4.83E+00
V86	1.31E+00	8.82E-01	2.04E+00	4.07E-01	1.15E+00	3.06E-01	1.24E+00	6.99E-01	2.98E+00	8.92E-01	6.51E-01
V87	6.71E-01	2.00E+00	0.00E+00	5.39E-01	0.00E+00	4.90E+00	3.84E+00	1.62E+00	5.93E-01	1.35E+00	2.56E+00
V88	1.83E+00	5.31E+00	2.06E+00	1.83E+00	1.00E+01	3.48E+00	5.66E+00	3.14E+00	8.16E+00	8.36E+00	7.19E+00
V89	2.39E+00	3.17E+00	1.23E+00	5.00E+00	5.12E-01	8.27E-01	1.01E+00	4.04E+00	1.95E+00	2.66E+00	3.73E+00
V90	6.87E-01	0.00E+00	3.14E+00	7.67E+00	2.00E-01	6.96E-01	5.78E-01	9.71E+00	3.50E+00	5.10E+00	0.00E+00
V91	5.78E-01	2.13E-01	1.50E+00	5.53E+00	1.23E+00	4.59E+00	3.72E+00	6.28E+00	1.33E+00	1.58E+00	5.81E-01
V92	1.71E+00	2.40E+00	2.73E+00	1.47E+01	3.32E+01	7.89E+00	2.09E+01	1.85E+01	2.19E+01	2.82E+01	6.08E+00
V93	2.20E+00	3.29E+00	4.07E-01	3.33E-01	6.00E-01	6.71E-01	7.45E-01	1.39E+00	7.92E-01	9.21E-01	2.93E+00
V94	1.83E+00	3.27E-01	7.02E+00	9.57E-01	6.61E+00	5.43E+00	6.24E+00	1.65E+00	8.32E+00	3.81E+00	7.62E+00
V95	2.54E+00	1.79E+00	3.68E+00	2.41E+00	1.96E+00	9.58E+00	7.95E+00	2.14E+00	3.38E+00	1.35E+00	2.53E+00
V96	3.48E-01	2.21E-01	2.32E+00	3.73E-01	1.00E+00	8.23E+00	3.68E+00	0.00E+00	3.67E+00	8.31E-01	6.91E+00
V97	1.57E+00	3.14E-01	1.34E+00	0.00E+00	1.01E+00	3.87E+00	2.62E+00	2.00E-01	1.67E+00	5.04E-01	3.67E-01
V98	0.00E+00	3.64E+00	9.20E+00	8.00E-01	1.28E+00	3.01E+00	2.65E+00	5.78E-01	1.07E+01	1.06E+00	4.54E+00
V99	1.09E+00	2.11E+00	1.84E+00	2.49E-01	1.19E+00	1.23E+01	1.18E+01	4.00E-01	1.27E+00	1.47E+00	2.80E+00
V100	3.20E+00	1.98E+00	4.23E+00	6.18E-01	9.32E-01	4.23E-01	8.23E-01	1.20E+00	4.76E+00	1.52E+00	2.99E+00
