MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	0.00E+00	1.40E-46	3.31E-03	1.27E-03	3.00E-02	1.11E-02	1.14E-02	3.48E-04	5.61E-46	1.45E-02	1.49E-02	1.33E-02	1.14E-02	2.74E-02	1.74E-02	3.66E-02	5.09E-02	4.21E-02	8.60E-03
1:Del:C:1	4.20E-04	5.66E-05	4.17E-04	1.90E-03	1.48E-02	3.21E-03	1.36E-02	7.22E-04	7.37E-04	6.48E-03	4.08E-02	2.04E-03	2.10E-02	1.20E-02	6.78E-03	2.24E-02	7.69E-03	2.76E-02	6.34E-03
1:Del:C:2	6.40E-08	1.14E-04	1.66E-05	1.03E-04	6.41E-04	1.24E-03	4.99E-03	3.21E-03	4.13E-08	9.18E-04	1.37E-07	7.74E-04	6.10E-03	2.43E-07	8.33E-04	0.00E+00	8.14E-03	9.46E-03	1.23E-02
1:Del:C:3	2.82E-04	5.86E-04	2.83E-04	3.52E-04	2.57E-03	8.78E-04	1.07E-02	1.20E-03	8.03E-04	4.08E-03	3.31E-03	1.66E-03	2.08E-04	7.74E-03	1.08E-03	7.86E-03	5.52E-03	8.07E-03	1.10E-02
1:Del:C:4	4.89E-05	7.32E-04	3.78E-08	1.73E-03	3.85E-03	1.32E-04	1.18E-03	2.29E-04	1.09E-03	1.35E-03	2.31E-04	2.52E-03	0.00E+00	2.13E-02	2.70E-02	1.12E-02	6.78E-06	1.73E-02	1.36E-03
1:Del:C:5	7.62E-05	2.88E-03	6.08E-03	1.48E-03	0.00E+00	7.22E-04	5.93E-04	2.59E-03	1.24E-02	5.31E-04	0.00E+00	1.79E-03	2.37E-03	1.59E-03	6.33E-03	4.81E-03	6.30E-04	4.43E-07	1.21E-03
1:Del:T:0	1.33E-03	3.89E-04	2.10E-04	1.00E-03	1.91E-02	6.58E-03	6.14E-03	1.19E-02	2.85E-03	1.57E-02	4.51E-02	1.06E-02	4.88E-03	1.57E-02	6.71E-03	4.23E-02	1.90E-02	1.97E-02	2.28E-02
1:Del:T:1	5.17E-07	0.00E+00	0.00E+00	1.07E-03	1.00E-02	1.22E-03	3.35E-03	3.99E-02	1.14E-03	1.80E-03	2.28E-03	4.57E-04	5.09E-03	7.50E-03	1.47E-03	1.78E-02	5.20E-03	2.96E-02	7.54E-03
1:Del:T:2	4.93E-06	6.86E-04	4.17E-04	2.30E-03	7.56E-03	3.87E-03	1.00E-02	1.39E-04	2.70E-03	2.27E-03	8.99E-07	1.53E-02	3.15E-03	1.34E-02	5.65E-03	1.68E-02	7.02E-02	2.95E-02	1.91E-03
1:Del:T:3	2.28E-03	2.55E-03	1.69E-03	2.03E-03	2.05E-02	2.86E-03	8.10E-03	3.46E-05	3.47E-03	5.61E-46	8.81E-03	8.68E-03	2.38E-02	5.37E-02	1.35E-02	2.11E-02	2.38E-02	2.12E-02	2.12E-03
1:Del:T:4	4.17E-04	3.61E-03	2.80E-04	7.14E-03	1.45E-02	0.00E+00	1.02E-02	1.10E-02	5.08E-03	0.00E+00	2.12E-03	0.00E+00	9.42E-03	3.78E-02	1.19E-02	3.64E-02	3.37E-02	1.96E-02	1.05E-02
1:Del:T:5	3.10E-46	8.82E-04	2.79E-02	2.04E-02	1.33E-07	4.85E-07	1.29E-06	1.03E-02	5.52E-02	1.53E-02	9.64E-04	3.50E-03	1.99E-02	1.00E-02	8.83E-02	1.12E-06	2.82E-06	1.28E-02	4.22E-02
1:Ins:C:0	1.50E-06	3.93E-08	4.73E-05	1.01E-07	5.10E-08	1.28E-03	1.41E-03	3.28E-08	8.26E-08	8.66E-04	2.18E-07	1.40E-03	2.07E-03	1.20E-07	2.30E-04	4.65E-07	1.59E-06	3.86E-08	2.41E-04
1:Ins:C:1	1.31E-07	3.11E-08	2.01E-04	1.82E-07	5.03E-08	9.67E-04	8.51E-08	1.13E-08	7.50E-08	1.06E-03	1.07E-03	4.54E-05	5.67E-07	2.10E-07	2.30E-04	1.43E-03	1.88E-07	3.25E-04	1.27E-06
1:Ins:C:2	3.78E-08	5.31E-05	2.10E-04	6.44E-04	4.58E-08	3.18E-04	7.49E-04	1.04E-07	3.83E-04	2.30E-04	2.70E-03	8.41E-04	2.01E-03	2.24E-07	6.47E-04	1.02E-06	8.30E-05	3.65E-03	5.50E-04
1:Ins:C:3	3.22E-08	4.91E-08	1.03E-07	1.63E-04	7.10E-08	6.94E-08	6.99E-08	8.22E-08	5.71E-05	1.61E-07	1.78E-04	1.67E-04	1.73E-07	2.10E-07	2.45E-04	7.92E-07	8.25E-04	1.61E-07	2.35E-07
1:Ins:C:4	3.46E-07	9.36E-04	3.49E-04	1.36E-06	5.61E-07	5.87E-04	1.77E-03	1.54E-04	3.34E-04	3.21E-04	2.23E-04	2.94E-04	7.75E-03	1.80E-06	2.05E-04	7.84E-03	2.52E-03	5.45E-03	3.26E-03
1:Ins:C:5	0.00E+00	1.49E-02	1.71E-07	5.07E-03	7.32E-04	0.00E+00	5.50E-04	2.49E-03	5.47E-03	3.47E-08	4.26E-04	1.40E-46	5.71E-03	6.31E-03	6.10E-03	7.79E-02	3.07E-02	3.07E-08	4.13E-03
1:Ins:T:0	3.01E-04	1.12E-04	1.79E-04	0.00E+00	1.97E-03	5.63E-04	3.76E-03	3.89E-03	1.40E-46	1.66E-03	2.51E-03	4.87E-03	5.51E-03	9.83E-03	1.34E-03	6.26E-03	1.01E-02	1.61E-02	2.46E-04
1:Ins:T:1	5.40E-08	4.18E-07	1.12E-04	8.78E-08	1.41E-03	1.21E-03	1.28E-03	1.10E-02	7.37E-05	3.15E-03	3.34E-03	2.31E-04	4.68E-03	1.40E-46	2.00E-03	1.91E-02	1.62E-02	7.48E-03	2.97E-02
1:Ins:T:2	3.50E-08	1.79E-08	2.17E-05	7.32E-04	1.58E-04	3.87E-04	2.17E-03	0.00E+00	5.91E-04	1.86E-04	1.26E-03	1.66E-07	1.96E-04	2.72E-03	3.57E-03	3.23E-03	3.17E-04	3.80E-03	6.64E-04
1:Ins:T:3	0.00E+00	1.24E-03	3.41E-04	2.53E-04	8.87E-04	1.70E-03	4.59E-03	7.36E-04	3.12E-04	0.00E+00	6.68E-03	2.21E-03	8.56E-04	7.52E-03	9.86E-08	4.63E-03	3.66E-03	7.87E-03	1.34E-02
1:Ins:T:4	0.00E+00	9.06E-03	3.35E-08	8.96E-04	6.33E-05	5.86E-05	3.07E-07	1.77E-03	9.25E-03	2.54E-04	5.77E-05	3.52E-07	9.07E-08	7.11E-03	1.94E-03	3.86E-02	2.07E-02	1.58E-03	2.87E-02
1:Ins:T:5	4.51E-05	3.80E-02	1.23E-06	4.31E-46	1.40E-46	3.15E-03	9.34E-02	1.01E-01	4.41E-02	3.04E-07	2.66E-02	1.70E-02	2.32E-22	1.54E-06	4.03E-03	2.38E-07	9.51E-02	9.28E-03	4.98E-02
2:Del:R:0	1.22E-04	1.99E-04	6.90E-09	3.18E-03	1.23E-03	1.64E-03	1.23E-03	7.87E-04	5.61E-46	1.93E-03	1.08E-03	3.47E-03	1.29E-02	2.66E-02	9.68E-04	2.48E-04	7.47E-04	6.52E-03	1.70E-02
2:Del:R:1	3.00E-08	1.23E-03	1.27E-08	8.18E-04	2.20E-04	2.66E-03	8.23E-04	2.00E-03	1.52E-03	4.51E-03	5.07E-08	2.00E-03	7.42E-03	3.02E-03	6.82E-04	2.68E-02	9.78E-04	2.77E-03	1.05E-02
2:Del:R:2	1.47E-08	4.42E-04	1.29E-03	1.55E-04	1.72E-07	2.39E-08	0.00E+00	4.71E-05	1.26E-03	1.47E-07	1.14E-06	2.70E-04	5.38E-03	3.06E-07	2.22E-03	2.60E-04	4.96E-04	1.19E-03	3.32E-06
2:Del:R:3	2.96E-08	7.81E-05	4.49E-08	2.16E-04	1.32E-07	5.37E-08	1.31E-04	2.83E-08	1.83E-04	6.48E-05	5.22E-04	1.43E-07	2.18E-05	8.01E-04	1.02E-03	3.05E-04	1.28E-03	5.41E-04	1.14E-06
2:Del:R:4	1.02E-08	8.32E-08	6.66E-05	1.09E-04	3.90E-08	4.19E-07	4.87E-04	1.61E-08	2.32E-04	1.35E-03	3.10E-04	3.54E-04	6.70E-04	3.00E-03	9.81E-04	1.50E-03	2.52E-04	1.32E-03	4.21E-07
2:Del:R:5	3.03E-08	8.96E-08	1.23E-07	6.51E-08	9.42E-08	2.05E-04	8.14E-08	4.83E-08	8.46E-08	2.79E-04	7.84E-08	5.62E-07	1.84E-06	1.49E-07	1.70E-07	7.37E-04	9.76E-07	1.50E-07	3.63E-04
