NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	191.6	63.804	70.827	51.147	0.412	0.838	20000.0
2	192.809	63.773	71.018	51.285	0.412	0.836	30000.0
3	206.161	65.7	77.362	52.403	0.432	0.838	40000.0
4	199.815	63.873	75.005	49.009	0.414	0.834	30000.0
5	198.806	63.974	72.983	49.949	0.416	0.839	20000.0
6	215.829	68.013	84.574	51.551	0.416	0.827	20000.0
7	225.06	72.563	88.889	55.574	0.437	0.806	40000.0
8	196.513	63.868	72.032	48.566	0.418	0.837	20000.0
9	197.277	63.669	72.81	50.16	0.42	0.84	20000.0
10	214.865	68.697	83.163	52.162	0.417	0.824	20000.0
