MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.35137458	0.00017290	0.00304203	0.00026596	0.01773281	0.00076892
1:Del:C:1	0.10372555	0.00033011	0.00316021	0.00276923	0.01115767	0.00197544
1:Del:C:2	0.00126844	0.00123272	0.00000000	0.00005757	0.00278286	0.00009725
1:Del:C:3	0.01106087	0.00176105	0.00068955	0.00126675	0.00500824	0.00034126
1:Del:C:4	0.01642328	0.00018411	0.00000003	0.00000000	0.00022675	0.00000004
1:Del:C:5	0.00000000	0.01497427	0.00253007	0.00329303	0.00081590	0.00000000
1:Del:T:0	0.10323178	0.01133755	0.00017308	0.00263910	0.02878837	0.00007840
1:Del:T:1	0.04346332	0.00000000	0.00124153	0.00463233	0.00188565	0.00089741
1:Del:T:2	0.08526496	0.00720362	0.00106147	0.00390515	0.00056559	0.00117424
1:Del:T:3	0.10729167	0.01880704	0.00051335	0.00137874	0.00000000	0.00362305
1:Del:T:4	0.09401583	0.04601272	0.00011627	0.00815347	0.00000000	0.00000000
1:Del:T:5	0.00000063	0.82815167	0.00000085	0.00000014	0.00000076	0.00000201
1:Ins:C:0	0.00000009	0.00019082	0.00000003	0.00011895	0.00225188	0.00034166
1:Ins:C:1	0.00007830	0.00082912	0.00000854	0.00010848	0.00213299	0.00000000
1:Ins:C:2	0.00041690	0.00004294	0.00000004	0.00005721	0.00126803	0.00000000
1:Ins:C:3	0.00000000	0.00000003	0.00001098	0.00094387	0.00020210	0.00005511
1:Ins:C:4	0.00020535	0.00291715	0.00156269	0.00188254	0.00000000	0.00008474
1:Ins:C:5	0.00000000	0.00537707	0.85159308	0.01145642	0.00377871	0.01305094
1:Ins:T:0	0.01381513	0.00178709	0.00007042	0.00145622	0.00226231	0.00000244
1:Ins:T:1	0.01302432	0.00000000	0.00706262	0.00010594	0.00461365	0.00030928
1:Ins:T:2	0.00205714	0.00037172	0.00000000	0.00082286	0.00112083	0.00054549
1:Ins:T:3	0.00237337	0.00137794	0.00002770	0.00256320	0.00110333	0.00122108
1:Ins:T:4	0.00110435	0.00137735	0.00191064	0.01679272	0.00096070	0.00009429
1:Ins:T:5	0.00254691	0.00000046	0.00000042	0.87856727	0.00314875	0.00061506
2:Del:R:0	0.01196362	0.00051017	0.00000000	0.00000000	0.00908890	0.00018917
2:Del:R:1	0.00276638	0.00320033	0.00093566	0.00030554	0.01036021	0.00050925
2:Del:R:2	0.00043765	0.00267491	0.00114307	0.00023281	0.00000000	0.00081982
2:Del:R:3	0.00029058	0.00018318	0.00000003	0.00000004	0.00000000	0.00034098
2:Del:R:4	0.00000001	0.00091427	0.00000005	0.00000008	0.00000001	0.00011024
2:Del:R:5	0.00000002	0.00059754	0.00000009	0.00000034	0.00000016	0.00000005
3:Del:R:0	0.00200279	0.00076776	0.00034139	0.00019989	0.01234835	0.00000000
3:Del:R:1	0.00395310	0.00358357	0.00092825	0.00736358	0.00140739	0.00021479
3:Del:R:2	0.00160504	0.00156125	0.00036976	0.00000000	0.00007980	0.00000002
3:Del:R:3	0.00009415	0.00008316	0.00005733	0.00109474	0.00092973	0.00145776
3:Del:R:4	0.00000017	0.00000033	0.00000042	0.00000044	0.00000023	0.00000044
3:Del:R:5	0.00000017	0.00000033	0.00000042	0.00000044	0.00000023	0.00000044
4:Del:R:0	0.00032512	0.00011132	0.00000004	0.00018029	0.00749022	0.00030098
4:Del:R:1	0.00223247	0.00303265	0.00006972	0.00207380	0.00084396	0.00072357
4:Del:R:2	0.00032527	0.00015058	0.00042302	0.00064988	0.00000000	0.00000000
4:Del:R:3	0.00000005	0.00000017	0.00000020	0.00025652	0.00000007	0.00000017
4:Del:R:4	0.00000017	0.00000033	0.00000042	0.00000044	0.00000023	0.00000044
4:Del:R:5	0.00000005	0.00004444	0.00000015	0.00018747	0.00000009	0.00000014
5:Del:R:0	0.00058268	0.00087446	0.00007429	0.00208837	0.26691679	0.00002629
5:Del:R:1	0.00018963	0.00371453	0.00000002	0.00005032	0.00039070	0.00030694
5:Del:R:2	0.00000016	0.00000005	0.10597982	0.00000000	0.00000014	0.00000013
5:Del:R:3	0.00000006	0.00000028	0.00000021	0.00000013	0.00026390	0.00000021
5:Del:R:4	0.00000007	0.00000014	0.00000020	0.00000018	0.00000058	0.00020405
5:Del:R:5	0.00000040	0.00027707	0.00000009	0.00000018	0.00000004	0.00000010
2:Ins:R:0	0.00103671	0.00088049	0.00006052	0.00076920	0.00047410	0.00043359
2:Ins:R:1	0.00147731	0.00025540	0.00048396	0.00068799	0.00100251	0.00004302
2:Ins:R:2	0.00130249	0.00058375	0.00001141	0.00000000	0.00037128	0.00000000
2:Ins:R:3	0.00020027	0.00000007	0.00000005	0.00001855	0.00074295	0.00077222
2:Ins:R:4	0.00000000	0.00229790	0.00000009	0.00494601	0.00024392	0.00000000
2:Ins:R:5	0.00002423	0.01245866	0.00000004	0.02373730	0.00016018	0.00001367
3:Ins:R:0	0.00062006	0.00002822	0.00030636	0.00000000	0.00006439	0.00000004
3:Ins:R:1	0.00020238	0.00137150	0.00000018	0.00012130	0.00000000	0.05269427
3:Ins:R:2	0.00000024	0.00044907	0.00120835	0.00025670	0.00076001	0.00000001
3:Ins:R:3	0.00000006	0.00015445	0.00000015	0.00000029	0.00000007	0.00000017
3:Ins:R:4	0.00000008	0.00000022	0.00000025	0.00000023	0.00000018	0.00017900
3:Ins:R:5	0.00002475	0.00167214	0.00000006	0.00119896	0.00000000	0.00007371
4:Ins:R:0	0.00023490	0.00000003	0.00000072	0.00004720	0.00071645	0.00017292
4:Ins:R:1	0.00029999	0.00091196	0.00015850	0.00217437	0.00155332	0.00000000
4:Ins:R:2	0.00000010	0.00000015	0.00000022	0.00000036	0.00023358	0.00000018
4:Ins:R:3	0.00002927	0.00000009	0.00000014	0.00016282	0.00000005	0.00000012
4:Ins:R:4	0.00058921	0.00000000	0.00285659	0.00006884	0.00000000	0.00000001
4:Ins:R:5	0.00000006	0.00375102	0.00000005	0.00000017	0.00001510	0.00000028
5:Ins:R:0	0.00002320	0.00015542	0.00341425	0.00023344	0.00039798	0.00010055
