Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	0	151	89	21	22	0	0	5	0	20	1	16	0	3	0
V2	101	12	7	11	3	4	21	21	0	0	9	0	0	18	8
V3	15	1	74	12	39	26	4	27	0	12	16	8	0	11	20
V4	555	19	4	0	0	9	230	0	0	0	8	46	0	0	0
V5	179	0	215	12	32	0	107	3	12	35	3	23	6	3	15
V6	1	115	0	0	22	0	0	0	0	6	0	9	106	1	0
V7	5	38	73	2	41	0	0	0	31	41	5	0	0	0	2
V8	0	2	51	65	0	48	3	87	1	2	43	0	0	0	0
V9	23	24	1	23	0	51	7	3	18	20	20	11	0	5	4
V10	50	84	0	0	9	2	22	0	0	24	0	6	35	0	11
V11	26	0	0	4	84	0	0	0	0	20	0	112	77	3	0
V12	0	25	4	52	14	0	0	71	0	0	7	15	6	34	7
V13	199	8	76	0	3	1	43	0	0	0	3	15	0	4	0
V14	30	0	16	31	4	28	4	23	0	0	40	9	0	28	0
V15	0	2	1	1	18	0	0	7	4	7	0	8	0	3	0
V16	97	6	0	15	30	0	11	19	0	0	2	6	0	34	0
V17	0	22	0	45	3	95	2	19	0	17	81	1	51	13	0
V18	0	0	0	0	1	2	0	0	0	6	0	0	0	0	34
V19	23	56	0	41	3	17	4	7	6	0	0	0	3	4	7
V20	0	134	43	111	15	19	1	40	0	2	15	0	28	23	13
V21	0	12	123	47	21	137	0	40	6	11	55	0	9	0	0
V22	110	51	51	8	22	0	30	5	0	71	14	37	0	6	7
V23	34	242	2	137	0	82	18	31	0	0	10	0	0	33	16
V24	4	19	25	5	32	0	0	5	0	41	0	3	0	0	0
V25	9	52	41	79	93	26	0	51	3	28	3	5	0	21	37
V26	12	32	24	7	40	42	9	12	16	0	0	26	15	20	19
V27	20	2	98	30	0	0	23	28	0	0	0	15	0	30	0
V28	54	42	3	19	0	0	6	2	0	0	0	0	0	6	0
V29	0	124	0	31	146	131	2	32	5	24	5	52	0	10	44
V30	10	26	17	38	28	12	4	294	0	0	1	9	0	35	68
V31	59	6	9	19	1	0	16	5	6	0	0	0	0	0	0
V32	4	121	0	2	51	0	1	0	0	12	0	2	0	2	0
V33	109	19	23	15	0	39	22	14	0	0	20	9	0	65	8
V34	25	0	105	74	0	0	35	53	27	0	8	0	0	21	0
V35	121	8	40	275	14	84	75	32	0	7	52	0	0	118	16
V36	0	25	1	5	7	0	0	2	0	12	5	1	1	1	5
V37	0	163	153	18	0	35	6	7	182	10	62	6	11	16	18
V38	2	1	51	13	19	3	0	0	22	37	2	1	0	0	0
V39	0	129	0	1	5	19	0	0	0	0	16	0	22	3	0
V40	2	18	0	0	24	10	0	0	92	0	18	18	41	0	0
V41	122	25	11	50	0	7	149	21	14	0	29	0	0	3	0
V42	0	12	0	0	41	1	3	0	0	0	4	33	41	1	4
V43	1	18	6	1	3	31	1	2	0	2	26	22	3	0	0
V44	21	52	0	19	8	22	8	24	12	19	0	16	20	14	9
V45	69	6	11	12	19	126	27	2	31	3	24	0	0	6	54
V46	10	32	0	23	3	47	7	15	5	0	29	3	0	1	80
V47	49	26	0	0	8	13	42	0	0	28	20	10	73	0	55
V48	36	61	1	35	0	36	37	25	0	14	46	0	5	16	35
V49	53	177	0	3	111	0	16	8	0	60	2	50	14	17	0
V50	102	7	21	0	2	65	20	0	0	50	65	12	74	0	77
V51	0	19	0	4	7	0	0	0	171	78	2	21	7	5	0
V52	23	25	76	37	19	0	4	13	18	23	2	18	0	24	0
V53	141	4	4	1	0	9	23	0	11	0	11	8	0	0	8
V54	6	25	2	14	10	12	1	15	0	2	0	0	0	6	0
V55	12	4	389	14	0	1	5	22	0	43	2	2	0	2	0
V56	35	14	5	23	4	0	73	30	161	58	0	25	0	0	0
V57	10	0	7	63	0	42	5	26	7	0	8	0	0	1	14
V58	35	31	207	265	0	1	10	62	22	12	0	2	0	0	9
V59	3	78	10	19	14	0	1	5	0	0	0	3	17	4	0
V60	80	14	99	16	161	0	15	8	0	85	5	35	0	21	0
V61	1	115	26	141	9	0	0	52	50	0	0	34	21	9	0
V62	0	3	20	16	3	0	1	5	0	0	2	5	15	4	0
V63	145	2	23	130	85	7	56	139	0	55	5	11	0	25	0
V64	0	0	8	1	18	58	0	0	58	22	17	0	39	0	0
V65	137	0	15	68	62	30	47	12	100	13	60	31	29	0	29
V66	0	124	0	2	0	2	0	0	0	2	1	5	0	0	0
V67	0	0	0	0	52	146	0	0	9	48	41	74	40	4	29
V68	27	35	2	59	0	0	6	37	0	0	0	0	0	16	0
V69	9	0	247	121	25	26	5	60	246	13	34	0	0	4	34
V70	53	0	16	9	4	0	14	5	17	4	0	9	4	1	1
V71	12	3	12	37	3	27	9	0	0	0	22	1	0	0	0
V72	14	0	0	5	33	6	8	0	3	10	11	16	5	2	8
V73	26	27	15	31	171	0	15	3	0	13	10	50	36	0	0
V74	88	8	72	14	3	3	61	2	0	0	5	6	0	5	5
V75	23	25	59	20	4	2	23	9	13	0	11	0	0	29	0
V76	60	5	0	0	1	27	43	0	9	0	9	0	33	0	14
V77	72	0	0	11	37	14	91	6	0	23	17	20	0	16	7
V78	48	78	0	25	0	43	27	10	0	5	27	7	0	9	1
V79	232	0	4	46	69	31	28	5	10	0	50	2	7	31	0
V80	5	5	76	53	4	2	0	32	24	0	0	0	0	26	2
V81	0	96	6	165	48	4	0	26	19	7	2	31	30	67	0
V82	0	95	3	9	10	16	1	7	0	13	18	7	0	0	36
V83	8	4	0	12	40	5	0	13	2	36	2	11	0	3	0
V84	0	0	34	4	13	0	0	8	1	13	0	3	1	12	1
V85	140	7	20	1	34	1	229	0	0	6	16	42	0	0	2
V86	0	4	1	56	0	0	1	37	0	0	0	0	0	12	0
V87	50	2	102	0	0	0	5	0	37	0	2	0	0	0	0
V88	8	16	1	44	6	0	15	18	0	25	0	1	0	11	0
V89	2	193	37	39	9	37	0	48	5	4	7	0	23	0	1
V90	1	17	0	0	107	0	0	0	56	37	0	50	93	4	0
V91	10	122	0	9	77	27	3	19	8	19	10	0	0	10	24
V92	84	49	28	7	5	0	31	0	0	0	18	4	0	5	0
V93	28	0	0	45	28	38	3	0	2	0	62	0	18	0	19
V94	50	12	0	0	0	9	11	0	0	0	2	5	0	0	3
V95	2	3	2	17	8	85	4	3	0	0	61	17	0	2	26
V96	36	148	56	2	0	0	6	0	0	0	0	6	0	0	0
V97	19	0	11	8	118	20	0	2	36	118	11	0	16	8	12
V98	9	62	79	0	7	1	0	0	0	7	1	0	12	0	0
V99	13	100	105	16	14	35	0	2	32	38	5	0	14	0	3
V100	0	28	47	105	0	3	0	10	47	0	12	0	0	13	9
