Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	33	43	26	10	0	32	4	0	10	45	0	0	0	21	0	0	0
V2	41	0	102	22	0	72	19	0	28	5	11	0	0	0	0	0	17
V3	68	0	0	0	167	0	0	15	0	6	1	56	0	0	23	8	0
V4	10	0	92	48	0	15	36	0	12	22	23	0	0	3	10	0	0
V5	1	0	0	6	1	0	25	57	0	61	3	13	0	19	10	0	0
V6	207	72	102	226	0	61	31	0	0	9	73	0	0	0	13	0	1
V7	0	20	17	26	18	27	0	48	6	29	37	35	0	0	45	0	12
V8	0	107	36	81	0	26	0	13	0	0	19	0	0	0	8	0	0
V9	0	64	18	24	0	22	55	0	0	0	24	0	44	0	7	6	0
V10	97	108	0	0	30	0	36	98	26	38	0	48	22	0	7	0	0
V11	101	0	21	0	172	21	65	23	0	0	0	40	8	67	27	0	0
V12	0	5	1	132	9	0	5	7	0	0	30	0	0	5	1	0	0
V13	56	3	321	0	0	304	0	0	0	0	0	0	0	0	0	0	0
V14	35	27	55	0	16	26	34	0	43	13	0	13	0	0	11	0	0
V15	107	46	29	3	91	29	10	243	8	0	0	32	18	0	4	0	80
V16	81	80	154	57	42	90	24	0	0	8	15	0	0	21	0	0	0
V17	141	5	2	8	1	9	5	3	28	26	2	29	1	21	0	0	0
V18	35	82	0	3	4	10	0	5	0	0	4	15	1	14	0	0	0
V19	8	0	0	0	0	12	11	5	0	0	5	7	0	1	0	0	3
V20	8	11	1	1	0	0	0	0	3	15	3	0	5	0	0	0	0
V21	4	10	6	0	0	21	70	123	62	127	5	60	26	0	0	0	0
V22	100	87	1	3	260	12	15	4	0	0	5	12	17	122	22	4	0
V23	39	27	81	1	42	53	0	47	0	8	0	0	0	0	0	0	0
V24	113	45	12	0	47	40	26	44	41	0	0	61	35	0	5	0	0
V25	41	26	0	26	247	0	60	237	39	0	19	34	42	0	0	0	26
V26	53	15	0	41	0	0	0	7	9	2	20	5	0	16	8	0	0
V27	194	27	7	23	12	0	0	15	0	18	16	0	0	0	0	18	0
V28	0	50	6	32	0	0	26	0	29	0	25	0	0	0	0	0	43
V29	134	0	91	14	19	6	9	0	1	0	0	0	0	10	0	3	0
V30	9	0	263	64	0	190	0	0	0	0	5	0	0	0	0	0	0
V31	98	0	0	0	10	8	0	49	46	32	10	31	15	0	8	0	0
V32	11	8	0	3	0	0	116	92	75	122	2	55	31	0	0	0	0
V33	12	83	158	0	8	119	0	0	29	7	0	0	0	0	0	0	16
V34	18	76	0	0	0	1	57	0	38	62	1	5	18	0	8	0	0
V35	7	18	63	37	138	25	56	81	24	12	17	8	0	15	0	0	4
V36	31	0	2	14	18	37	0	21	0	0	0	33	0	14	0	0	1
V37	8	39	1	5	26	0	0	2	0	0	1	12	5	5	0	38	0
V38	11	187	23	2	24	15	23	84	23	33	4	35	39	0	4	0	0
V39	35	0	31	56	0	27	0	11	0	7	5	10	8	0	0	0	40
V40	152	9	85	0	82	84	78	23	16	0	0	14	29	0	26	17	0
V41	3	139	0	9	66	0	6	0	8	9	0	25	25	1	0	0	10
V42	38	74	113	1	0	90	178	37	34	104	0	30	98	0	0	10	0
V43	88	0	1	2	0	0	0	8	0	0	0	0	0	0	0	14	0
V44	0	113	10	0	0	18	32	2	15	0	0	0	0	0	0	0	0
V45	87	0	0	5	14	0	7	0	21	11	4	11	0	6	4	5	0
V46	12	133	0	5	36	0	8	37	0	0	20	8	0	103	11	0	6
V47	1	174	0	9	0	0	14	0	6	10	0	0	0	7	0	27	0
V48	89	0	9	151	10	3	0	0	0	0	66	0	0	14	49	0	0
V49	385	43	9	0	0	24	0	0	0	0	0	0	0	0	14	63	0
V50	0	20	105	89	0	40	38	0	0	0	25	0	34	0	0	0	0
V51	88	11	2	48	0	0	0	0	2	0	35	0	0	0	21	6	0
V52	59	6	35	107	17	3	36	53	2	0	19	0	0	0	25	0	87
V53	107	41	6	3	44	17	4	104	25	0	0	25	0	0	0	28	0
V54	27	0	0	5	125	2	8	18	0	8	15	22	0	11	0	1	3
V55	58	75	5	25	2	1	4	0	0	0	0	0	0	19	1	9	1
V56	0	0	25	10	0	23	5	0	0	8	14	2	8	0	0	7	3
V57	284	59	115	0	0	8	52	0	3	54	0	16	37	0	3	90	0
V58	6	0	0	40	4	0	0	32	50	0	2	19	25	0	0	0	0
V59	36	6	77	19	63	10	4	20	8	0	0	0	0	83	0	8	18
V60	62	13	73	83	71	11	26	17	0	0	33	0	0	103	0	27	0
V61	0	4	68	1	0	34	5	39	28	33	0	0	6	18	0	0	0
V62	57	133	4	0	7	0	35	0	0	0	0	9	6	19	3	27	0
V63	5	0	18	1	0	0	80	0	62	0	6	0	33	15	0	0	0
V64	0	80	48	41	44	39	0	17	105	15	28	0	0	0	0	0	7
V65	4	35	47	3	0	63	7	0	3	6	0	0	0	0	0	0	0
V66	2	157	64	24	0	46	56	0	14	64	22	0	26	0	0	1	0
V67	0	125	81	1	65	33	0	0	1	14	0	0	28	4	0	2	0
V68	4	4	80	3	0	47	34	0	78	15	0	0	10	0	0	0	0
V69	28	0	0	175	0	0	160	23	42	141	48	0	0	0	30	0	0
V70	0	44	15	105	250	0	12	0	0	0	51	6	0	31	26	0	4
V71	5	2	10	6	0	0	5	4	43	19	0	0	31	0	8	0	0
V72	173	0	0	0	0	0	14	7	69	36	13	9	23	0	0	0	0
V73	39	0	29	0	0	21	12	0	9	6	0	0	26	0	0	7	0
V74	8	0	89	51	96	84	0	39	0	0	24	35	0	0	0	13	5
V75	0	137	0	0	55	0	51	0	0	19	6	1	36	52	0	0	8
V76	19	53	0	0	0	0	3	1	2	2	0	4	0	0	0	5	0
V77	50	48	0	0	0	0	37	0	19	32	4	0	0	0	3	0	0
V78	0	87	0	0	0	0	74	0	100	73	4	0	21	0	0	0	0
V79	70	56	0	6	0	8	42	0	217	67	15	0	0	0	0	18	23
V80	5	0	71	5	76	23	0	13	0	0	0	22	8	4	0	11	0
V81	17	0	83	10	64	97	0	0	0	0	0	6	0	2	0	0	0
V82	18	0	8	0	0	0	1	0	18	18	1	5	4	0	1	0	3
V83	46	5	80	1	0	73	0	0	0	0	0	0	0	9	0	4	0
V84	4	17	0	95	68	0	33	13	14	0	74	29	0	0	0	0	36
V85	0	80	74	20	9	14	0	0	41	0	17	0	0	0	3	0	0
V86	14	5	1	50	106	0	0	92	48	36	20	19	11	0	0	5	0
V87	0	127	22	5	0	25	11	0	0	2	0	12	0	41	0	0	0
V88	20	60	172	55	21	94	0	0	0	0	0	0	0	0	2	5	0
V89	40	46	6	0	0	21	34	3	14	17	0	17	32	0	0	3	0
V90	97	0	4	83	0	5	0	0	0	0	30	0	0	41	42	0	0
V91	35	0	11	65	0	0	2	0	0	0	13	0	0	1	2	0	30
V92	0	1	0	88	24	18	37	0	9	0	0	62	6	0	0	0	4
V93	440	9	0	29	0	0	44	0	44	27	37	0	21	0	0	20	0
V94	4	26	0	4	0	0	22	0	4	0	5	0	17	0	0	0	0
V95	25	29	46	0	33	44	57	17	0	3	0	0	56	0	5	1	0
V96	0	20	0	49	0	0	2	0	0	0	16	0	0	0	3	9	0
V97	13	19	0	38	0	0	12	29	0	0	0	0	0	26	2	1	0
V98	10	162	0	210	0	0	62	0	78	11	121	0	1	0	0	0	1
V99	25	53	0	105	0	3	126	33	82	102	39	29	17	0	10	0	0
V100	15	17	0	18	1	0	0	0	0	0	18	1	0	0	23	0	0
