De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 4.80,  0.90, 0.039, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID2 (100.00%), 8.46,  1.86, 0.065, 1.00, 1.00
Signature 83-E, Signature ID9 (100.00%), 7.62,  3.64, 0.152, 1.00, 1.00
Signature 83-F, Signature ID8 (100.00%), 17.39,  7.48, 0.047, 1.00, 1.00
