Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83C	ID83F
V1	1:Del:C:0	0.0003048112954185515	0.017183236388643407	0.0	0.9745939872740303	0.00791796504190771	0.0
V1	1:Del:C:1	0.005024749585820202	0.00026823053589705384	0.0	0.991426473737993	0.003280546140289775	0.0
V1	1:Del:C:2	7.471279868940229e-16	0.0013116022482594148	0.0	0.9269779925856859	0.07171040516605387	0.0
V1	1:Del:C:3	0.08161637809314375	0.19761668742228386	0.0	0.6938688386159544	0.026898095868618126	0.0
V1	1:Del:C:4	0.025526278244051268	0.2605617353131056	0.0	0.6896610680767495	0.024250918366093437	0.0
V1	1:Del:C:5	0.10817791672921881	0.8765568014806153	0.0	0.0021949079109919657	0.013070373879173995	0.0
V1	1:Del:T:0	0.00717721868517038	0.08083190421911848	0.0	0.8778542787057266	0.03413659838998454	0.0
V1	1:Del:T:1	4.8744125219800426e-17	1.0868413036963771e-16	0.0	0.9955889444586055	0.00441105554139425	0.0
V1	1:Del:T:2	0.006326492211505523	0.08881848794970591	0.0	0.8853646281885655	0.019490391650223073	0.0
V1	1:Del:T:3	0.010625997477890376	0.17498374122456795	0.0	0.8000376083446262	0.014352652952915325	0.0
V1	1:Del:T:4	0.018150541225509437	0.37236401035131256	0.0	0.609485448423178	1.7780348014693495e-45	0.0
V1	1:Del:T:5	2.1724619797576284e-18	0.9990683041634153	0.0	0.0009314820219985705	2.1381458605437363e-07	0.0
V1	1:Ins:C:0	5.278953735605235e-11	1.1770413222694295e-10	0.0	1.3169264614073866e-10	0.9999999996978136	0.0
V1	1:Ins:C:1	5.641145822674395e-15	0.7229190712293837	0.0	0.005020431415091206	0.27206049735551946	0.0
V1	1:Ins:C:2	5.635810536010939e-15	0.08334977547374423	0.0	0.9163965040635041	0.00025372046274610937	0.0
V1	1:Ins:C:3	0.5128561253565889	0.48710891154418984	0.0	5.005806211997487e-15	3.496309921617272e-05	0.0
V1	1:Ins:C:4	0.2457540413739507	0.7488207800810268	0.0	0.00045376697113746643	0.004971411573884917	0.0
V1	1:Ins:C:5	0.5836662993508814	0.40474630721153204	0.0	0.0027022911752190323	0.008885102262367436	0.0
V1	1:Ins:T:0	0.09150884576158982	0.09946151316900338	0.0	0.7714616328353637	0.03756800823404316	0.0
V1	1:Ins:T:1	0.0024363465160756863	4.461756434853247e-16	0.0	0.9582887001741555	0.03927495330976841	0.0
V1	1:Ins:T:2	0.0004885625579985616	0.0030624424950713163	0.0	0.008949503159246683	0.9874994917876835	0.0
V1	1:Ins:T:3	0.45927010090628684	0.2189890991735615	0.0	0.2644675218062362	0.05727327811391549	0.0
V1	1:Ins:T:4	0.6442232618113528	0.25213262653517354	0.0	0.09363018034278654	0.01001393131068718	0.0
V1	1:Ins:T:5	0.98245452954309	0.006454431015843463	0.0	0.00971599273002649	0.001375046711040037	0.0
V1	2:Del:R:0	0.0325125426788856	0.014504748736415692	0.0	0.9529813022749265	1.406309772265002e-06	0.0
V1	2:Del:R:1	0.08796912673487876	0.480826938992793	0.0	0.3520284833499639	0.07917545092236426	0.0
V1	2:Del:R:2	0.08229757824576366	0.6015931749043993	0.0	0.31610924684983704	4.635535843861862e-27	0.0
V1	2:Del:R:3	0.21838722712621966	0.7066905490709525	0.0	0.07491128379027409	1.0940012553509837e-05	0.0
V1	2:Del:R:4	0.030889830898636658	0.932250749195511	0.0	4.671588172052347e-15	0.03685941990584759	0.0
V1	2:Del:R:5	1.8321003915356688e-11	4.8296193895808696e-11	0.0	4.570491817904772e-11	0.999999999887678	0.0
V1	3:Del:R:0	0.02829897768117002	0.005161701517771999	0.0	0.964115753653319	0.0024235671477388036	0.0
V1	3:Del:R:1	0.2360921485354553	0.4404305396709262	0.0	0.30935382642448694	0.01412348536913154	0.0
V1	3:Del:R:2	0.10210511119060557	0.5677987849397387	0.0	0.2584066205510832	0.07168948331857253	0.0
V1	3:Del:R:3	0.21232162521662337	0.43018498480457074	0.0	0.2637122149833947	0.09378117499541117	0.0
V1	3:Del:R:4	8.713467402594077e-12	1.952667400834149e-11	0.0	2.1737253948051912e-11	0.9999999999500226	0.0
V1	3:Del:R:5	2.0946583326684848e-11	4.670431939870222e-11	0.0	5.2254880873327804e-11	0.9999999998800944	0.0
V1	4:Del:R:0	0.011898072235093246	0.0026979976395419434	0.0	0.2609777796063671	0.7244261505189976	0.0
V1	4:Del:R:1	0.07588992382306202	0.3331544736127174	0.0	0.5909556025642205	0.0	0.0
V1	4:Del:R:2	0.0013294526968510515	0.417809614103061	0.0	0.5629040927823812	0.017956840417706753	0.0
V1	4:Del:R:3	6.61567059133872e-14	0.2714907528328278	0.0	0.7260511754081707	0.0024580717589354067	0.0
V1	4:Del:R:4	1.9077797355553707e-12	4.253751207159355e-12	0.0	4.7592870521749425e-12	0.9999999999890793	0.0
V1	4:Del:R:5	0.05087137515349751	0.6920268665746437	0.0	0.036807862590574676	0.22029389568128407	0.0
