Samples	ID83A	ID83B	ID83C	ID83D
V48	2.39E+01	0.00E+00	1.51E+01	1.81E+01
V49	5.79E+00	5.23E+00	4.14E+00	8.96E+00
V50	6.96E-01	7.12E-01	0.00E+00	3.06E-01
V51	8.39E+00	9.45E+00	2.42E+00	1.33E+00
V52	1.73E+01	2.58E+00	1.04E+01	9.53E+00
V53	2.23E+00	2.90E+00	7.57E+00	6.21E+00
V54	2.94E+00	2.30E+00	2.55E+01	2.59E+01
V55	2.16E+01	5.02E+00	1.07E+01	2.00E+01
V56	1.28E+00	1.15E+00	3.84E+00	4.49E+00
V57	1.22E+01	1.20E+01	8.29E+00	1.17E+01
V58	1.16E+00	2.19E+00	1.53E+01	1.63E+01
V59	1.69E+01	1.41E+01	5.04E+00	9.24E+00
V60	4.32E+00	3.98E+00	2.60E+01	2.36E+01
V61	2.59E+01	1.10E+00	1.73E+01	2.48E+01
V62	5.10E+00	4.97E+00	2.44E+00	3.48E+00
V63	6.51E+00	4.23E+00	7.90E+00	8.17E+00
V64	1.65E+01	1.67E+01	3.00E-01	9.43E-01
V65	3.20E+00	2.53E+00	2.63E+00	3.40E-01
V66	1.17E+01	1.60E+00	1.08E+01	1.32E+01
V67	1.46E+01	1.78E+00	1.16E+01	1.67E+01
V68	3.43E+00	2.59E+00	1.20E+01	1.28E+01
V69	1.74E+01	6.42E+00	1.40E+01	1.95E+01
V70	1.15E+00	2.83E+00	5.71E+00	3.34E+00
V71	3.79E+01	6.70E+00	2.08E+01	3.81E+01
V72	2.30E+00	3.07E+00	3.97E+00	2.59E+00
V73	4.80E+00	3.38E+00	1.11E+01	1.15E+01
V74	1.74E+01	3.50E+00	1.01E+01	1.62E+01
V75	4.71E+00	3.83E+00	6.35E+00	7.04E+00
V76	2.07E+01	2.03E+01	1.11E+00	1.00E-01
V77	1.15E+01	1.96E+00	8.02E+00	8.92E+00
V78	3.37E+00	3.11E+00	2.39E+00	0.00E+00
V79	1.88E+01	1.99E+01	8.25E+00	1.09E+01
V80	5.10E+00	6.40E-01	3.86E+00	4.96E+00
V81	1.41E+01	5.41E+00	7.09E+00	1.10E+01
V82	3.43E+00	3.65E+00	9.64E-01	1.99E+00
V83	1.51E+00	2.05E+00	8.18E+00	6.53E+00
V84	1.02E+01	9.68E+00	9.27E+00	3.39E+00
V85	6.45E+00	7.07E+00	3.67E+00	1.18E+00
V86	2.36E+01	3.90E+00	1.70E+01	2.10E+01
V87	1.85E+01	1.60E+01	7.37E+00	1.16E+00
V88	8.07E+00	7.19E+00	2.14E+01	1.44E+01
V89	1.08E+01	1.58E+00	7.99E+00	4.63E+00
V90	2.12E+01	2.27E+01	1.14E+00	8.03E+00
V91	9.89E+00	9.96E+00	1.27E+00	2.27E+00
V92	8.76E+00	6.48E+00	2.05E+00	6.10E+00
V93	2.21E+01	1.43E+01	9.89E+00	1.79E+01
V94	5.98E+00	5.41E+00	2.68E+00	6.71E-01
V95	3.52E+00	2.83E+00	1.77E+01	1.59E+01
V96	1.26E+01	2.51E+00	1.08E+01	1.51E+01
V97	1.43E+01	1.55E+01	2.07E+00	3.52E+00
V98	3.52E+01	8.67E-01	2.18E+01	3.04E+01
V99	6.64E+00	0.00E+00	7.89E+00	8.07E+00
V100	1.88E+01	2.08E+00	1.07E+01	1.61E+01
