NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	90.401	28.251	27.11	18.424	0.167	0.979	30000.0
2	102.221	31.904	33.305	22.859	0.192	0.96	20000.0
3	90.958	28.4	26.768	18.29	0.164	0.98	40000.0
4	91.354	28.494	27.177	18.401	0.171	0.98	40000.0
5	87.979	27.475	26.017	17.516	0.164	0.981	30000.0
6	102.599	31.967	33.4	23.047	0.194	0.959	20000.0
7	89.379	28.16	26.169	17.963	0.165	0.98	20000.0
8	87.646	27.697	25.955	17.654	0.164	0.982	20000.0
9	90.834	28.495	27.478	18.915	0.171	0.977	20000.0
10	89.758	27.947	27.212	18.292	0.165	0.98	30000.0
