NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	68.169	27.825	18.035	18.006	0.164	0.977	20000.0
2	71.726	28.554	18.92	18.514	0.158	0.976	80000.0
3	66.805	27.597	17.18	18.104	0.164	0.976	40000.0
4	68.276	27.672	18.017	17.798	0.157	0.979	30000.0
5	69.007	28.208	18.874	18.576	0.162	0.976	40000.0
6	65.636	26.631	16.734	16.795	0.153	0.979	30000.0
7	72.697	29.198	19.91	19.787	0.164	0.971	20000.0
8	66.258	26.949	17.307	17.306	0.165	0.979	50000.0
9	64.451	26.307	16.649	16.72	0.154	0.981	40000.0
10	67.674	28.136	18.248	18.507	0.164	0.977	30000.0
