NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	70.459	23.551	16.103	15.871	0.113	0.983	40000.0
2	69.23	23.264	15.642	15.591	0.112	0.983	50000.0
3	71.984	24.305	16.923	16.777	0.113	0.98	50000.0
4	70.518	23.594	16.2	16.117	0.117	0.982	40000.0
5	70.487	23.647	16.223	16.055	0.111	0.982	30000.0
6	72.113	24.544	16.635	16.629	0.116	0.981	40000.0
7	70.517	24.015	16.099	16.156	0.113	0.981	50000.0
8	71.139	24.051	16.391	16.637	0.114	0.98	50000.0
9	69.827	24.032	16.336	16.748	0.115	0.98	70000.0
10	69.188	23.209	16.12	15.901	0.108	0.982	40000.0
