Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	3.36E+00	7.02E-01	4.21E+00	1.37E+00	3.41E+00	0.00E+00
V2	3.52E+00	2.30E+00	1.63E-01	8.41E-01	1.83E+00	6.18E-01
V3	0.00E+00	6.67E-01	3.35E-01	1.78E+00	2.07E+00	0.00E+00
V4	7.86E-01	0.00E+00	2.21E-01	6.40E-01	1.00E-01	8.00E-01
V5	2.28E+00	3.48E-01	1.56E+00	1.84E+00	0.00E+00	8.14E-01
V6	2.58E+00	3.19E+00	2.10E+00	3.03E+00	1.49E+00	1.55E+00
V7	1.01E+00	0.00E+00	2.44E+00	2.69E+00	2.65E+00	4.60E+00
V8	1.58E+00	3.48E+00	4.00E-01	1.29E+00	1.25E+00	2.60E+00
V9	4.24E+00	1.04E+00	7.57E-01	4.22E+00	2.13E-01	1.61E+00
V10	1.37E+00	2.31E+00	1.56E+00	1.37E+00	2.06E+00	1.29E+00
V11	0.00E+00	3.14E-01	8.75E-01	9.71E-01	0.00E+00	3.33E-01
V12	1.53E+00	1.04E+00	4.53E-01	8.09E-01	9.78E-01	5.73E-01
V13	2.49E-01	7.22E-01	1.59E+00	1.69E+00	6.86E-01	3.79E-01
V14	5.86E+00	5.47E-01	4.96E+00	2.52E+00	2.58E+00	0.00E+00
V15	1.59E+00	2.27E+00	1.54E+00	1.22E+00	2.20E+00	1.97E+00
V16	4.58E-01	5.47E-01	8.03E-01	1.02E+00	1.53E+00	3.79E-01
V17	3.62E+00	1.18E+00	2.21E-01	3.81E+00	1.07E+00	1.31E+00
V18	1.64E+00	9.67E-01	1.61E+00	1.67E+00	1.66E+00	1.11E+00
V19	1.81E+00	2.25E+00	9.67E-01	4.73E-01	1.18E+00	3.53E+00
V20	4.85E+00	1.64E+00	5.37E-01	4.68E+00	2.34E+00	6.16E-01
V21	2.42E+00	2.57E+00	8.56E-01	3.27E-01	1.73E+00	0.00E+00
V22	3.59E-01	0.00E+00	0.00E+00	2.54E+00	2.20E+00	1.07E+00
V23	1.90E+00	1.51E+00	2.49E-01	6.90E-01	1.21E+00	1.22E+00
V24	6.53E-01	8.79E-01	0.00E+00	1.52E+00	1.74E+00	1.53E-01
V25	2.23E+00	2.11E-01	6.46E-01	1.21E+00	3.02E+00	7.31E-01
V26	1.00E+00	3.27E+00	3.33E+00	3.11E+00	3.33E+00	4.74E+00
V27	2.70E+00	1.18E+00	8.33E-01	1.11E+00	1.22E+00	2.25E+00
V28	1.64E+00	1.88E+00	1.27E+00	2.05E+00	2.64E+00	2.77E+00
V29	2.78E+00	2.18E+00	2.04E+00	2.09E+00	8.46E-01	8.75E-01
V30	1.59E+00	0.00E+00	0.00E+00	2.58E-01	1.30E+00	3.59E-01
V31	4.33E-01	2.51E+00	2.58E+00	1.17E+00	6.53E-01	2.63E+00
V32	2.76E+00	8.56E-01	1.28E+00	5.04E-01	3.59E+00	2.82E+00
V33	2.20E+00	2.07E+00	1.16E+00	0.00E+00	1.08E+00	1.06E+00
V34	2.04E+00	1.14E+00	4.52E-01	2.90E+00	1.59E+00	1.31E+00
V35	2.62E+00	1.88E+00	2.52E+00	3.83E+00	3.56E+00	7.12E-01
V36	1.74E+00	0.00E+00	4.76E-01	1.77E+00	8.30E-01	5.97E-01
V37	1.14E+00	4.67E-01	1.54E+00	6.11E-01	1.04E+00	8.62E-01
V38	1.61E+00	1.16E+00	2.83E+00	3.14E-01	1.88E+00	1.97E+00
V39	2.46E+00	1.88E+00	0.00E+00	2.93E+00	2.29E+00	2.41E+00
V40	2.30E+00	4.73E-01	1.36E+00	0.00E+00	1.46E+00	9.78E-01
V41	2.50E+00	1.56E+00	0.00E+00	2.97E+00	5.20E+00	5.92E+00
V42	1.64E+00	1.82E+00	2.29E+00	2.87E+00	2.22E+00	1.63E+00
V43	1.27E+00	2.26E+00	1.15E+00	1.66E+00	0.00E+00	6.80E-01
V44	7.52E-01	3.33E-01	1.98E+00	0.00E+00	1.73E+00	0.00E+00
V45	2.77E+00	1.52E+00	4.73E+00	4.23E+00	3.47E+00	2.25E+00
V46	2.05E+00	2.53E+00	0.00E+00	1.17E+00	2.67E-01	3.08E+00
V47	1.01E+00	9.80E-01	2.04E+00	2.11E+00	1.47E+00	5.04E-01
V48	1.94E+00	2.28E+00	1.42E+00	2.25E+00	3.01E+00	4.22E-01
V49	6.51E-01	1.30E+00	0.00E+00	2.71E+00	1.85E+00	2.05E+00
V50	3.60E+00	4.92E+00	3.87E+00	1.01E+00	2.30E+00	2.30E+00
V51	1.78E+00	3.05E+00	4.28E-01	5.42E-01	2.02E+00	0.00E+00
V52	1.15E+00	2.00E+00	1.89E+00	2.11E+00	1.81E+00	4.90E+00
V53	1.72E+00	6.84E-01	4.52E-01	1.35E+00	4.26E+00	2.84E+00
V54	4.47E-01	6.67E-01	0.00E+00	0.00E+00	5.82E-01	0.00E+00
V55	9.91E-01	8.46E-01	7.72E-01	1.22E+00	1.78E+00	1.79E+00
V56	6.83E-01	0.00E+00	1.78E+00	1.01E+00	6.11E-01	8.92E-01
V57	3.53E+00	6.37E-01	5.90E+00	1.28E+00	3.02E+00	2.11E+00
V58	3.04E+00	1.66E+00	1.66E+00	2.21E-01	1.46E+00	1.96E+00
V59	7.75E-01	3.77E+00	9.68E-01	2.66E+00	2.24E+00	2.85E+00
V60	1.89E+00	1.41E+00	1.25E+00	2.11E+00	2.09E+00	1.60E+00
V61	1.90E+00	0.00E+00	0.00E+00	1.88E+00	8.75E-01	6.99E-01
V62	2.98E+00	4.13E+00	0.00E+00	1.26E+00	6.06E+00	4.16E-01
V63	3.07E+00	1.89E+00	2.81E+00	5.78E-01	1.47E+00	2.46E+00
V64	1.02E+00	1.26E+00	1.93E+00	2.35E+00	3.07E-01	1.51E+00
V65	8.20E-01	1.07E+00	6.29E-01	3.27E-01	9.78E-01	1.20E+00
V66	2.69E-01	1.12E+00	2.01E+00	5.13E+00	5.80E+00	2.50E+00
V67	1.20E+00	1.89E+00	2.98E-01	1.30E+00	1.14E+00	1.20E+00
V68	1.25E+00	2.70E+00	4.23E-01	2.47E+00	3.30E+00	2.16E+00
V69	4.36E+00	2.47E+00	2.52E+00	2.11E+00	3.32E+00	0.00E+00
V70	4.58E-01	1.03E+00	0.00E+00	6.51E-01	9.89E-01	1.12E+00
V71	6.96E-01	3.06E-01	9.09E-01	1.34E+00	1.02E+00	6.00E-01
V72	6.05E-01	7.31E-01	5.26E-01	4.27E-01	8.44E-01	0.00E+00
V73	9.89E-01	1.55E+00	3.04E+00	4.33E-01	6.74E-01	1.29E+00
V74	2.16E+00	3.59E-01	2.41E+00	2.73E+00	2.32E+00	6.05E-01
V75	2.14E+00	0.00E+00	4.12E+00	6.40E-01	4.59E+00	4.46E+00
V76	1.17E+00	2.91E+00	2.77E-01	3.79E-01	3.26E+00	1.90E+00
V77	2.46E+00	4.25E+00	9.07E-01	9.00E-01	1.99E+00	1.00E-01
V78	1.42E+00	2.02E+00	0.00E+00	0.00E+00	1.02E+00	1.90E+00
V79	1.57E+00	3.18E+00	9.89E-01	2.80E+00	2.20E+00	1.54E+00
