Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	95	14	46	35	1	4	6	33	0	0	6	0	8	0	7	0	0
V2	14	0	43	0	9	18	0	34	25	0	6	5	0	0	0	0	1
V3	13	2	50	16	23	20	9	3	4	7	1	20	20	12	0	0	2
V4	1	10	0	0	15	0	0	0	0	2	13	7	0	0	0	0	0
V5	128	45	22	1	42	12	0	0	1	25	0	1	9	20	0	18	0
V6	16	0	103	38	1	73	26	70	10	35	0	0	0	0	3	0	1
V7	115	4	27	0	0	66	0	9	2	0	1	0	9	0	0	0	1
V8	20	65	3	4	0	1	6	0	0	10	0	1	5	0	7	0	0
V9	2	4	43	11	0	7	1	0	12	0	14	0	0	0	0	0	0
V10	27	1	42	87	0	0	35	3	0	0	0	0	1	0	0	0	0
V11	39	0	11	21	47	0	3	17	64	0	14	12	0	0	1	0	0
V12	0	34	41	18	0	0	9	6	0	0	2	0	0	3	0	0	4
V13	0	92	7	7	0	0	2	0	3	7	2	4	0	3	0	7	5
V14	128	83	3	2	10	1	3	0	0	0	0	1	0	0	3	0	1
V15	51	13	9	12	0	25	11	1	0	0	0	0	1	3	17	0	0
V16	67	44	11	4	28	0	0	0	6	3	4	0	0	25	0	7	0
V17	28	1	5	22	9	0	8	7	0	0	5	0	0	0	0	0	0
V18	5	23	38	1	13	0	5	8	5	0	4	0	0	0	9	4	0
V19	130	94	50	0	0	0	0	0	0	0	1	0	0	6	0	0	3
V20	25	46	108	1	0	12	0	2	0	3	0	0	1	4	0	8	11
V21	16	5	21	1	14	0	0	0	22	0	26	17	0	19	0	2	0
V22	13	0	19	47	62	0	45	0	0	0	6	13	0	51	0	0	0
V23	7	140	48	104	35	28	63	39	24	3	0	15	46	0	34	0	4
V24	18	103	1	1	0	0	4	10	2	0	0	0	0	3	0	34	4
V25	11	51	15	16	19	20	5	0	46	0	2	18	0	22	0	0	0
V26	6	393	109	3	1	0	0	0	0	0	5	0	0	7	37	15	9
V27	5	13	0	0	137	3	0	0	51	40	28	28	0	0	0	0	0
V28	169	0	297	99	7	11	28	26	3	22	0	12	24	12	0	0	17
V29	66	55	66	0	7	10	0	0	0	0	16	0	0	17	0	0	7
V30	64	89	34	5	26	1	0	0	5	0	2	7	0	39	0	0	0
V31	64	0	81	11	3	80	16	14	0	0	0	8	0	0	2	0	3
V32	28	8	4	0	1	16	3	18	8	16	0	5	11	0	0	0	0
V33	87	89	9	17	0	0	3	0	0	0	14	0	0	0	0	0	1
V34	0	20	2	0	67	16	0	15	26	18	29	28	14	6	0	0	0
V35	0	6	0	4	8	41	0	97	0	0	0	0	7	0	0	0	0
V36	98	313	14	0	0	16	0	0	4	0	20	0	0	23	0	0	18
V37	86	164	0	99	0	0	66	1	0	0	3	0	0	17	0	0	0
V38	51	0	26	9	0	0	1	6	0	1	0	0	0	6	0	0	8
V39	23	18	0	1	12	91	0	42	13	37	4	9	0	0	0	3	0
V40	51	224	1	17	16	0	31	8	23	0	16	18	0	8	36	0	3
V41	7	0	1	51	19	0	26	0	0	19	2	0	0	0	0	3	0
V42	0	11	98	34	0	33	15	15	0	0	1	1	0	0	0	0	18
V43	4	160	52	84	0	0	31	0	0	0	10	0	1	0	0	0	13
V44	129	0	2	2	10	14	6	4	0	3	0	22	0	0	0	2	0
V45	0	2	0	167	0	69	123	44	0	0	0	0	6	0	0	0	0
V46	2	14	24	58	1	6	13	4	5	0	0	0	0	0	31	3	11
V47	138	1	5	21	0	0	9	9	0	0	0	0	7	0	1	0	0
V48	39	45	1	24	71	3	19	2	24	0	0	9	0	0	8	0	1
V49	74	12	1	18	2	0	1	3	0	1	5	3	0	7	13	0	0
V50	0	1	32	22	28	0	6	0	0	2	5	1	0	16	0	0	7
V51	77	24	7	0	8	1	0	2	0	12	0	3	0	0	4	17	6
V52	5	3	0	39	0	41	31	40	0	0	1	0	27	0	0	0	0
V53	198	10	0	12	42	104	0	69	5	37	0	1	39	0	0	0	0
V54	21	0	2	10	10	22	3	26	8	0	0	0	0	10	13	2	0
V55	0	1	55	2	68	117	0	39	15	51	16	31	0	0	0	0	0
V56	83	173	39	2	18	7	0	41	51	0	3	38	56	13	0	7	0
V57	17	31	22	31	2	2	7	0	0	0	13	7	4	21	0	0	0
V58	42	107	100	63	0	0	70	4	0	0	0	0	0	10	0	0	0
V59	14	12	0	2	70	8	0	0	51	8	24	16	23	0	0	0	0
V60	122	15	6	5	8	6	2	6	5	24	0	0	0	1	0	9	0
V61	23	2	22	5	43	22	6	7	17	0	10	23	0	0	0	0	0
V62	292	5	0	15	7	36	13	9	0	18	0	5	28	0	0	0	0
V63	207	125	2	3	2	5	1	5	0	0	10	0	0	3	0	77	5
V64	45	0	108	46	0	13	24	36	0	3	0	0	3	6	13	12	1
V65	13	0	12	14	12	0	13	2	0	0	10	8	8	0	5	0	0
V66	27	3	1	9	3	0	0	0	0	0	2	8	0	9	0	12	1
V67	261	74	18	3	55	2	4	3	11	0	0	20	0	18	0	17	0
V68	7	0	46	9	46	35	9	49	15	0	13	33	0	0	0	1	4
V69	8	60	46	0	23	26	0	0	13	24	16	22	0	6	24	0	9
V70	258	3	60	0	0	0	0	10	0	0	1	0	0	0	20	0	0
V71	0	8	21	28	22	0	28	0	0	4	15	0	0	0	0	25	1
