Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	14	0	7	9	29	0	0	0	8	14	5	0	6	5	2	0	5	0
V2	184	15	58	5	5	0	0	6	23	12	7	0	0	0	0	6	5	0
V3	24	0	0	3	23	69	0	14	11	7	2	25	3	50	0	6	0	0
V4	32	0	11	5	18	0	0	8	26	26	22	7	18	0	0	0	0	4
V5	0	271	2	3	27	59	0	9	2	2	5	42	0	0	0	14	7	0
V6	0	2	106	0	0	0	0	2	13	0	3	0	0	0	0	0	14	0
V7	53	159	43	17	19	59	0	16	1	5	10	11	0	0	2	27	12	0
V8	26	51	10	6	1	0	0	0	32	6	11	13	0	0	0	6	0	2
V9	251	0	31	5	59	0	0	78	0	0	0	17	13	0	11	13	6	0
V10	37	75	124	8	2	17	1	0	0	2	1	2	0	0	0	15	8	0
V11	85	0	0	36	36	24	3	2	10	1	3	0	16	2	10	7	1	0
V12	13	111	230	3	2	0	0	0	7	0	6	6	0	0	0	7	9	0
V13	53	0	0	29	61	0	8	1	3	9	3	13	22	8	7	0	0	0
V14	16	44	1	44	30	0	10	15	27	11	78	0	13	20	0	0	0	0
V15	66	14	55	9	4	0	0	11	6	2	7	5	31	0	19	13	8	2
V16	53	23	110	7	0	9	6	0	2	2	0	0	0	0	11	2	4	0
V17	37	2	24	0	11	39	14	0	7	3	1	4	0	0	0	11	1	35
V18	5	25	13	17	42	0	7	16	1	0	0	13	0	6	0	0	0	14
V19	15	15	11	8	8	0	0	14	50	52	109	1	22	1	0	0	0	0
V20	31	0	3	2	31	0	0	11	0	0	0	22	26	17	0	1	0	0
V21	0	92	236	30	53	0	129	59	5	1	0	0	0	2	0	0	19	27
V22	8	103	38	26	2	38	28	0	13	8	3	0	0	11	0	3	0	0
V23	125	62	11	12	51	43	13	219	7	4	6	25	23	18	0	0	0	0
V24	99	310	88	13	106	26	0	28	83	92	83	0	84	0	8	8	11	32
V25	34	187	77	4	18	42	1	0	27	53	37	8	0	16	0	6	4	6
V26	510	18	0	4	9	0	16	1	30	29	24	0	17	12	28	12	2	0
V27	3	121	54	0	3	18	0	0	26	40	51	0	8	23	0	2	2	0
V28	8	15	26	7	15	37	5	7	54	56	10	20	17	0	0	0	3	0
V29	33	0	185	20	26	0	23	27	0	0	1	42	0	0	3	6	6	0
V30	28	0	164	25	3	0	13	9	21	54	11	0	0	0	0	2	10	0
V31	48	29	17	0	2	0	0	10	1	8	0	0	3	1	2	10	0	0
V32	66	0	12	25	0	0	12	43	33	21	16	21	60	13	8	2	0	0
V33	0	27	4	14	8	0	5	0	1	2	0	0	0	3	0	4	0	0
V34	0	50	3	17	2	9	2	0	3	2	5	0	0	0	3	0	3	0
V35	39	75	3	0	0	44	0	0	1	6	8	2	4	6	2	8	3	3
V36	0	34	20	0	44	0	0	7	6	38	0	9	0	0	0	1	0	0
V37	68	0	1	50	5	56	4	0	1	0	0	2	0	1	10	0	2	0
V38	211	12	15	3	1	0	0	3	2	2	0	0	0	5	0	14	0	0
V39	73	259	68	32	7	79	9	15	6	0	1	14	0	4	0	0	2	0
V40	64	0	0	61	10	76	81	63	0	12	14	69	0	0	14	0	3	0
V41	9	32	5	59	4	19	22	1	7	0	3	0	0	0	5	0	5	0
V42	73	0	5	5	21	33	0	12	20	10	0	1	9	10	10	7	0	5
V43	48	0	49	157	14	19	32	4	2	0	0	0	0	0	4	0	0	0
V44	22	95	9	35	69	0	8	22	14	0	0	45	28	14	0	5	1	30
V45	48	259	52	3	39	0	0	21	20	16	8	0	37	22	0	0	1	0
V46	61	4	215	3	6	0	0	4	12	19	7	9	2	7	11	0	21	0
V47	234	46	0	1	0	144	0	0	1	3	2	8	0	3	3	6	0	0
V48	20	0	32	36	29	0	9	16	10	7	28	5	10	4	0	0	0	0
V49	5	0	16	0	27	36	0	46	20	30	43	22	0	2	0	0	0	2
V50	2	294	2	8	31	91	0	26	0	2	2	32	0	0	0	0	2	0
V51	2	0	21	24	21	15	3	0	0	1	6	34	0	18	0	0	7	0
V52	1	60	0	8	2	4	6	8	1	0	0	7	0	2	0	6	0	0
V53	0	0	36	64	19	0	46	0	69	32	41	0	0	12	0	0	0	0
V54	0	29	2	1	9	74	0	7	0	15	22	0	0	0	1	8	2	0
V55	319	7	95	2	9	0	2	0	3	1	17	0	7	0	7	3	0	2
V56	24	29	8	35	155	0	31	31	43	14	6	15	0	20	0	0	0	1
V57	154	4	133	0	0	0	15	0	0	0	1	1	0	0	15	7	10	0
V58	33	0	37	9	129	0	8	55	0	0	3	25	80	14	9	3	6	0
V59	0	14	17	72	2	0	2	0	6	0	4	0	0	0	0	0	0	0
V60	21	68	31	3	1	0	0	17	0	0	0	0	3	0	0	12	2	22
V61	19	3	43	4	13	0	4	4	1	2	1	2	3	0	3	0	16	0
V62	0	190	54	4	10	34	0	6	0	0	0	22	1	1	0	1	6	0
V63	10	0	0	23	87	5	4	56	5	0	0	11	0	26	0	0	0	4
V64	37	50	7	0	5	9	0	7	31	47	29	0	19	3	26	0	1	25
V65	36	74	12	52	1	0	15	4	6	16	6	0	0	28	2	9	6	0
V66	67	12	23	11	7	11	4	0	1	0	1	4	0	0	39	11	10	0
V67	209	24	2	9	44	0	0	31	0	1	0	11	0	21	18	1	0	0
V68	58	0	32	10	0	8	4	0	6	0	6	1	0	9	2	0	0	0
V69	27	0	111	4	5	0	6	3	17	5	13	1	0	1	2	1	0	0
V70	310	0	8	101	41	0	104	14	10	6	10	0	0	0	26	1	3	5
V71	5	0	5	11	9	0	9	8	21	17	21	0	5	0	4	0	0	4
V72	34	8	2	32	0	0	55	0	0	0	0	0	0	0	0	0	0	0
V73	0	147	7	0	12	0	0	19	13	12	1	0	12	0	0	2	1	4
V74	34	43	60	32	6	8	34	0	1	0	2	0	3	5	0	2	1	0
V75	56	3	36	21	37	0	24	0	0	0	0	12	26	1	0	6	0	0
V76	8	84	7	0	15	17	0	36	2	2	3	24	14	12	0	4	0	0
V77	95	65	111	51	14	16	6	20	1	2	1	0	1	0	0	3	0	0
V78	45	29	9	76	21	0	74	54	27	51	8	0	49	23	6	0	2	0
V79	7	0	453	73	18	0	22	2	7	6	18	0	3	8	0	0	11	0
V80	157	94	3	12	0	31	0	12	77	35	131	0	6	0	14	13	1	17
V81	2	7	175	85	5	0	13	14	2	3	12	0	0	13	0	0	0	0
V82	184	51	41	1	5	27	0	4	0	0	0	6	0	10	12	13	1	0
V83	4	22	53	547	4	0	286	0	17	0	17	0	0	0	0	0	0	0
V84	9	74	122	13	54	128	15	0	8	5	10	3	18	13	3	0	2	0
V85	6	36	23	3	13	0	15	0	0	2	0	11	10	3	0	0	0	0
V86	8	81	86	2	3	8	0	0	0	0	0	0	0	0	6	9	9	2
V87	6	16	65	0	17	0	0	5	16	16	3	0	7	2	2	0	15	0
V88	222	47	11	2	5	14	2	4	15	17	1	4	0	15	5	15	0	0
V89	0	3	73	1	21	0	0	3	4	5	3	11	11	28	0	0	5	0
V90	2	1	32	5	40	0	0	13	97	0	19	22	1	3	0	0	5	0
V91	78	0	50	3	5	3	9	0	35	16	1	0	0	5	9	1	0	0
V92	116	2	1	9	0	0	0	0	5	0	4	0	2	0	4	0	0	0
V93	0	1	7	31	46	4	25	28	3	3	0	19	10	12	5	2	3	3
V94	13	221	8	290	3	28	60	0	1	0	1	0	0	0	6	14	2	0
V95	438	0	14	46	0	92	3	0	2	1	5	0	0	0	47	18	0	8
V96	31	6	11	1	10	0	0	13	3	4	5	27	1	0	7	0	0	0
V97	137	7	0	44	3	0	10	3	0	0	0	1	7	0	10	5	0	0
