Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	4.52E-01	9.06E+00	2.73E+00	4.00E-01	0.00E+00	1.35E+00	1.80E+00	6.96E-01	8.98E+00
V2	2.72E+00	2.46E+00	1.11E+00	1.54E+01	6.10E+00	1.85E+00	1.69E+01	4.99E+00	1.52E+00
V3	0.00E+00	5.81E-01	1.15E+00	9.89E-01	3.91E+00	4.06E+00	2.57E+00	5.30E+00	5.12E-01
V4	7.03E-01	4.43E+00	3.26E+00	2.92E+00	6.33E+00	1.12E+01	7.12E+00	1.06E+01	4.54E+00
V5	1.54E+00	4.57E+00	1.96E+00	6.96E-01	4.21E+00	4.57E+00	2.27E+00	5.44E+00	5.91E+00
V6	2.33E+00	4.40E+00	1.73E+00	3.15E+00	5.71E+00	2.60E-01	5.38E+00	5.67E+00	3.37E+00
V7	3.02E+00	1.02E+01	1.73E+00	1.83E+00	4.63E+00	4.90E+00	6.07E+00	4.87E+00	1.07E+01
V8	4.67E+00	0.00E+00	3.63E+00	6.94E+00	9.18E+00	0.00E+00	1.36E+01	6.80E+00	3.06E-01
V9	0.00E+00	9.71E-01	5.82E-01	2.35E+00	0.00E+00	7.75E-01	2.30E+00	0.00E+00	8.06E-01
V10	7.37E-01	4.23E+00	2.53E+00	5.36E+00	4.58E+00	2.21E-01	8.39E+00	1.05E+00	3.83E+00
V11	2.02E+00	2.47E+00	7.33E-01	4.68E+00	2.03E+00	0.00E+00	4.85E+00	1.99E+00	1.94E+00
V12	0.00E+00	3.83E+00	1.63E+00	1.47E+00	0.00E+00	5.17E-01	1.03E+00	0.00E+00	3.25E+00
V13	1.75E+00	7.45E-01	3.47E+00	2.00E-01	1.31E+01	2.50E+00	1.11E+00	1.36E+01	2.76E+00
V14	9.94E-01	8.60E+00	8.54E-01	1.72E+00	3.52E+00	2.06E+00	1.26E+00	4.33E+00	1.01E+01
V15	4.83E+00	9.97E+00	7.42E-01	1.13E+01	8.09E+00	1.71E+00	1.37E+01	7.16E+00	1.04E+01
V16	2.59E+00	5.36E+00	1.51E+00	5.33E-01	2.42E+00	5.36E+00	4.64E+00	5.08E+00	4.57E+00
V17	1.03E+00	5.20E+00	5.12E-01	4.73E+00	4.00E-01	5.06E+00	5.98E+00	8.85E-01	5.43E+00
V18	1.47E+00	9.04E+00	8.75E-01	1.69E+00	5.33E-01	4.15E+00	2.18E+00	5.79E+00	1.05E+01
V19	4.00E-01	7.78E+00	1.74E+00	1.37E+01	2.20E+00	2.57E+00	1.31E+01	5.71E+00	8.40E+00
V20	3.18E+00	8.47E+00	1.99E+00	2.00E-01	7.60E+00	8.70E-01	4.00E+00	8.16E+00	8.70E+00
V21	1.76E+00	0.00E+00	4.48E-01	1.27E+00	4.81E+00	4.30E+00	4.15E+00	5.39E+00	4.23E-01
V22	2.39E+00	1.37E+01	1.39E+00	9.33E-01	4.28E-01	2.80E+00	2.13E+00	1.43E+00	1.40E+01
V23	1.65E+00	5.17E-01	6.15E-01	2.44E+01	8.43E+00	1.64E+00	2.15E+01	8.66E+00	3.14E+00
V24	1.78E+00	7.61E-01	1.57E+00	3.34E+00	4.17E+00	2.79E+00	5.26E+00	3.85E+00	7.06E-01
V25	7.34E-01	1.62E+00	2.30E+00	5.05E+00	1.03E+00	1.03E+01	6.95E+00	7.30E+00	2.43E+00
V26	3.48E-01	8.92E+00	0.00E+00	1.59E+00	7.52E+00	2.26E+00	1.83E+00	7.57E+00	9.41E+00
V27	6.36E-01	1.20E+00	1.09E+00	0.00E+00	9.12E+00	9.75E+00	7.57E+00	1.16E+01	1.64E+00
V28	1.47E+00	3.11E+00	4.80E+00	2.83E+00	8.62E+00	2.79E+00	3.12E+00	7.73E+00	3.43E+00
V29	3.47E+00	1.83E+01	9.29E-01	1.79E+01	2.02E+00	1.09E+01	1.34E+01	1.70E+01	1.84E+01
V30	8.84E-01	0.00E+00	1.93E+00	9.40E-01	1.08E+00	3.75E+00	3.29E+00	1.30E+00	2.08E+00
V31	3.18E+00	6.98E+00	1.39E+00	1.08E+01	3.97E+00	2.65E+00	1.00E+01	2.37E+00	6.60E+00
V32	9.60E-01	1.39E+01	3.43E+00	0.00E+00	1.61E+00	1.53E-01	4.00E-01	1.92E+00	1.54E+01
V33	3.94E+00	2.97E+01	1.86E+00	1.48E+01	6.51E+00	1.32E+01	1.82E+01	6.41E+00	3.45E+01
V34	1.39E+00	2.26E+00	6.19E-01	0.00E+00	1.38E+00	4.48E-01	1.50E+00	1.32E+00	1.85E+00
V35	6.74E-01	4.33E-01	9.36E-01	3.83E+00	3.80E+00	1.54E+00	5.15E+00	3.49E+00	9.22E-01
V36	2.48E+00	1.46E+01	2.14E+00	3.64E+00	1.65E+01	1.33E-01	6.00E+00	1.60E+01	1.56E+01
V37	5.77E-01	1.44E+01	5.37E-01	2.45E+00	6.84E-01	0.00E+00	1.74E+00	1.00E-01	1.45E+01
V38	1.89E+00	9.12E-01	2.75E+00	2.42E+01	1.45E+00	5.68E+00	2.24E+01	2.83E+00	3.52E+00
V39	2.43E+00	3.62E+01	0.00E+00	3.09E+00	2.27E+01	6.53E+00	3.49E+00	2.16E+01	3.77E+01
V40	1.54E+00	6.04E+00	1.25E+00	9.49E+00	3.59E-01	1.24E+00	9.51E+00	9.78E-01	6.65E+00
V41	3.38E+00	1.54E+00	1.99E+00	1.44E+01	4.14E+00	6.59E+00	1.40E+01	6.99E+00	5.89E+00
V42	1.33E-01	7.65E+00	1.80E+00	3.19E+01	2.49E+00	4.41E+00	2.94E+01	3.30E+00	8.64E+00
V43	1.73E+00	3.12E+00	5.82E-01	5.90E+00	1.18E+00	1.35E+00	6.60E+00	1.51E+00	3.38E+00
V44	4.72E+00	1.46E+01	3.52E+00	1.37E+01	6.71E+00	2.27E+00	1.54E+01	7.21E+00	1.78E+01
V45	1.37E+00	6.33E-01	1.41E+00	2.89E+00	7.45E+00	3.62E+00	3.16E+00	5.30E+00	2.08E+00
V46	1.53E-01	5.38E+00	4.76E-01	1.79E+00	0.00E+00	1.58E+00	1.42E+00	3.46E+00	5.50E+00
V47	1.27E+00	1.39E+01	1.17E+00	3.42E-01	4.66E+00	2.42E+00	1.33E-01	3.52E+00	1.39E+01
