Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	1	127	123	0	0	13	0	0	0
V2	104	17	7	62	46	6	73	0	0
V3	0	0	8	0	9	26	2	38	0
V4	0	24	73	3	23	85	20	69	15
V5	10	21	12	0	0	38	3	66	3
V6	100	64	13	5	46	0	31	0	0
V7	55	79	7	5	0	42	0	72	33
V8	163	0	555	61	69	0	0	0	0
V9	0	4	5	18	0	5	0	0	2
V10	3	26	73	44	41	3	0	0	0
V11	61	15	0	94	11	0	0	0	0
V12	0	0	26	19	0	0	0	0	38
V13	37	0	76	3	128	40	0	0	9
V14	5	55	1	1	17	0	7	22	18
V15	470	75	4	145	59	15	9	1	12
V16	103	8	48	0	0	23	1	24	53
V17	25	39	4	56	0	51	21	0	0
V18	12	92	5	10	0	85	0	6	0
V19	0	6	26	113	7	10	10	9	70
V20	86	79	33	4	61	0	0	15	7
V21	17	0	2	0	47	36	11	0	0
V22	73	97	14	0	1	24	12	1	0
V23	0	0	7	175	42	2	157	0	0
V24	33	0	15	11	67	26	25	0	6
V25	1	10	147	0	1	123	58	0	0
V26	0	47	0	0	68	22	7	0	29
V27	4	0	6	0	101	98	4	0	11
V28	28	0	97	9	84	13	10	0	35
V29	36	130	2	125	0	65	79	11	17
V30	17	0	75	4	8	32	0	0	0
V31	79	43	20	157	23	14	65	0	0
V32	15	127	208	0	10	0	0	7	0
V33	37	245	10	57	31	133	147	0	1
V34	44	14	3	0	18	2	0	0	5
V35	1	1	39	0	23	6	46	2	0
V36	46	110	43	31	189	0	20	6	27
V37	1	79	0	11	7	0	3	0	34
V38	15	0	33	142	0	123	147	0	6
V39	21	262	0	4	269	57	28	29	0
V40	35	70	5	86	0	2	0	5	0
V41	109	18	22	165	38	49	47	0	24
V42	0	60	38	385	18	70	30	0	0
V43	66	11	0	25	1	3	21	10	18
V44	82	74	159	87	26	0	40	33	56
V45	28	0	8	42	84	87	0	82	0
V46	1	35	2	17	0	4	0	1	10
V47	19	165	61	1	48	28	0	0	14
V48	64	0	164	3	0	3	0	0	14
V49	80	23	0	13	12	0	45	4	32
V50	141	62	15	19	0	6	25	0	6
V51	198	0	216	42	0	24	33	17	0
V52	29	0	20	125	0	31	0	7	6
V53	118	8	82	18	216	16	17	40	0
V54	18	21	0	0	51	3	12	3	1
V55	73	57	0	71	1	26	17	0	0
V56	268	4	0	95	0	0	60	0	0
V57	15	228	84	0	106	0	6	36	4
V58	22	0	0	22	0	101	0	12	5
V59	182	2	2	30	133	47	39	64	0
V60	0	55	65	57	5	0	5	0	16
V61	54	392	27	19	44	0	11	10	0
V62	30	14	75	0	67	25	2	11	0
V63	5	252	19	13	0	137	3	48	0
V64	40	219	10	3	14	9	32	10	1
V65	3	0	1	0	0	306	80	0	3
V66	121	186	10	16	0	139	13	2	3
V67	82	0	57	445	128	190	126	44	0
V68	28	9	77	46	76	0	0	44	0
V69	0	8	7	289	48	85	0	16	0
V70	45	97	70	0	2	3	0	6	20
V71	71	17	199	0	40	0	0	25	80
V72	527	35	8	241	2	24	51	25	31
V73	119	2	12	0	7	15	1	0	0
V74	1	6	10	146	0	217	0	10	1
V75	31	58	6	0	32	16	3	34	0
V76	26	14	47	0	168	133	8	22	0
V77	78	7	87	33	0	0	31	0	18
V78	56	0	26	321	1	31	71	0	5
V79	134	3	88	0	161	0	24	1	0
V80	0	292	5	54	138	0	0	0	8
V81	13	108	16	1	0	0	16	0	0
V82	2	6	70	0	164	0	0	0	0
V83	8	219	92	11	5	35	17	0	32
V84	53	0	46	57	44	0	0	0	13
V85	2	1	8	3	84	74	14	29	0
V86	46	4	27	0	13	47	23	0	0
V87	0	39	153	5	20	46	4	0	43
V88	1	42	12	224	0	50	59	0	24
V89	129	46	305	0	64	0	0	0	29
V90	1	123	310	0	0	5	0	0	0
V91	3	15	7	0	0	201	22	22	0
V92	10	125	61	150	113	37	69	0	0
V93	0	0	35	138	7	10	0	0	2
V94	151	258	86	14	10	150	25	0	39
V95	175	0	131	16	25	2	0	0	33
V96	22	0	16	4	1	0	13	0	0
V97	176	23	0	34	129	0	7	1	0
V98	89	7	92	0	0	0	0	0	0
V99	2	0	0	1	3	44	6	2	1
V100	12	0	5	51	36	4	45	0	19
