Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	2	0	7	8	27	8	0	7	0	12	0	2	2	0	6	19	0	4	0	0
V2	181	16	59	5	5	24	0	9	7	11	0	1	0	0	0	0	1	2	5	0
V3	1	46	0	2	21	12	0	7	5	6	28	45	0	7	8	39	0	0	5	5
V4	32	0	9	4	18	26	0	24	6	22	2	5	25	0	0	0	0	3	0	1
V5	0	289	0	3	28	2	0	3	16	0	38	0	12	28	0	0	3	11	10	0
V6	0	3	106	0	0	13	0	3	3	0	0	0	0	0	0	0	0	12	0	0
V7	52	194	40	16	20	1	0	10	12	4	17	9	0	1	0	0	1	18	24	15
V8	25	41	10	5	0	32	0	12	2	4	7	0	5	12	1	0	0	0	4	4
V9	253	0	31	5	66	0	0	0	67	0	9	11	17	3	0	0	7	3	12	0
V10	35	81	125	8	1	0	1	1	0	1	2	2	0	0	0	0	1	6	12	16
V11	87	20	0	33	35	9	2	3	4	1	5	2	14	0	3	0	12	0	6	0
V12	13	111	230	3	1	8	0	6	2	0	6	0	0	0	0	0	0	8	6	0
V13	52	2	0	27	55	3	6	4	3	8	9	6	25	0	8	3	6	0	0	0
V14	16	48	0	40	13	29	11	80	9	5	0	15	0	0	43	0	0	0	0	0
V15	71	20	55	8	7	5	0	5	11	1	4	0	27	0	2	0	18	7	11	0
V16	57	29	109	7	0	2	5	0	0	2	1	0	0	0	0	0	12	1	3	1
V17	49	32	24	0	19	8	15	1	0	4	15	0	0	0	0	0	5	3	14	0
V18	9	20	11	14	37	1	8	0	11	0	8	6	0	10	20	0	0	4	0	0
V19	0	9	10	6	9	53	0	111	11	41	0	5	17	15	0	19	0	0	0	0
V20	24	0	3	1	26	0	0	0	7	0	12	17	26	0	15	10	0	0	3	0
V21	8	83	227	33	54	4	116	0	36	0	0	20	0	14	16	0	0	31	1	10
V22	8	134	39	27	2	14	22	5	0	7	11	9	0	0	0	0	0	0	3	0
V23	119	73	10	12	56	4	8	0	155	0	6	69	0	14	50	0	0	0	0	43
V24	28	304	87	9	114	85	0	90	32	79	0	2	55	38	0	132	0	7	2	7
V25	26	204	77	4	17	30	0	44	0	49	11	15	0	14	0	10	0	4	6	9
V26	497	22	0	7	7	32	11	28	1	26	0	7	8	0	5	36	14	2	9	0
V27	0	131	54	0	3	29	0	57	0	35	1	22	5	5	0	0	5	1	3	0
V28	3	32	26	8	16	56	0	18	10	53	19	0	21	18	0	0	0	0	0	0
V29	35	1	188	23	28	0	17	0	29	0	34	2	2	0	6	0	1	3	3	0
V30	24	1	164	27	3	24	6	17	8	53	0	2	0	0	0	0	0	9	2	0
V31	42	29	17	0	2	2	0	1	7	8	0	3	0	2	3	7	0	0	8	0
V32	62	8	9	24	0	31	7	16	33	17	12	19	54	0	16	7	9	7	1	0
V33	0	26	4	13	4	1	5	0	0	1	0	0	0	1	9	0	0	0	4	0
