Samples	ID83A	ID83B
V1	4.04E+00	4.04E+00
V2	2.02E+00	2.02E+00
V3	4.41E+01	4.41E+01
V4	5.86E+00	5.86E+00
V5	2.64E+01	2.64E+01
V6	2.81E+01	2.81E+01
V7	1.07E+01	1.07E+01
V8	2.35E+01	2.35E+01
V9	7.15E+00	7.15E+00
V10	7.07E+00	7.07E+00
V11	1.29E+01	1.29E+01
V12	1.80E+01	1.80E+01
V13	3.04E+01	3.04E+01
V14	7.88E+00	7.88E+00
V15	9.70E+00	9.70E+00
V16	1.12E+01	1.12E+01
V17	1.41E+01	1.41E+01
V18	2.18E+00	2.18E+00
V19	3.47E+00	3.47E+00
V20	1.47E+01	1.47E+01
V21	3.01E+01	3.01E+01
V22	5.15E+01	5.15E+01
V23	3.56E+01	3.56E+01
V24	5.35E+01	5.35E+01
V25	3.47E+01	3.47E+01
V26	3.08E+01	3.08E+01
V27	4.70E+01	4.70E+01
V28	8.50E+01	8.50E+01
V29	4.70E+00	4.70E+00
V30	5.01E+01	5.01E+01
V31	8.98E+01	8.98E+01
V32	1.21E+01	1.21E+01
V33	1.46E+01	1.46E+01
V34	1.85E+01	1.85E+01
V35	1.58E+01	1.58E+01
V36	3.37E+00	3.37E+00
V37	5.84E+00	5.84E+00
V38	7.28E+01	7.28E+01
V39	1.67E+01	1.67E+01
V40	2.15E+01	2.15E+01
V41	5.20E+00	5.20E+00
V42	6.45E+01	6.45E+01
V43	5.12E-01	5.12E-01
V44	4.35E+00	4.35E+00
V45	3.25E+01	3.25E+01
V46	2.22E+01	2.22E+01
V47	9.22E+00	9.22E+00
V48	4.67E+01	4.67E+01
V49	1.66E+01	1.66E+01
V50	2.55E+01	2.55E+01
V51	1.33E+01	1.33E+01
V52	1.07E+01	1.07E+01
V53	1.32E+01	1.32E+01
V54	3.19E+01	3.19E+01
V55	2.28E+00	2.28E+00
V56	3.88E+01	3.88E+01
V57	7.08E+00	7.08E+00
V58	1.33E+01	1.33E+01
V59	1.42E+01	1.42E+01
V60	2.04E+01	2.04E+01
V61	1.43E+01	1.43E+01
V62	5.19E+01	5.19E+01
V63	3.90E+00	3.90E+00
V64	1.13E+01	1.13E+01
V65	2.32E+01	2.32E+01
V66	2.75E+01	2.75E+01
V67	2.79E+01	2.79E+01
V68	2.96E+01	2.96E+01
V69	1.87E+01	1.87E+01
V70	3.61E+00	3.61E+00
V71	3.34E+01	3.34E+01
V72	5.50E+00	5.50E+00
V73	2.09E+01	2.09E+01
V74	2.63E+01	2.63E+01
V75	5.86E+01	5.86E+01
V76	4.99E-01	4.99E-01
V77	1.91E+01	1.91E+01
V78	6.79E+00	6.79E+00
V79	1.89E+01	1.89E+01
V80	4.60E+01	4.60E+01
V81	1.79E+01	1.79E+01
V82	1.39E+01	1.39E+01
V83	7.30E+01	7.30E+01
V84	1.23E+01	1.23E+01
V85	7.08E+00	7.08E+00
V86	4.94E+00	4.94E+00
V87	5.27E+00	5.27E+00
V88	3.72E+00	3.72E+00
V89	1.55E+01	1.55E+01
V90	2.59E+00	2.59E+00
V91	3.16E+01	3.16E+01
V92	2.47E+01	2.47E+01
V93	1.02E+01	1.02E+01
V94	1.82E+01	1.82E+01
V95	1.12E+01	1.12E+01
V96	2.88E+01	2.88E+01
V97	8.23E+00	8.23E+00
V98	6.94E+00	6.94E+00
V99	6.53E+01	6.53E+01
V100	6.87E+00	6.87E+00
