Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	114	0	121	1	0	12	0	0	16	0
V2	5	109	3	101	46	11	0	2	28	10
V3	0	1	7	0	0	26	0	0	4	45
V4	38	0	74	2	59	100	2	37	0	0
V5	27	0	12	11	31	56	0	12	1	3
V6	50	16	9	74	38	0	52	0	20	0
V7	86	0	3	51	0	44	1	11	37	60
V8	0	49	553	136	61	0	49	0	0	0
V9	4	18	5	0	0	4	0	1	2	0
V10	0	36	63	2	39	0	0	0	50	0
V11	13	77	0	36	3	0	51	0	1	0
V12	25	17	29	0	0	0	2	10	0	0
V13	4	0	77	36	131	38	0	7	0	0
V14	67	0	3	5	29	4	3	15	0	0
V15	67	90	0	307	8	9	298	0	11	0
V16	43	0	50	92	0	26	25	10	0	14
V17	39	71	5	25	0	53	1	0	0	2
V18	75	7	3	10	0	82	2	0	28	3
V19	46	88	29	0	12	0	5	60	11	0
V20	66	0	29	64	60	2	40	0	24	0
V21	0	0	1	15	22	24	0	11	0	40
V22	77	1	10	54	0	21	31	0	28	0
V23	4	260	6	10	43	10	0	30	0	20
V24	3	21	13	18	34	15	31	0	0	48
V25	12	42	147	5	5	129	0	0	0	0
V26	65	0	0	0	60	16	2	13	0	17
V27	6	0	7	4	98	92	0	9	0	8
V28	21	0	97	19	81	9	24	25	0	0
V29	141	141	3	34	9	63	16	58	0	0
V30	0	4	75	15	0	27	0	0	0	15
V31	42	200	21	81	29	22	2	0	4	0
V32	106	0	203	13	13	0	0	0	32	0
V33	224	155	7	42	0	127	0	0	31	75
V34	16	0	3	34	13	1	16	0	0	3
V35	3	20	36	4	24	7	0	18	0	6
V36	124	43	46	44	177	0	6	2	0	30
V37	102	12	3	1	8	0	2	7	0	0
V38	0	190	28	23	0	111	0	86	15	13
V39	259	11	0	22	283	61	0	21	0	13
V40	48	80	1	32	2	0	0	0	39	1
V41	31	172	21	72	28	48	86	14	0	0
V42	16	382	30	0	21	64	0	0	88	0
V43	19	31	0	61	0	2	6	16	8	12
V44	109	111	162	70	0	0	29	4	0	72
V45	0	13	6	19	99	89	19	39	7	40
V46	42	11	3	0	0	2	3	9	0	0
V47	170	0	64	12	47	27	16	0	0	0
V48	7	0	163	52	0	2	21	3	0	0
V49	41	40	0	78	0	0	7	10	6	27
V50	62	32	14	124	0	8	32	0	2	0
V51	0	44	214	169	0	27	56	16	2	2
V52	3	111	20	18	0	29	26	11	0	0
V53	0	19	77	105	208	15	17	8	20	46
V54	17	0	0	18	51	2	0	12	9	0
V55	53	69	0	50	0	26	47	0	0	0
V56	5	134	0	255	0	2	31	0	0	0
V57	213	0	82	9	105	2	12	2	25	29
V58	0	5	0	16	0	95	12	20	7	7
V59	1	43	0	143	128	58	74	0	8	44
V60	65	61	67	0	3	0	3	0	0	4
V61	322	20	18	50	49	0	0	0	98	0
V62	14	0	74	28	55	21	0	0	0	32
V63	256	4	22	5	24	148	0	18	0	0
V64	178	11	3	35	19	7	9	14	62	0
V65	0	0	0	3	0	276	10	87	9	8
V66	147	0	2	97	0	122	36	24	62	0
V67	0	449	56	77	157	187	28	111	7	0
V68	0	39	73	25	79	3	1	6	24	30
V69	8	285	10	0	56	89	3	0	0	2
V70	109	1	74	45	0	2	0	2	1	9
V71	69	0	206	71	27	0	0	10	0	49
V72	29	231	1	437	0	27	154	14	51	0
V73	1	0	10	92	0	13	40	0	0	0
V74	0	134	10	0	0	212	2	8	16	9
V75	52	0	5	25	46	25	12	1	14	0
V76	0	0	43	25	179	135	0	0	33	3
V77	17	44	87	67	0	0	25	13	1	0
V78	3	326	27	48	2	25	28	52	0	0
V79	3	0	87	125	162	0	12	22	0	0
V80	292	52	10	0	142	0	1	0	0	0
V81	95	11	14	13	0	0	0	0	21	0
V82	1	0	68	2	163	0	0	0	8	0
V83	239	25	98	8	6	38	4	1	0	0
V84	7	45	46	48	43	0	9	15	0	0
V85	0	0	7	2	94	75	0	19	5	13
V86	0	12	25	38	0	42	12	0	9	22
V87	65	8	158	0	6	41	1	4	0	27
V88	58	241	15	6	0	47	0	43	0	2
V89	59	0	293	85	47	0	89	0	0	0
V90	100	0	300	1	0	2	0	0	36	0
V91	0	2	2	3	0	192	0	13	36	22
V92	117	196	61	14	120	44	0	0	13	0
V93	1	134	37	0	6	9	2	0	0	3
V94	242	0	80	128	5	133	41	40	62	2
V95	17	0	125	122	2	0	101	5	0	10
V96	0	11	16	16	0	0	13	0	0	0
V97	20	34	0	163	129	0	22	0	2	0
V98	0	0	89	85	0	0	0	0	14	0
V99	1	0	0	2	5	41	0	10	0	0
V100	13	57	5	15	40	0	0	42	0	0
