MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.0021089551757256684	0.0005039140511769347	0.0008706951630301774	0.00034223051285948715	0.0023212829604290163	0.4357037752866745	0.0017179680025201094	0.13321534916758537	0.06196331875617034	0.003603994846345841
1:Del:C:1	0.0002528792305383831	0.0013600260455859825	1.8126266922990908e-07	0.004188419505953789	0.004031621478497982	0.09168935492634774	0.0	0.06816121228039265	0.030242919363081454	0.0032738064764998853
1:Del:C:2	0.00010346058059340635	1.512049323082465e-07	4.636867751628415e-05	0.0011373630891093	0.0004829910423495676	0.0007376455178018659	0.00014647125260438542	0.003563374932855368	0.005226991983363405	0.0013862594237025404
1:Del:C:3	0.001975147226767149	0.001489502820186317	0.0006207502985489555	0.00010943409288302063	0.005724069895222783	0.01057261792011559	0.1727776989340782	0.008690209174528719	0.022151336609385907	0.005890002194792032
1:Del:C:4	0.0007422678285252005	0.004915560552035458	9.845953741205449e-09	0.0	0.00033638776296811556	0.013082201220095157	0.0003004443652635302	0.0062333974987268444	0.001361325872130692	0.012930941871218238
1:Del:C:5	0.0006417890195734799	0.01568481381982565	1.1811237989434176e-06	0.0009632786089809997	0.0008356489706784487	0.0	0.0006964402787048129	4.577638321734412e-08	0.005344555967633368	0.023258372163400053
1:Del:T:0	0.0030500576283429837	0.0022073134081438185	0.0004988169316220592	0.006678930576890707	0.008604601956903934	0.06254939753562212	0.0027616060686582954	0.17913540601730346	0.04491695723263547	0.01689557606356402
1:Del:T:1	0.0001305641956804493	0.0036742240881579846	0.06562789771705865	0.003508768929168582	0.036446871748194096	0.03195750406011939	0.002089204452931881	0.10829844735562802	0.004241295653082488	0.009338572528213263
1:Del:T:2	0.0003868426313346163	0.0006780939875170588	0.0	0.0018778153462335467	0.0011719225673004984	0.06770871616899968	0.0018853014633862131	0.10536255221813917	0.0030778789194300772	0.010855593904852866
1:Del:T:3	0.0	0.021672441996634005	0.00109895569330547	0.0011476256942842156	0.0019485229859128594	0.08914656564593315	0.0021996700815975602	0.13024210128933192	0.014136829297058284	0.005996483704075217
