MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	1.18E-03	5.04E-04	4.96E-04	3.42E-04	2.32E-03	2.29E-02	1.72E-03	3.39E-02	1.91E-02	2.48E-03
1:Del:C:1	2.50E-04	4.94E-04	1.81E-07	2.80E-03	2.70E-03	5.37E-03	0.00E+00	1.40E-02	6.40E-03	1.39E-03
1:Del:C:2	7.40E-05	1.42E-07	4.63E-05	6.64E-04	4.83E-04	3.61E-04	1.46E-04	9.26E-04	1.19E-03	1.03E-03
1:Del:C:3	7.08E-04	1.14E-03	6.07E-04	1.09E-04	1.94E-03	3.26E-03	1.80E-02	4.78E-03	8.85E-03	2.65E-03
1:Del:C:4	2.86E-04	9.92E-04	9.85E-09	0.00E+00	2.98E-04	2.78E-03	3.00E-04	2.03E-03	1.17E-03	1.13E-02
1:Del:C:5	2.66E-04	3.93E-03	1.14E-06	7.79E-04	5.77E-04	0.00E+00	3.77E-04	4.58E-08	1.85E-03	7.62E-03
1:Del:T:0	9.19E-04	1.06E-03	4.98E-04	3.91E-03	6.19E-03	2.35E-02	1.79E-03	4.95E-02	1.28E-02	1.19E-02
1:Del:T:1	1.31E-04	3.42E-03	5.99E-03	1.73E-03	1.33E-02	1.02E-02	1.26E-03	5.13E-02	2.98E-03	8.04E-03
1:Del:T:2	3.18E-04	3.78E-04	0.00E+00	1.11E-03	7.25E-04	1.22E-02	1.76E-03	2.23E-02	1.91E-03	4.01E-03
1:Del:T:3	0.00E+00	2.86E-03	6.09E-04	1.08E-03	6.77E-04	1.64E-02	9.59E-04	2.04E-02	6.26E-03	3.24E-03
1:Del:T:4	3.04E-04	5.38E-03	8.89E-04	6.67E-04	3.36E-03	1.03E-02	1.50E-04	1.70E-02	4.38E-03	2.01E-02
1:Del:T:5	4.21E-06	9.34E-03	2.11E-07	2.07E-03	3.84E-08	6.22E-08	1.65E-07	1.30E-06	1.56E-03	7.07E-02
1:Ins:C:0	4.94E-05	5.19E-06	4.43E-02	7.54E-08	1.82E-03	9.13E-08	4.05E-08	2.23E-07	1.64E-02	2.94E-07
1:Ins:C:1	0.00E+00	1.64E-04	7.70E-09	4.43E-04	7.24E-04	3.89E-04	1.08E-05	5.34E-04	8.00E-04	1.45E-04
1:Ins:C:2	2.93E-05	8.10E-05	7.73E-05	2.29E-04	8.86E-04	2.04E-08	4.35E-08	3.84E-05	1.81E-03	3.49E-03
1:Ins:C:3	1.06E-04	1.13E-04	3.40E-10	1.70E-04	4.75E-08	5.38E-04	1.82E-07	2.37E-04	5.74E-08	1.52E-04
1:Ins:C:4	3.46E-04	3.66E-04	6.50E-05	0.00E+00	6.43E-04	0.00E+00	0.00E+00	3.73E-04	2.31E-03	4.21E-03
1:Ins:C:5	2.10E-03	1.61E-03	7.22E-08	1.18E-04	5.28E-04	6.95E-05	3.57E-04	6.17E-04	1.43E-03	1.02E-02
1:Ins:T:0	7.88E-04	3.24E-04	0.00E+00	5.68E-04	4.73E-04	5.32E-03	3.67E-04	4.64E-03	2.23E-03	1.22E-03
1:Ins:T:1	0.00E+00	0.00E+00	4.53E-04	1.34E-03	1.18E-03	1.88E-03	5.78E-05	2.69E-03	2.66E-03	0.00E+00
1:Ins:T:2	2.06E-04	1.71E-04	3.98E-07	3.32E-04	4.86E-05	4.97E-04	1.45E-04	2.59E-03	2.72E-03	1.09E-03
1:Ins:T:3	7.18E-04	3.76E-04	3.58E-04	3.83E-04	3.99E-04	3.39E-04	0.00E+00	1.10E-03	5.34E-04	1.20E-02
1:Ins:T:4	1.77E-03	6.95E-04	3.42E-04	2.87E-05	4.28E-04	4.30E-06	0.00E+00	3.34E-04	2.33E-03	5.24E-03
1:Ins:T:5	6.33E-03	2.42E-04	2.87E-04	5.45E-04	3.00E-07	1.54E-03	1.51E-07	1.56E-03	8.40E-02	9.91E-02
2:Del:R:0	6.02E-05	2.65E-04	0.00E+00	2.37E-03	2.09E-03	1.67E-03	0.00E+00	3.76E-03	2.68E-03	1.30E-03
2:Del:R:1	3.59E-04	8.04E-04	0.00E+00	1.95E-03	1.60E-03	1.06E-03	1.65E-04	1.14E-03	3.14E-03	2.38E-03
2:Del:R:2	3.81E-04	3.23E-04	2.49E-08	8.03E-05	8.71E-08	2.69E-04	1.93E-08	7.71E-04	6.23E-04	1.56E-03
2:Del:R:3	6.66E-05	2.61E-08	3.71E-08	9.85E-05	3.63E-08	4.46E-08	2.07E-04	1.40E-46	2.43E-08	9.30E-05
2:Del:R:4	0.00E+00	2.17E-04	2.72E-08	1.02E-04	2.45E-04	7.40E-08	2.00E-08	1.01E-07	2.64E-04	6.91E-04
2:Del:R:5	1.36E-08	6.09E-05	2.26E-05	2.93E-04	6.26E-04	2.85E-08	2.32E-08	1.16E-08	6.45E-04	2.96E-04
3:Del:R:0	5.70E-05	2.41E-08	2.54E-04	1.45E-03	1.67E-03	1.00E-03	8.30E-04	8.28E-04	4.89E-03	2.46E-03
3:Del:R:1	6.19E-04	9.59E-04	1.63E-04	9.42E-05	9.85E-04	1.96E-03	3.80E-04	2.77E-03	2.76E-04	1.82E-02
3:Del:R:2	4.27E-04	1.04E-03	2.07E-04	2.19E-04	2.95E-04	6.35E-04	5.58E-03	2.82E-08	3.79E-04	3.53E-03
