Samples	ID83A	ID83B
V1	4.14E+01	4.14E+01
V2	2.91E+01	2.91E+01
V3	3.98E+00	3.98E+00
V4	1.85E+01	1.85E+01
V5	2.12E+01	2.12E+01
V6	1.79E+01	1.78E+01
V7	6.70E+00	6.70E+00
V8	1.18E+01	1.18E+01
V9	2.49E+01	2.49E+01
V10	1.40E+01	1.39E+01
V11	2.00E+01	2.00E+01
V12	3.03E+00	3.03E+00
V13	5.03E+00	5.03E+00
V14	6.18E+00	6.18E+00
V15	1.83E+00	1.83E+00
V16	1.14E+01	1.14E+01
V17	2.17E+01	2.17E+01
V18	1.11E+01	1.11E+01
V19	7.06E+00	7.06E+00
V20	9.53E+00	9.53E+00
V21	1.75E+01	1.75E+01
V22	3.47E+01	3.47E+01
V23	4.88E+01	4.88E+01
V24	1.00E+01	1.00E+01
V25	1.56E+01	1.56E+01
V26	1.75E+00	1.75E+00
V27	4.50E+01	4.50E+01
V28	1.80E+01	1.80E+01
V29	1.75E+01	1.75E+01
V30	1.67E+00	1.67E+00
V31	6.15E+00	6.15E+00
V32	6.33E+01	6.33E+01
V33	2.17E+01	2.17E+01
V34	1.06E+01	1.06E+01
V35	1.01E+01	1.01E+01
V36	1.46E+01	1.46E+01
V37	1.55E+01	1.55E+01
V38	8.79E+00	8.79E+00
V39	9.19E+00	9.19E+00
V40	1.21E+01	1.21E+01
V41	4.79E+00	4.79E+00
V42	9.61E+00	9.61E+00
V43	6.63E+00	6.63E+00
V44	1.15E+01	1.15E+01
V45	1.62E+01	1.62E+01
V46	8.19E+00	8.19E+00
V47	4.23E+01	4.23E+01
V48	1.57E+01	1.57E+01
V49	1.10E+01	1.10E+01
V50	3.48E+01	3.48E+01
V51	4.67E+00	4.67E+00
V52	3.89E+01	3.89E+01
V53	9.09E+00	9.09E+00
V54	3.40E+01	3.40E+01
V55	1.06E+01	1.06E+01
V56	1.10E+01	1.10E+01
V57	3.65E+01	3.65E+01
V58	9.33E+00	9.33E+00
V59	1.18E+01	1.18E+01
V60	1.28E+01	1.28E+01
V61	5.42E+01	5.42E+01
V62	2.22E+01	2.22E+01
V63	2.29E+01	2.29E+01
V64	9.38E+00	9.38E+00
V65	2.04E+01	2.04E+01
V66	1.04E+01	1.04E+01
V67	6.57E+01	6.57E+01
V68	1.45E+01	1.45E+01
V69	3.68E+00	3.68E+00
V70	1.21E+01	1.21E+01
V71	8.54E+00	8.54E+00
V72	3.83E+00	3.83E+00
V73	5.15E+00	5.15E+00
V74	1.30E+01	1.30E+01
V75	4.58E+01	4.58E+01
V76	6.85E+00	6.85E+00
V77	7.44E+01	7.44E+01
V78	1.53E+01	1.53E+01
V79	1.21E+01	1.21E+01
V80	9.49E+00	9.49E+00
V81	1.19E+01	1.19E+01
V82	3.93E+01	3.93E+01
V83	1.12E+01	1.12E+01
V84	1.70E+01	1.70E+01
V85	2.34E+01	2.34E+01
V86	6.87E+00	6.87E+00
V87	1.47E+01	1.47E+01
V88	2.27E+00	2.27E+00
V89	3.15E+01	3.15E+01
V90	1.27E+01	1.27E+01
V91	3.75E+01	3.75E+01
V92	1.94E+01	1.94E+01
V93	1.45E+01	1.45E+01
V94	2.06E+00	2.06E+00
V95	4.76E+01	4.76E+01
V96	6.99E+00	6.99E+00
V97	1.50E+01	1.50E+01
V98	1.17E+01	1.17E+01
V99	2.88E+01	2.88E+01
V100	2.93E+01	2.93E+01
