Samples	ID83A	ID83B
V1	184	191
V2	265	54
V3	88	45
V4	151	15
V5	184	400
V6	407	0
V7	155	88
V8	707	37
V9	157	345
V10	181	145
V11	58	188
V12	50	23
V13	94	3
V14	370	59
V15	54	32
V16	37	192
V17	173	399
V18	201	210
V19	472	7
V20	411	0
V21	137	76
V22	221	303
V23	516	147
V24	96	131
V25	617	242
V26	7	20
V27	168	162
V28	259	405
V29	209	397
V30	21	1
V31	167	42
V32	260	348
V33	105	181
V34	45	35
V35	171	24
V36	67	70
V37	227	46
V38	71	36
V39	110	288
V40	195	21
V41	190	39
V42	10	138
V43	179	14
V44	0	127
V45	410	85
V46	264	0
V47	106	462
V48	395	0
V49	253	0
V50	7	535
V51	136	74
V52	56	257
V53	154	0
V54	1009	65
V55	8	219
V56	75	162
V57	389	247
V58	159	110
V59	417	22
V60	168	49
V61	0	555
V62	184	66
V63	73	201
V64	314	59
V65	0	346
V66	220	4
V67	73	613
V68	0	212
V69	342	0
V70	240	32
V71	0	145
V72	53	3
V73	121	18
V74	786	0
V75	97	240
V76	230	0
V77	867	0
V78	348	45
V79	108	23
V80	84	76
V81	125	134
V82	197	111
V83	176	25
V84	146	199
V85	472	148
V86	179	16
V87	122	20
V88	52	13
V89	494	288
V90	56	64
V91	186	91
V92	48	415
V93	345	0
V94	59	15
V95	543	43
V96	116	41
V97	139	198
V98	0	149
V99	211	416
V100	144	91
