NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	112.315	46.794	37.336	34.796	0.279	0.912	20000.0
2	140.971	55.817	56.803	45.729	0.303	0.865	40000.0
3	118.926	48.019	38.735	37.023	0.295	0.904	20000.0
4	113.157	47.085	38.187	35.431	0.284	0.908	30000.0
5	114.781	47.441	38.973	35.749	0.278	0.907	20000.0
6	111.67	46.245	37.408	34.6	0.276	0.912	30000.0
7	114.892	47.507	38.518	35.317	0.287	0.909	30000.0
8	115.142	47.389	37.888	35.331	0.291	0.907	20000.0
9	114.241	46.64	37.824	34.414	0.278	0.912	40000.0
10	127.9	50.606	47.921	38.766	0.295	0.895	20000.0
