Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	144	81	25	73	32	77	0
V2	33	50	78	2	157	14	0
V3	162	3	0	150	1	4	12
V4	31	37	0	223	79	0	0
V5	2	131	5	93	34	3	10
V6	252	83	45	573	160	6	0
V7	8	3	11	3	0	51	16
V8	19	40	20	19	212	46	45
V9	48	114	1	24	20	0	0
V10	50	6	7	68	33	84	0
V11	22	33	1	5	67	0	14
V12	3	18	63	159	211	67	0
V13	396	78	49	77	4	9	21
V14	132	193	3	0	36	17	3
V15	0	97	17	69	34	77	13
V16	201	174	2	0	0	10	10
V17	70	0	38	13	8	118	49
V18	14	81	222	27	50	125	0
V19	1	239	107	2	75	2	0
V20	172	243	10	48	12	9	0
V21	15	28	101	51	6	0	0
V22	8	0	25	148	0	5	0
V23	134	34	40	0	11	0	9
V24	105	0	24	192	35	11	86
V25	25	0	169	98	67	24	25
V26	4	16	376	15	44	0	0
V27	0	200	34	0	51	32	0
V28	21	23	11	14	0	31	0
V29	176	68	0	7	6	20	0
V30	198	143	44	0	39	18	14
V31	20	98	31	0	2	40	32
V32	50	277	58	54	3	0	11
V33	14	41	83	27	1	31	0
V34	0	3	6	28	31	2	8
V35	137	18	56	0	22	43	0
V36	4	0	102	21	7	181	25
V37	0	3	44	13	3	16	7
V38	128	13	108	63	235	136	25
V39	0	1	49	0	89	27	3
V40	152	4	104	203	1	89	0
V41	4	19	13	33	203	8	7
V42	4	0	29	13	25	8	0
V43	62	69	117	28	99	100	0
V44	0	18	124	48	0	1	7
V45	64	268	36	49	20	104	86
V46	0	66	26	31	151	26	0
V47	33	251	5	6	36	9	8
V48	7	55	9	32	12	191	0
V49	100	8	177	51	4	2	0
V50	41	12	38	7	195	36	36
V51	9	163	3	32	0	7	0
V52	0	31	60	19	5	0	0
V53	4	249	8	141	35	2	0
V54	1	0	2	43	18	0	8
V55	23	38	32	153	73	40	67
V56	0	9	33	8	166	4	0
V57	35	138	75	4	16	1	0
V58	0	1	11	110	143	249	18
V59	229	32	57	4	113	117	22
V60	0	6	143	43	1	107	27
V61	350	0	39	3	0	0	10
V62	6	6	60	69	44	25	10
V63	185	18	45	0	36	292	29
V64	291	5	292	11	9	119	8
V65	133	0	27	9	63	1	0
V66	0	199	73	24	4	5	20
V67	2	4	29	0	66	1	27
V68	66	124	18	0	218	173	63
V69	30	0	37	2	121	5	6
V70	41	76	61	16	119	0	45
V71	25	1	62	183	5	110	0
V72	68	73	16	1	2	0	0
V73	47	24	1	28	0	9	0
V74	67	20	86	238	18	47	88
V75	39	1	34	4	0	0	0
V76	0	44	312	124	282	47	27
V77	0	171	10	17	10	0	18
V78	18	50	18	29	1	125	38
V79	82	15	69	75	0	0	10
V80	249	74	27	47	20	35	43
V81	130	46	47	24	0	0	0
V82	0	1	44	19	60	2	11
V83	27	60	2	71	9	30	44
V84	0	0	381	7	32	9	0
V85	4	30	108	54	107	145	0
V86	44	50	23	128	13	29	0
V87	111	95	20	12	40	273	33
V88	90	0	8	20	0	27	19
V89	63	74	21	42	48	61	41
V90	186	216	15	38	22	176	0
V91	0	4	76	12	51	79	23
V92	36	237	0	0	16	4	0
V93	57	111	4	43	0	0	0
V94	208	0	95	41	38	32	115
V95	0	28	99	37	67	17	29
V96	86	1	30	30	3	153	23
V97	173	206	104	7	30	2	0
V98	189	57	0	68	14	0	11
V99	0	159	10	67	4	9	3
V100	273	8	33	159	0	0	28
