MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.28E-03	1.07E-07	1.40E-46	3.45E-03	2.46E-02	3.69E-03	6.01E-04	5.77E-02	1.55E-02	7.76E-03	5.24E-02	2.79E-02	4.81E-02	2.80E-02	3.60E-02
1:Del:C:1	9.13E-04	0.00E+00	0.00E+00	5.98E-03	1.32E-02	3.04E-03	1.71E-02	4.37E-02	1.16E-04	2.33E-02	1.60E-02	1.08E-02	1.78E-02	2.07E-03	1.76E-02
1:Del:C:2	1.64E-04	3.97E-08	6.08E-08	1.41E-04	1.41E-03	1.27E-03	5.82E-08	1.37E-03	2.09E-03	8.90E-04	2.44E-04	1.55E-03	3.48E-03	3.38E-04	9.17E-04
1:Del:C:3	7.06E-05	8.74E-05	6.71E-04	3.52E-03	6.14E-03	1.32E-03	4.47E-03	1.15E-02	2.79E-02	8.33E-04	8.12E-03	4.07E-03	1.16E-02	2.50E-03	2.57E-03
1:Del:C:4	6.65E-08	2.24E-02	4.30E-04	9.81E-03	1.14E-02	1.78E-03	2.79E-04	2.18E-03	8.70E-03	5.47E-08	1.03E-03	4.94E-08	9.88E-03	7.36E-04	2.28E-03
1:Del:C:5	4.11E-04	0.00E+00	2.99E-03	2.06E-04	3.04E-04	7.87E-04	1.29E-02	6.03E-04	2.48E-02	1.00E-03	0.00E+00	7.76E-03	0.00E+00	6.31E-03	4.21E-03
1:Del:T:0	4.45E-04	4.70E-03	1.39E-03	5.48E-03	2.48E-02	6.90E-03	1.26E-02	1.63E-02	1.09E-03	1.04E-02	2.61E-02	1.54E-02	9.82E-02	4.66E-03	9.67E-03
1:Del:T:1	3.02E-04	3.31E-02	1.07E-03	3.19E-11	1.83E-02	2.58E-03	1.70E-07	1.60E-02	1.28E-01	4.05E-03	7.96E-03	1.34E-02	4.18E-03	5.47E-03	6.05E-03
1:Del:T:2	5.68E-03	4.29E-02	8.20E-04	1.87E-12	8.08E-03	3.98E-06	6.28E-03	7.71E-03	9.66E-02	3.55E-08	2.09E-02	1.15E-02	1.36E-02	2.40E-02	1.78E-02
1:Del:T:3	0.00E+00	9.93E-04	1.81E-03	2.50E-03	1.53E-02	3.06E-03	2.88E-02	2.77E-02	2.47E-02	2.11E-02	1.59E-02	9.48E-03	4.04E-02	8.56E-03	1.20E-02
1:Del:T:4	2.45E-03	0.00E+00	4.91E-03	3.79E-04	1.52E-02	5.42E-04	4.02E-02	1.55E-02	6.74E-41	5.64E-03	6.47E-02	3.88E-03	1.88E-02	1.75E-02	6.54E-04
1:Del:T:5	4.48E-08	3.13E-03	1.15E-02	4.67E-07	1.40E-46	6.60E-03	2.44E-03	5.79E-08	6.29E-02	3.92E-03	6.09E-02	1.36E-04	5.99E-02	6.44E-02	8.32E-02
1:Ins:C:0	1.75E-07	1.38E-10	9.25E-06	1.49E-04	4.31E-08	9.40E-04	4.29E-07	4.60E-04	3.73E-04	1.02E-03	3.23E-07	9.68E-04	2.00E-03	9.79E-05	3.35E-05
1:Ins:C:1	1.47E-04	1.42E-08	1.91E-07	9.19E-08	1.27E-04	8.24E-04	9.69E-08	9.76E-08	2.73E-04	1.05E-03	5.06E-08	5.10E-04	6.59E-07	1.24E-03	5.10E-04
1:Ins:C:2	5.91E-08	8.57E-04	0.00E+00	1.04E-03	6.27E-04	3.82E-04	7.88E-08	9.33E-04	1.20E-03	3.85E-04	9.60E-05	8.24E-04	1.12E-03	1.73E-07	2.60E-04
1:Ins:C:3	1.55E-07	6.23E-08	1.84E-04	2.24E-07	1.26E-04	4.38E-08	4.40E-08	2.96E-04	5.36E-04	3.64E-07	1.04E-07	1.08E-03	2.23E-07	2.28E-04	5.12E-04
1:Ins:C:4	5.69E-07	1.96E-07	4.63E-04	5.81E-08	6.69E-04	8.62E-08	9.86E-08	1.47E-03	3.97E-03	1.75E-03	2.43E-03	2.14E-03	1.50E-08	8.16E-04	7.05E-04
1:Ins:C:5	3.64E-03	3.41E-05	1.43E-03	3.00E-08	7.35E-04	2.07E-03	3.47E-03	2.69E-05	2.18E-03	4.15E-03	7.95E-08	2.53E-04	2.70E-07	6.90E-03	3.62E-02
1:Ins:T:0	8.73E-04	1.72E-03	0.00E+00	2.73E-04	2.33E-03	2.82E-03	1.17E-02	3.06E-29	3.92E-03	0.00E+00	1.05E-02	1.16E-02	1.12E-02	7.97E-04	4.99E-04
1:Ins:T:1	2.51E-04	7.91E-07	1.31E-04	8.87E-04	3.17E-03	2.06E-04	5.24E-04	7.75E-03	5.30E-08	1.41E-04	5.17E-03	8.68E-03	8.31E-03	9.22E-04	1.86E-03
