NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.85	19.159	13.388	9.999	0.115	0.993	20000.0
2	60.039	19.314	13.647	10.135	0.112	0.993	50000.0
3	59.419	19.06	13.389	9.94	0.112	0.993	40000.0
4	59.751	19.754	13.365	10.173	0.122	0.993	40000.0
5	57.917	18.794	13.045	9.797	0.115	0.993	50000.0
6	58.069	18.672	12.66	9.476	0.113	0.994	30000.0
7	57.366	18.837	12.527	9.595	0.114	0.993	30000.0
8	58.681	19.074	13.264	9.79	0.115	0.994	30000.0
9	57.491	18.8	12.993	10.008	0.115	0.992	30000.0
10	57.345	18.618	12.531	9.36	0.114	0.994	30000.0
