Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	0	92	5	5	1	6	0	0	4	2	0	0	6	4	0	10	2
V2	51	8	43	10	1	2	0	3	7	6	0	0	10	1	0	4	0
V3	30	1	0	35	69	53	23	8	0	0	3	0	0	0	0	0	18
V4	155	38	83	30	12	6	56	5	48	11	79	17	10	2	0	3	0
V5	41	159	55	101	17	4	37	39	34	0	35	72	25	71	1	23	1
V6	127	19	1	12	0	4	0	0	0	0	4	2	8	0	0	3	1
V7	75	12	2	12	60	33	85	79	2	3	39	5	15	21	1	0	13
V8	7	4	3	62	4	1	23	7	26	5	7	34	28	0	0	0	0
V9	37	0	177	24	2	0	15	3	18	23	0	24	20	0	0	1	4
V10	166	3	11	8	1	10	0	3	3	0	2	0	0	0	12	1	0
V11	86	1	23	44	1	0	1	3	24	0	2	29	0	0	0	0	0
V12	20	12	95	20	13	1	25	46	34	0	15	0	10	13	0	8	7
V13	0	2	49	0	4	1	1	1	14	0	1	0	2	0	0	9	0
V14	2	1	28	24	18	18	1	0	10	6	0	1	4	2	0	2	0
V15	57	93	32	5	0	5	3	11	6	5	13	3	11	24	0	0	0
V16	0	10	8	5	6	2	3	0	2	5	0	23	7	15	1	1	0
V17	0	221	68	46	0	1	0	0	5	67	0	41	19	0	0	0	0
V18	8	6	7	14	14	26	2	0	0	1	5	0	1	5	0	0	22
V19	7	8	1	16	4	0	21	14	34	33	12	10	16	64	55	0	0
V20	55	15	4	20	25	18	18	9	5	12	0	4	9	11	0	13	0
V21	1	1	7	9	0	0	0	0	9	16	0	2	9	5	0	0	0
V22	109	107	36	18	1	1	0	0	10	38	0	44	6	9	29	0	0
V23	54	26	210	28	21	20	27	16	14	20	49	0	0	8	27	33	0
V24	191	154	79	8	52	59	50	37	0	0	14	3	1	15	19	39	2
V25	5	10	3	23	4	10	1	0	0	25	0	1	4	9	2	7	0
V26	1	25	27	42	7	3	14	15	45	19	12	42	57	37	0	0	0
V27	49	2	5	0	0	1	20	11	1	2	2	0	0	9	0	0	0
V28	3	126	0	19	37	15	19	12	0	0	5	0	5	0	0	18	13
V29	2	0	21	26	71	116	10	14	7	2	12	9	0	2	8	7	0
V30	16	22	192	7	6	0	0	1	6	0	0	0	4	0	0	0	0
V31	0	45	6	8	13	17	4	0	0	0	0	0	10	1	0	0	6
V32	4	0	31	33	24	50	6	4	14	11	15	0	4	0	2	0	0
V33	67	5	5	40	142	95	24	31	0	0	9	0	0	12	11	0	0
V34	38	7	48	4	6	1	1	3	6	7	3	0	7	5	16	0	0
V35	57	217	0	34	0	0	0	0	13	14	0	2	33	0	16	0	0
V36	218	27	1	0	181	68	46	73	1	3	3	4	12	0	43	0	34
V37	32	24	11	47	16	0	82	49	38	32	38	41	41	65	77	0	0
V38	3	17	156	30	28	7	1	7	0	29	0	0	3	0	0	0	5
V39	219	35	0	62	5	1	16	0	38	43	0	79	20	54	0	0	0
V40	0	1	0	11	39	8	0	1	0	0	0	0	0	2	0	1	3
V41	28	41	2	9	0	6	80	96	3	5	118	6	24	3	5	0	5
V42	6	314	0	26	5	4	3	0	44	32	0	0	20	0	0	0	18
V43	337	29	61	169	15	17	11	27	8	57	20	30	64	7	100	0	0
V44	59	0	4	22	38	47	1	18	0	0	0	0	0	21	14	2	7
V45	28	64	14	0	1	4	15	33	0	0	12	2	14	3	13	6	0
V46	5	1	12	7	1	4	2	1	0	0	1	0	1	1	0	2	0
V47	0	6	0	134	60	51	14	11	7	50	4	7	0	0	0	0	16
V48	102	142	6	19	33	32	35	74	3	0	63	1	5	0	0	9	6
V49	31	3	8	22	57	123	0	0	13	37	0	19	53	22	0	0	0
V50	40	2	33	24	100	112	2	2	0	0	0	5	4	0	0	0	49
V51	0	22	19	9	0	0	20	16	4	12	0	6	9	3	0	0	9
V52	42	4	10	0	8	28	0	0	6	1	0	0	0	0	18	2	0
V53	64	99	5	0	0	4	0	0	1	1	0	0	5	0	0	5	1
V54	59	1	23	24	5	2	7	31	10	14	6	10	6	0	2	0	13
V55	0	48	17	47	28	24	3	0	46	5	0	30	13	16	0	2	0
V56	46	40	4	6	0	0	52	59	0	12	4	5	36	41	0	1	1
V57	3	0	51	4	43	20	6	9	20	11	0	18	0	0	0	12	0
V58	1	9	11	53	3	2	0	0	29	2	1	39	21	0	0	1	0
V59	63	20	106	2	1	1	7	17	9	0	1	0	0	0	11	0	0
V60	2	77	21	25	3	0	2	0	12	32	1	5	3	11	0	0	0
V61	21	77	1	16	0	1	144	71	0	1	36	0	4	29	0	21	0
V62	1	3	207	14	25	39	73	27	14	8	0	18	14	18	0	11	0
V63	189	10	18	15	31	11	0	3	10	17	4	15	2	0	0	0	3
V64	0	163	16	7	6	6	2	1	0	1	0	0	0	5	0	29	0
V65	146	10	2	61	79	38	120	5	3	0	30	6	38	16	0	0	0
V66	1	0	6	0	39	17	3	6	3	0	0	1	3	0	0	5	0
V67	68	39	124	26	35	34	45	16	60	55	39	45	9	0	0	0	59
V68	0	5	25	1	1	10	23	4	0	0	21	5	6	0	2	0	17
V69	107	11	3	32	3	1	5	114	14	10	81	11	12	0	1	2	0
V70	20	41	5	20	3	0	0	0	0	14	1	36	16	0	1	0	0
V71	0	31	0	109	7	2	0	2	68	68	0	36	33	0	0	0	0
V72	18	105	0	4	0	4	0	0	0	6	0	4	0	9	0	0	0
V73	264	6	8	4	0	0	0	0	1	3	5	3	0	0	47	0	0
V74	2	280	3	33	37	51	19	6	0	2	4	2	0	0	0	35	0
V75	10	0	44	4	16	13	31	82	21	0	18	0	34	0	8	7	9
V76	93	1	4	16	110	25	22	14	1	10	3	4	0	0	16	0	0
V77	32	66	4	12	16	12	18	3	13	4	0	13	1	7	27	0	1
V78	42	15	0	70	55	16	64	48	9	8	0	11	16	11	14	0	0
V79	25	1	40	18	21	18	4	11	11	6	0	14	5	2	0	0	0
V80	5	6	2	40	4	7	13	13	27	3	5	0	14	0	0	0	0
V81	15	55	0	0	3	4	0	0	3	0	0	0	0	0	0	11	9
V82	10	16	0	13	24	12	1	0	0	3	0	0	0	0	5	3	0
V83	205	9	49	10	0	0	0	0	4	1	0	4	2	2	0	3	0
V84	7	82	39	0	21	12	7	13	4	9	3	1	10	0	0	10	0
V85	69	51	13	35	71	53	6	2	0	0	2	0	0	0	61	0	3
V86	2	28	6	0	0	0	6	11	0	3	2	8	2	0	8	4	3
V87	9	14	54	93	109	33	43	6	3	0	54	0	2	0	0	0	17
V88	3	6	42	1	1	1	41	104	6	3	30	7	2	4	0	0	0
V89	2	77	0	3	10	5	1	1	8	0	0	2	0	0	6	20	5
V90	10	118	1	7	9	3	1	15	22	22	2	22	0	1	0	17	0
V91	37	0	20	15	34	20	10	4	5	1	2	0	0	2	0	0	4
V92	94	26	6	16	4	1	0	0	19	10	0	9	16	10	2	0	0
V93	136	1	6	6	0	0	0	0	5	35	0	20	14	1	10	0	0
V94	17	2	55	1	0	0	19	20	8	2	6	1	4	3	16	7	4
V95	28	15	3	3	6	10	9	0	3	0	0	1	1	4	1	8	0
V96	37	103	4	0	65	46	0	0	1	1	0	0	1	0	0	0	0
V97	0	16	0	27	18	5	84	106	0	12	37	1	7	12	0	14	0
V98	39	0	50	50	91	104	1	0	4	1	1	7	8	0	0	3	19
V99	70	0	18	4	32	29	6	8	0	0	6	4	1	0	0	1	9
V100	0	9	2	0	1	1	1	1	0	2	1	1	0	0	0	2	4
