Samples	ID83A	ID83B	ID83C
V1	4.94E+00	4.94E+00	0.00E+00
V2	3.96E+00	5.23E+00	4.28E+00
V3	4.64E+00	4.24E+00	3.42E+00
V4	4.23E+00	1.10E+00	4.96E+00
V5	7.07E+00	1.37E+01	1.21E+01
V6	6.04E+00	5.83E+00	1.43E+00
V7	1.03E+01	1.09E+01	1.22E+00
V8	1.67E+01	2.27E+01	1.40E+01
V9	2.90E+00	3.75E+00	3.14E+00
V10	4.63E+00	3.98E+00	2.11E+00
V11	3.00E+01	3.19E+01	3.07E+00
V12	1.29E+01	1.88E+01	1.28E+01
V13	2.21E+00	4.20E+00	3.66E+00
V14	7.83E+00	9.77E+00	4.48E+00
V15	4.22E+00	3.84E+00	6.00E-01
V16	4.35E+00	3.41E+00	4.49E+00
V17	7.80E+00	8.65E+00	1.92E+00
V18	4.18E+00	4.00E+00	3.73E-01
V19	5.44E+00	6.37E+00	3.48E+00
V20	1.49E+01	2.03E+01	1.03E+01
V21	5.43E+00	6.52E+00	1.69E+00
V22	1.13E+01	1.20E+01	3.69E+00
V23	2.11E+01	2.68E+01	1.29E+01
V24	8.46E+00	8.54E+00	8.56E-01
V25	8.93E+00	8.07E+00	1.30E+01
V26	8.67E+00	9.17E+00	2.26E+00
V27	8.16E+00	1.09E+01	8.64E+00
V28	2.19E+00	4.17E+00	3.07E+00
V29	2.22E+01	2.25E+01	6.84E-01
V30	3.51E+01	4.87E+01	3.26E+01
V31	3.33E+00	3.67E+00	3.30E+00
V32	5.77E+00	5.38E+00	8.49E-01
V33	3.92E+00	7.49E+00	6.35E+00
V34	1.44E+01	1.96E+01	1.63E+01
V35	3.61E+01	5.07E+01	3.59E+01
V36	1.74E+00	1.74E+00	0.00E+00
V37	1.50E+01	1.51E+01	8.06E-01
V38	7.73E+00	7.56E+00	5.33E-01
V39	6.57E-01	4.01E-01	4.27E-01
V40	1.05E+01	1.07E+01	9.98E-01
V41	9.30E+00	1.05E+01	7.12E+00
V42	9.87E+00	1.05E+01	1.21E+00
V43	5.36E+00	4.91E+00	5.63E-01
V44	2.99E+00	5.16E+00	3.95E+00
V45	9.39E+00	7.42E+00	3.38E+00
V46	4.46E+00	5.90E+00	2.61E+00
V47	1.05E+01	9.60E+00	2.10E+00
V48	6.42E+00	1.05E+01	6.78E+00
V49	2.20E+01	2.28E+01	2.91E+00
V50	1.87E+01	1.64E+01	5.50E+00
V51	1.86E+01	1.86E+01	0.00E+00
V52	4.19E+00	4.27E+00	4.65E+00
V53	2.15E+00	3.37E+00	2.86E+00
V54	3.16E+00	4.38E+00	2.90E+00
V55	4.67E+00	3.09E+00	3.07E+00
V56	8.11E+00	7.36E+00	4.85E+00
V57	1.00E+01	1.32E+01	9.38E+00
V58	3.50E+01	4.19E+01	2.96E+01
V59	2.69E+00	3.09E+00	1.33E+00
V60	3.07E+01	3.32E+01	5.98E+00
V61	1.69E+01	2.29E+01	1.59E+01
V62	2.54E+00	2.48E+00	2.68E+00
V63	2.61E+01	2.50E+01	2.75E+01
V64	1.32E+01	1.34E+01	5.77E-01
V65	9.28E+00	9.36E+00	4.28E+00
V66	2.67E-01	2.67E-01	0.00E+00
V67	4.23E+01	4.15E+01	1.72E+00
V68	1.13E+01	1.51E+01	1.00E+01
V69	1.31E+01	1.43E+01	1.29E+01
V70	2.38E+00	1.75E+00	3.61E+00
V71	3.76E+00	6.36E+00	4.05E+00
V72	8.19E+00	7.94E+00	1.57E+00
V73	2.65E+01	2.56E+01	3.71E+00
V74	1.69E+00	3.05E+00	4.14E+00
V75	3.13E+00	4.71E+00	5.17E+00
V76	3.53E+00	2.57E+00	1.87E+00
V77	5.48E+00	4.94E+00	3.63E+00
V78	4.48E+00	6.74E+00	3.92E+00
V79	3.94E+00	5.17E+00	6.14E+00
V80	1.01E+01	1.24E+01	9.73E+00
V81	1.70E+01	2.48E+01	1.69E+01
V82	4.93E+00	4.84E+00	1.33E-01
V83	7.54E+00	6.98E+00	2.16E+00
V84	3.76E+00	2.65E+00	1.70E+00
V85	2.83E+00	1.03E+01	8.73E+00
V86	1.08E+01	1.41E+01	1.08E+01
V87	1.06E+00	2.73E+00	3.11E+00
V88	5.79E+00	8.90E+00	7.72E+00
V89	7.53E+00	9.02E+00	2.17E+00
V90	3.16E+01	3.21E+01	1.78E+00
V91	1.07E+01	1.07E+01	2.14E+00
V92	2.52E+00	1.38E+00	2.70E+00
V93	4.25E+00	5.15E+00	3.23E+00
V94	2.02E+00	0.00E+00	2.02E+00
V95	5.24E+00	5.35E+00	1.10E+00
V96	3.28E+00	3.37E+00	1.66E+00
V97	2.89E+01	2.94E+01	1.46E+00
V98	3.25E+00	2.97E+00	1.38E+00
V99	9.26E+00	9.92E+00	1.52E+00
V100	1.31E+01	1.70E+01	1.15E+01
