Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	136	93	7	0	18	59	58	2	4	58	1	36	0	0	45	42	0	1	0	8
V2	14	167	1	0	32	0	71	0	0	0	0	71	3	0	0	0	14	0	0	0
V3	24	61	3	5	120	0	16	6	19	0	44	13	5	0	8	5	18	0	0	2
V4	73	0	20	6	38	27	0	9	9	18	44	1	3	1	12	21	8	0	0	0
V5	11	75	81	75	0	2	25	1	0	0	0	26	17	38	0	0	6	4	0	0
V6	2	10	9	16	3	10	14	10	0	23	0	0	0	0	2	6	0	0	0	0
V7	12	145	213	52	12	0	69	0	7	26	1	64	15	0	0	0	6	1	10	2
V8	99	2	1	13	0	5	0	2	0	5	0	5	1	0	0	0	0	0	21	5
V9	4	20	4	5	0	0	16	9	0	1	1	5	2	0	0	0	5	0	0	0
V10	0	0	164	34	9	0	0	0	11	2	0	0	0	64	0	4	0	0	0	1
V11	14	1	56	125	30	39	0	6	0	25	10	0	46	0	0	0	4	0	0	1
V12	22	12	1	0	43	4	14	0	6	0	25	4	0	0	6	0	5	0	0	0
V13	0	30	12	3	2	0	7	6	0	7	9	5	0	0	0	1	11	0	0	0
V14	75	3	246	0	9	0	2	0	8	0	18	0	0	98	0	0	0	0	11	18
V15	5	32	10	0	2	11	13	22	0	2	11	0	4	5	3	0	3	0	0	3
V16	107	28	56	0	63	4	10	13	7	0	0	9	0	0	1	9	0	0	18	16
V17	0	28	12	5	10	12	2	5	4	18	7	11	0	0	0	2	10	3	0	0
V18	0	30	43	8	9	12	0	8	6	18	7	8	5	0	0	0	5	0	0	1
V19	14	7	118	0	0	23	0	0	0	18	1	0	0	56	12	1	0	0	0	7
V20	185	19	8	0	14	0	21	0	15	0	83	28	0	0	6	57	0	0	9	14
V21	24	21	0	4	0	165	9	180	0	97	0	11	10	0	33	0	4	0	6	0
V22	57	22	0	17	0	32	11	52	20	16	0	9	7	0	56	0	0	1	0	1
V23	19	56	14	0	0	13	25	8	0	6	0	13	0	23	10	1	0	0	8	0
V24	31	95	0	67	11	0	70	0	32	0	0	36	37	0	0	0	0	0	0	0
V25	5	66	73	1	0	55	33	26	0	45	0	0	0	0	11	0	17	6	0	0
V26	9	1	3	21	20	0	0	0	0	0	11	0	22	0	4	0	0	0	1	0
V27	19	34	47	17	0	14	13	17	0	23	0	0	3	0	0	3	0	0	1	0
V28	25	57	0	0	0	9	35	0	0	0	0	4	2	0	0	0	10	0	13	0
V29	0	0	195	0	0	0	0	0	1	19	0	0	0	7	0	1	0	0	19	0
V30	46	11	29	0	109	0	8	44	28	0	99	11	0	0	0	61	0	0	0	11
V31	42	14	64	0	17	0	10	2	6	3	15	0	0	0	0	0	0	0	6	0
V32	45	42	37	19	12	16	2	0	0	12	2	0	11	0	0	8	9	4	31	0
V33	31	0	107	0	93	3	0	36	20	9	51	0	0	0	22	0	0	0	0	0
V34	27	31	65	7	69	8	35	21	19	0	38	2	0	0	15	0	0	13	0	0
V35	0	3	10	45	0	29	0	29	18	2	0	0	15	0	3	0	2	0	0	2
V36	37	34	35	0	29	24	16	21	14	20	4	0	1	11	13	15	8	0	4	0
V37	0	55	0	16	0	22	35	26	8	30	0	9	13	0	0	0	5	1	0	0
V38	172	0	24	8	12	12	0	14	0	1	5	0	0	0	2	0	0	0	0	11
V39	10	7	28	0	10	43	0	10	7	21	9	0	0	0	0	0	0	0	13	0
V40	90	3	44	35	0	3	0	18	0	15	0	0	25	2	11	0	0	0	4	1
V41	54	2	1	6	8	17	0	34	1	24	0	0	0	0	0	1	0	6	0	0
V42	2	9	6	38	0	0	14	0	2	0	0	0	17	0	0	0	1	39	2	0
V43	55	17	0	11	1	0	6	0	0	0	4	2	3	0	2	0	0	0	17	3
V44	33	4	35	1	2	0	1	4	5	0	13	0	0	0	0	0	4	0	0	24
V45	5	0	0	14	150	29	1	0	28	0	31	0	14	0	0	0	5	5	0	4
V46	122	0	144	9	5	59	4	37	0	60	0	0	0	1	19	0	3	0	11	8
V47	15	14	0	0	3	4	25	0	3	0	10	3	1	0	2	0	0	0	0	3
V48	32	25	34	22	0	28	34	4	0	45	0	4	10	0	0	2	0	21	12	13
V49	32	4	6	0	20	0	3	5	4	0	33	2	0	0	9	21	0	0	0	12
V50	5	23	189	0	5	0	12	0	1	0	2	1	0	57	0	3	0	0	20	0
V51	0	14	0	18	0	24	14	8	0	18	0	16	1	1	25	1	3	1	0	0
V52	2	56	34	12	0	0	21	0	19	0	0	26	17	0	0	0	0	0	0	0
V53	0	59	3	2	37	25	25	23	29	15	31	6	6	0	0	0	7	3	0	0
V54	52	89	21	0	0	53	43	44	0	35	1	0	2	46	0	0	24	1	0	0
V55	108	61	49	5	0	0	39	0	0	0	0	38	17	0	0	0	0	2	0	21
V56	17	11	0	0	22	0	5	1	10	0	11	0	0	0	0	0	10	0	0	0
V57	38	0	96	290	104	0	0	0	107	0	21	0	106	0	0	0	0	21	0	1
V58	63	51	55	0	0	25	33	6	0	0	9	22	0	3	0	0	27	0	6	0
V59	63	4	3	7	0	0	0	0	19	10	0	0	4	0	0	13	0	0	21	0
V60	0	52	29	69	88	2	53	11	20	16	49	15	26	0	31	23	10	0	0	0
V61	3	5	0	24	0	4	8	33	21	15	0	10	18	0	0	0	5	2	0	0
V62	125	0	3	142	3	0	4	0	101	0	0	0	49	0	0	0	0	16	0	0
V63	79	86	0	41	0	5	41	0	9	5	0	26	8	0	0	0	14	0	0	0
V64	0	2	0	11	0	3	1	4	23	4	0	0	15	0	0	2	0	6	0	0
V65	21	16	8	21	0	43	0	6	11	44	16	1	9	0	10	15	7	0	0	0
V66	19	7	9	52	2	0	2	0	28	0	0	0	32	0	0	3	0	0	0	0
V67	5	4	3	44	4	0	6	0	4	0	0	13	24	0	0	0	1	12	0	0
V68	76	152	0	0	0	0	83	0	0	0	4	69	0	0	0	0	5	4	0	0
V69	206	8	1	34	0	0	5	0	7	0	0	7	5	0	0	5	2	0	0	2
V70	4	47	0	0	2	0	8	0	0	0	1	59	0	0	0	0	4	0	0	0
V71	9	0	0	22	5	0	0	0	16	0	5	0	4	0	0	0	0	0	0	2
V72	80	1	3	32	54	0	5	0	37	1	22	0	7	0	0	0	5	18	0	0
V73	16	20	251	0	0	3	4	46	6	32	37	1	0	0	2	33	0	0	0	11
V74	25	98	15	0	69	1	41	4	11	0	66	23	0	0	0	0	8	11	0	0
V75	128	7	16	37	17	3	0	6	13	23	27	1	9	5	0	9	4	3	11	8
V76	0	61	3	12	0	0	17	0	22	0	0	6	10	0	0	0	0	9	0	0
V77	13	7	0	279	0	158	15	114	109	83	0	9	103	0	0	0	0	0	0	0
V78	14	228	28	0	74	0	77	0	17	0	33	132	0	0	0	0	0	39	0	0
V79	0	46	0	2	0	35	17	6	0	37	14	11	2	0	34	5	0	0	0	1
V80	19	1	0	15	0	7	0	0	1	9	10	0	8	2	8	0	0	0	24	0
V81	2	2	30	22	117	2	4	19	82	0	47	0	31	0	0	0	0	0	0	1
V82	95	17	15	3	4	0	0	0	5	0	0	0	5	0	0	0	0	0	36	6
V83	3	6	0	0	37	22	10	40	10	22	7	0	0	1	22	0	5	0	12	0
V84	0	25	0	0	0	0	3	0	0	0	0	0	5	0	0	2	0	8	0	0
V85	3	80	0	6	0	23	14	22	10	19	0	13	5	0	0	0	21	8	0	0
V86	95	0	89	15	0	8	0	23	4	0	0	0	0	0	4	0	0	3	39	0
V87	36	259	0	6	1	18	73	45	0	19	5	69	3	0	0	0	6	0	0	3
