Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	141	107	6	11	0	5	28	43	0	14	0	14	17	0	0	0
V2	0	190	72	0	0	0	17	25	5	0	5	13	0	0	2	4
V3	0	0	4	105	0	8	11	0	0	27	0	0	25	0	0	0
V4	1	0	0	8	5	0	0	10	8	0	0	0	0	0	0	0
V5	17	129	1	46	0	0	0	134	5	0	8	0	0	0	0	0
V6	47	173	79	73	0	0	25	16	12	8	117	20	23	67	2	0
V7	60	0	0	42	14	0	18	16	64	2	39	1	7	3	9	0
V8	1	17	404	52	12	108	2	0	10	0	0	0	0	0	0	0
V9	13	107	14	109	14	0	0	4	6	0	0	0	8	0	0	0
V10	40	9	10	13	2	51	40	0	0	6	0	8	19	0	0	9
V11	19	0	1	16	0	0	0	0	0	0	0	0	0	0	0	2
V12	0	68	19	9	2	0	22	54	0	0	0	0	3	5	0	2
V13	51	1	5	89	2	0	2	0	3	0	9	0	0	0	5	2
V14	197	332	7	66	0	0	37	61	0	0	12	0	0	143	0	0
V15	8	32	41	0	42	54	7	0	34	7	0	0	0	34	10	0
V16	10	3	1	4	0	2	24	0	0	5	0	7	0	0	6	0
V17	0	119	15	117	0	7	0	2	25	0	31	6	7	0	0	0
V18	24	42	6	86	0	0	6	0	2	3	8	9	0	29	0	0
V19	6	31	31	4	62	41	10	0	9	8	0	0	0	0	0	6
V20	0	179	7	117	0	32	0	147	0	0	15	0	17	1	0	13
V21	11	114	17	2	0	30	2	67	0	2	0	0	0	0	0	0
V22	0	1	0	64	7	0	15	0	2	23	25	0	22	0	0	0
V23	0	12	29	4	6	48	22	2	0	14	0	8	35	0	0	0
V24	0	10	17	69	1	0	0	0	0	18	0	0	17	0	0	0
V25	3	288	1	17	5	0	24	159	0	0	7	25	0	0	0	13
V26	173	0	36	65	236	36	10	6	90	18	30	6	0	0	0	3
V27	0	103	8	24	28	0	1	1	13	0	0	0	0	11	24	15
V28	9	15	55	37	62	36	14	0	55	0	0	20	17	2	0	10
V29	24	97	21	19	0	28	0	18	0	0	0	0	0	26	0	8
V30	0	134	0	1	0	0	6	189	1	0	0	0	7	0	0	0
V31	126	1	70	14	40	35	1	0	0	0	0	0	0	0	0	0
V32	13	84	0	0	86	7	55	12	6	16	0	4	29	13	9	3
V33	21	64	34	0	9	0	15	0	8	0	0	14	0	0	0	0
V34	0	75	3	61	11	11	4	54	8	6	0	0	0	10	0	7
V35	53	112	39	138	2	19	34	32	0	38	0	10	0	0	0	4
V36	0	23	0	9	0	0	4	31	0	0	9	0	0	8	0	3
V37	31	22	1	7	34	0	11	0	8	0	0	0	0	0	0	0
V38	122	0	6	0	0	27	0	11	17	11	0	13	38	3	0	0
V39	0	110	0	64	7	42	10	39	41	0	0	0	9	0	0	9
V40	47	77	4	0	5	0	15	44	0	4	0	0	0	0	0	0
V41	0	23	3	92	223	66	56	0	113	36	0	60	20	0	0	21
V42	98	44	111	48	13	0	5	0	27	14	0	0	3	0	0	0
V43	11	0	81	32	0	20	0	7	3	0	0	0	0	0	0	0
V44	89	3	1	0	0	0	44	0	0	0	0	0	0	0	0	0
V45	142	0	0	189	15	69	22	45	15	26	54	10	7	0	2	0
V46	0	35	213	15	96	95	0	0	17	0	0	0	0	0	0	0
V47	45	11	5	40	0	0	4	8	0	33	36	1	6	0	0	0
V48	23	8	40	63	0	43	62	4	0	7	0	20	0	0	0	0
V49	0	0	26	101	0	1	2	3	11	25	60	0	16	0	0	0
V50	216	108	195	7	21	55	29	0	1	2	0	0	0	47	0	0
V51	2	19	55	3	0	37	38	1	0	0	0	0	0	0	0	0
V52	27	12	22	8	110	0	0	0	42	14	15	11	0	0	0	36
V53	0	12	0	9	26	1	194	0	43	69	0	60	20	0	34	0
V54	0	3	2	0	0	4	0	0	0	9	0	0	2	0	0	0
V55	0	9	19	13	5	0	3	8	6	4	4	8	1	8	14	5
V56	37	0	0	8	23	0	0	5	8	0	3	3	0	0	5	0
V57	280	40	0	10	6	3	31	4	39	20	0	20	28	4	0	0
V58	38	117	28	0	2	0	13	16	0	31	0	22	41	0	0	0
V59	3	0	64	104	21	35	0	0	19	24	0	0	0	17	12	0
V60	12	30	23	57	27	35	24	28	0	10	0	21	0	12	0	2
V61	0	33	0	43	0	0	12	2	7	0	0	0	3	0	0	0
V62	0	95	118	11	0	143	84	28	0	44	0	3	46	0	6	0
V63	74	43	37	0	62	0	5	44	14	0	0	0	6	0	8	0
V64	45	2	51	37	10	12	0	10	8	0	0	0	0	0	0	0
V65	11	0	39	1	0	4	7	22	13	2	0	0	0	0	0	1
V66	28	0	0	131	18	10	140	0	8	50	8	4	56	0	2	7
V67	0	22	16	6	11	19	0	0	30	3	0	0	0	0	0	10
V68	0	45	29	40	5	58	111	16	10	78	9	0	6	8	0	0
V69	97	167	43	31	0	12	102	0	0	18	15	0	23	70	0	0
V70	0	0	3	2	14	19	0	2	0	2	0	5	0	0	0	4
V71	3	5	1	41	0	0	4	9	7	1	14	0	0	0	3	0
V72	4	4	31	0	0	0	0	0	0	5	0	0	8	0	3	0
V73	107	18	17	9	42	0	0	0	22	0	0	12	0	0	0	0
V74	92	0	1	165	2	0	17	57	0	29	18	7	0	0	0	1
V75	77	7	0	0	209	0	67	5	165	43	0	56	0	0	13	0
V76	2	1	56	1	14	55	68	26	17	31	0	8	0	0	0	0
V77	7	15	341	7	3	144	0	0	0	0	0	0	0	0	0	0
V78	0	9	218	0	15	43	0	0	2	0	0	0	0	0	0	0
V79	0	0	217	203	17	72	6	9	0	0	0	0	0	29	0	0
V80	63	13	50	85	69	70	16	0	3	0	8	0	3	0	28	5
V81	0	0	19	1	0	0	5	0	1	0	3	0	0	0	4	0
V82	3	0	26	1	7	26	5	0	0	0	0	0	0	0	0	1
V83	101	8	55	25	0	27	0	0	0	0	0	0	0	0	0	0
V84	2	0	0	15	18	0	1	0	19	5	3	0	0	0	3	0
V85	26	37	107	6	1	0	0	6	4	0	0	3	0	19	16	0
V86	3	9	3	55	16	40	0	0	18	3	0	0	0	0	0	9
V87	38	56	30	1	0	11	0	22	0	0	0	0	3	0	0	0
V88	50	30	6	0	33	0	0	0	0	2	0	0	0	7	0	0
V89	164	99	0	0	8	0	0	42	0	0	0	0	0	34	0	0
V90	1	31	0	5	0	15	0	0	8	0	0	18	6	0	0	0
