Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V18	7.88E+00	2.67E+00	6.67E-01	5.40E+00	9.71E-01	3.27E+00	6.45E+00	3.68E+00	1.89E+00	4.27E-01	5.86E-01	4.57E+00	2.01E+00	6.18E+00
V19	5.42E+00	1.15E+00	2.91E+00	5.42E-01	7.59E+00	3.21E+00	2.91E+00	2.87E+00	2.36E+00	5.37E+00	4.29E+00	3.67E+00	3.04E+00	8.06E-01
V20	3.46E+01	5.62E-01	1.69E+00	1.10E+01	2.67E-01	1.02E+00	3.66E+01	4.49E+00	1.16E+00	2.13E-01	2.84E+00	6.97E+00	3.35E+00	1.01E+01
V21	2.46E+01	1.78E+00	4.21E+00	3.48E-01	0.00E+00	1.50E+00	2.38E+01	1.36E+00	4.74E+00	6.40E-01	1.69E+00	2.43E+01	1.42E+00	3.00E-01
V22	2.21E-01	0.00E+00	0.00E+00	9.71E+00	1.78E+00	4.78E+00	0.00E+00	6.35E+00	1.09E+00	9.78E-01	5.25E+00	4.00E-01	3.84E+00	1.09E+01
V23	2.99E+00	2.21E-01	2.97E+00	8.83E-01	1.03E+00	8.42E+00	2.16E+00	7.73E+00	2.95E+00	1.70E+00	9.70E+00	3.44E+00	1.65E+00	9.43E-01
V24	1.95E+00	0.00E+00	2.49E+00	9.55E+00	0.00E+00	1.89E+00	1.00E+00	2.76E+00	2.77E+00	3.06E-01	2.37E+00	1.42E+00	2.86E+00	8.40E+00
V25	3.54E+01	7.77E-01	2.13E-01	3.17E+00	9.80E-01	3.96E+00	3.60E+01	2.50E+00	2.00E-01	1.35E+00	4.70E+00	7.07E+00	2.57E+00	2.35E+00
V26	1.63E+00	4.25E+00	4.64E+00	7.05E+00	2.29E+01	3.24E+00	1.35E+00	3.09E+00	3.85E+00	2.00E+01	4.41E+00	2.84E+00	4.87E+00	7.78E+00
V27	1.63E+01	8.95E-01	1.55E+00	4.22E+00	5.70E+00	1.30E+00	1.36E+01	4.67E-01	1.33E+00	4.65E+00	3.42E-01	1.07E+01	4.50E+00	5.54E+00
V28	3.54E+00	1.86E+00	5.28E+00	3.80E+00	1.15E+01	3.10E+00	3.20E+00	4.11E+00	8.75E+00	1.15E+01	3.59E+00	3.56E+00	6.24E+00	5.30E+00
V29	1.40E+01	3.11E+00	3.68E+00	3.20E+00	5.96E-01	0.00E+00	1.55E+01	8.97E-01	5.15E+00	8.54E-01	2.18E+00	7.25E+00	1.09E+00	3.31E+00
V30	3.27E+01	0.00E+00	0.00E+00	2.67E-01	1.00E-01	2.38E+00	3.88E+01	2.15E+00	0.00E+00	4.33E-01	3.44E+00	2.98E+01	3.00E-01	3.42E-01
V31	4.33E-01	2.70E+00	7.05E+00	2.00E+00	6.27E+00	7.16E-01	5.43E-01	7.00E-01	6.95E+00	4.21E+00	8.19E-01	6.00E-01	4.39E+00	1.80E+00
V32	9.99E+00	1.55E+00	7.90E-01	8.23E-01	7.99E+00	1.28E+01	1.19E+01	1.12E+01	1.61E+00	7.11E+00	9.96E+00	3.11E+00	4.63E+00	1.14E+00
V33	1.17E+01	2.25E+00	2.61E+00	0.00E+00	2.03E+00	1.93E+00	6.52E+00	1.25E+00	1.61E+00	1.90E+00	1.99E+00	1.00E+01	8.23E-01	0.00E+00
V34	1.41E+01	7.48E-01	1.11E+00	2.91E+00	2.38E+00	2.11E+00	1.59E+01	1.46E+00	0.00E+00	4.05E+00	1.59E+00	1.14E+01	2.76E+00	1.00E+00
V35	1.54E+01	2.79E+00	4.69E+00	1.06E+01	4.58E-01	6.83E+00	1.44E+01	6.65E+00	5.67E+00	6.00E-01	9.74E+00	9.50E+00	1.96E+00	1.18E+01
V36	6.97E+00	4.58E-01	0.00E+00	1.71E+00	0.00E+00	1.15E+00	7.48E+00	7.18E-01	0.00E+00	6.46E-01	1.23E+00	2.26E+00	2.18E+00	4.00E-01
V37	4.47E+00	2.43E+00	2.13E-01	1.06E+00	4.32E+00	1.13E+00	2.30E+00	1.17E+00	4.76E-01	3.46E+00	1.54E+00	5.84E+00	2.43E+00	8.46E-01
V38	2.23E+00	4.27E+00	2.59E+00	1.33E-01	2.60E+00	5.84E+00	2.31E+00	5.28E+00	4.63E+00	2.16E+00	4.87E+00	2.67E+00	6.00E+00	6.96E-01
V39	2.09E+01	0.00E+00	3.70E+00	9.07E+00	4.30E+00	2.91E+00	1.85E+01	2.82E+00	6.55E+00	6.87E+00	2.62E+00	1.09E+01	6.98E+00	7.50E+00
V40	1.70E+01	4.62E+00	3.96E-01	0.00E+00	7.49E-01	2.00E+00	1.38E+01	1.29E+00	2.00E-01	5.93E-01	1.59E+00	1.78E+01	6.00E-01	2.00E-01
V41	6.56E+00	0.00E+00	5.70E+00	8.56E+00	4.49E+01	1.19E+01	5.04E+00	1.20E+01	1.18E+01	4.19E+01	1.36E+01	5.94E+00	1.41E+01	1.84E+01
V42	6.47E+00	3.67E+00	7.26E+00	2.80E+00	4.20E+00	1.99E+00	5.93E+00	2.51E+00	8.36E+00	3.86E+00	1.02E+00	9.19E+00	2.84E+00	1.34E+00
V43	1.29E+00	1.13E+00	1.15E+01	2.64E+00	9.55E-01	0.00E+00	1.43E+00	0.00E+00	1.04E+01	4.23E-01	6.99E-01	7.00E-01	2.31E+00	3.70E+00
V44	7.00E-01	1.65E+00	3.33E-01	0.00E+00	0.00E+00	6.11E+00	2.00E-01	5.66E+00	0.00E+00	0.00E+00	6.21E+00	8.97E-01	4.00E-01	0.00E+00
V45	6.55E+00	6.82E+00	3.19E+00	2.43E+01	3.71E+00	6.84E+00	6.33E+00	5.80E+00	5.48E+00	5.20E+00	6.93E+00	9.56E+00	5.57E+00	2.62E+01
V46	6.70E+00	0.00E+00	1.66E+01	2.45E+00	1.53E+01	1.78E+00	3.96E+00	1.00E-01	1.65E+01	1.53E+01	5.00E-01	5.33E+00	5.30E+00	4.86E+00
V47	3.38E+00	3.04E+00	6.05E-01	9.06E+00	4.00E-01	4.25E+00	3.19E+00	6.01E+00	8.36E-01	1.59E+00	3.36E+00	5.73E+00	3.63E+00	9.91E+00
V48	3.20E+00	2.93E+00	8.06E+00	9.75E+00	0.00E+00	7.88E+00	1.87E+00	5.45E+00	7.32E+00	3.48E+00	6.01E+00	5.33E+00	7.51E+00	8.94E+00
V49	6.99E-01	0.00E+00	3.38E+00	8.85E+00	1.73E+00	3.28E+00	6.05E-01	6.31E+00	4.53E+00	1.30E+00	5.17E+00	3.42E-01	7.81E+00	6.69E+00
V50	1.82E+01	5.86E+00	1.58E+01	1.99E+00	3.82E+00	4.23E+00	1.42E+01	5.34E+00	1.62E+01	5.03E+00	4.39E+00	1.76E+01	2.45E+00	1.43E+00
V51	2.95E+00	4.33E-01	3.05E+00	5.54E-01	0.00E+00	5.85E+00	3.35E+00	5.57E+00	3.50E+00	0.00E+00	5.20E+00	2.85E+00	1.03E+00	0.00E+00
V52	3.10E+00	2.20E+00	3.07E+00	2.92E+00	1.68E+01	3.18E+00	0.00E+00	1.20E+00	3.91E+00	1.73E+01	2.34E+00	4.13E+00	9.15E+00	2.39E+00
V53	4.50E+00	4.94E-01	5.47E-01	3.36E+00	1.04E+01	3.33E+01	5.46E+00	2.75E+01	4.42E-01	9.68E+00	3.78E+01	5.00E+00	2.37E+00	3.25E+00
V54	7.00E-01	0.00E+00	8.00E-01	0.00E+00	0.00E+00	1.42E+00	4.76E-01	1.80E+00	1.70E+00	0.00E+00	7.77E-01	1.00E-01	2.13E-01	0.00E+00
V55	2.70E+00	7.61E-01	2.19E+00	2.74E+00	2.96E+00	1.29E+00	3.28E+00	1.66E+00	2.53E+00	2.32E+00	1.76E+00	2.87E+00	1.70E+00	3.97E+00
V56	8.95E-01	2.20E+00	0.00E+00	1.45E+00	4.49E+00	7.89E-01	2.00E-01	0.00E+00	0.00E+00	4.81E+00	0.00E+00	1.86E+00	1.41E+00	1.50E+00
V57	8.87E+00	5.26E+00	7.12E-01	1.65E+00	4.74E+00	1.10E+01	8.41E+00	9.15E+00	1.69E+00	5.72E+00	1.09E+01	7.84E+00	3.18E+00	3.02E+00
V58	1.79E+01	5.82E+00	2.91E+00	2.13E-01	1.81E+00	8.85E+00	1.81E+01	7.44E+00	2.71E+00	1.80E+00	9.45E+00	2.68E+01	1.28E+00	7.67E-01
V59	8.00E-01	1.39E+00	8.68E+00	1.63E+01	5.40E+00	2.68E+00	9.45E-01	3.16E+00	7.30E+00	4.13E+00	2.36E+00	9.64E-01	4.18E+00	1.75E+01
V60	8.93E+00	2.16E+00	2.39E+00	3.86E+00	4.81E+00	5.81E+00	1.09E+01	3.74E+00	1.41E+00	4.38E+00	6.60E+00	8.39E+00	7.27E-01	3.34E+00
V61	5.00E+00	0.00E+00	0.00E+00	3.55E+00	7.02E-01	1.80E+00	5.79E+00	1.44E+00	0.00E+00	8.27E-01	1.92E+00	4.53E+00	2.09E+00	3.20E+00
V62	1.65E+01	0.00E+00	1.48E+01	1.83E+00	4.82E-01	1.72E+01	1.52E+01	2.06E+01	1.49E+01	9.89E-01	2.12E+01	1.32E+01	2.29E+00	2.41E+00
V63	1.14E+01	5.85E+00	4.34E+00	5.97E-01	6.03E+00	1.61E+00	1.06E+01	1.15E+00	4.09E+00	4.33E+00	6.29E-01	1.22E+01	3.00E+00	2.00E-01
V64	2.05E+00	1.93E+00	5.31E+00	3.86E+00	2.73E+00	0.00E+00	2.27E+00	6.40E-01	6.09E+00	3.18E+00	0.00E+00	1.20E+00	4.37E+00	2.00E+00
V65	2.53E+00	1.30E+00	5.25E+00	2.60E-01	2.19E+00	1.39E+00	3.22E+00	1.18E+00	4.65E+00	2.27E+00	8.33E-01	3.58E+00	5.17E-01	0.00E+00
V66	1.33E-01	4.20E+00	1.70E+00	1.56E+01	3.79E+00	2.67E+01	7.00E-01	2.39E+01	2.07E+00	7.25E+00	2.30E+01	3.06E-01	7.16E+00	1.46E+01
V67	2.95E+00	3.14E-01	2.01E+00	8.94E-01	6.51E+00	1.13E+00	3.32E+00	7.06E-01	1.83E+00	5.79E+00	1.35E+00	3.33E+00	3.68E+00	1.90E+00
V68	8.92E+00	6.84E-01	6.14E+00	3.47E+00	2.60E+00	2.29E+01	8.74E+00	2.01E+01	4.93E+00	3.84E+00	2.11E+01	7.75E+00	2.25E+00	1.76E+00
V69	2.50E+01	4.85E+00	6.04E+00	5.38E+00	0.00E+00	1.38E+01	2.71E+01	1.34E+01	3.44E+00	0.00E+00	1.23E+01	2.95E+01	3.12E+00	7.95E+00
V70	2.00E-01	0.00E+00	1.19E+00	6.50E-01	2.62E+00	8.31E-01	8.59E-01	1.62E+00	8.03E-01	3.01E+00	5.16E-01	3.42E-01	2.41E+00	7.90E-01
V71	2.03E+00	1.02E+00	2.67E-01	6.57E+00	9.33E-01	1.31E+00	2.20E+00	8.72E-01	5.00E-01	1.08E+00	5.12E-01	2.02E+00	1.05E+00	7.81E+00
V72	7.33E-01	4.82E-01	3.61E+00	4.42E-01	1.00E-01	1.40E+00	4.73E-01	1.36E+00	3.65E+00	0.00E+00	4.82E-01	4.16E-01	1.03E+00	3.00E-01
V73	3.69E+00	3.23E+00	1.29E+00	7.90E-01	6.89E+00	9.43E-01	8.00E-01	2.00E-01	1.05E+00	7.80E+00	0.00E+00	3.73E+00	1.81E+00	1.90E+00
V74	4.59E+00	5.29E+00	3.79E-01	1.81E+01	4.27E-01	5.43E+00	7.67E+00	4.60E+00	4.80E+00	2.99E+00	5.16E+00	1.14E+01	2.40E+00	1.83E+01
V75	3.92E+00	4.95E+00	0.00E+00	3.40E-01	4.10E+01	1.59E+01	3.92E+00	9.10E+00	0.00E+00	3.98E+01	1.28E+01	8.07E+00	3.75E+00	2.77E+00
V76	2.99E+00	4.22E-01	5.09E+00	3.06E-01	3.92E+00	7.58E+00	3.72E+00	9.32E+00	5.47E+00	3.52E+00	1.16E+01	2.75E+00	1.70E+00	1.48E+00
V77	2.68E+00	8.33E-01	2.33E+01	8.83E-01	1.37E+00	1.23E+00	1.79E+00	1.17E+00	2.68E+01	0.00E+00	2.15E+00	2.42E+00	4.87E+00	0.00E+00
V78	1.65E+00	0.00E+00	2.71E+01	0.00E+00	2.70E+00	6.05E-01	1.50E+00	5.97E-01	2.72E+01	1.55E+00	1.33E-01	1.20E+00	3.69E+00	0.00E+00
V79	3.66E+00	1.54E+00	1.98E+01	2.59E+01	1.73E+00	7.30E-01	2.60E+00	3.68E+00	2.10E+01	6.96E-01	4.61E+00	2.25E+00	6.84E+00	2.69E+01
V80	1.49E+00	2.46E+00	6.52E+00	1.03E+01	7.39E+00	3.05E+00	2.59E+00	3.77E+00	5.89E+00	5.39E+00	3.72E+00	5.21E+00	5.60E+00	1.09E+01
V81	0.00E+00	0.00E+00	2.62E+00	8.33E-01	5.81E-01	7.00E-01	0.00E+00	1.09E+00	2.43E+00	4.67E-01	6.99E-01	0.00E+00	8.88E-01	8.27E-01
V82	0.00E+00	6.01E-01	2.54E+00	2.60E-01	7.00E-01	1.29E+00	0.00E+00	6.99E-01	1.63E+00	1.84E+00	1.04E+00	2.00E-01	1.50E+00	2.00E-01
V83	1.92E+00	2.43E+00	6.31E+00	4.45E+00	4.27E-01	0.00E+00	1.76E+00	0.00E+00	5.06E+00	5.17E-01	1.00E-01	1.27E+00	1.59E+00	4.23E+00
V84	0.00E+00	6.37E-01	0.00E+00	2.10E+00	5.08E+00	1.38E+00	0.00E+00	4.00E-01	0.00E+00	6.07E+00	1.49E+00	5.17E-01	0.00E+00	2.07E+00
V85	6.09E+00	1.94E+00	1.25E+01	2.19E+00	1.37E+00	9.91E-01	7.46E+00	0.00E+00	1.17E+01	1.81E+00	0.00E+00	4.37E+00	2.89E+00	9.00E-01
V86	1.72E+00	8.16E-01	1.78E+00	6.61E+00	5.46E+00	7.34E-01	1.94E+00	1.27E+00	5.00E-01	4.84E+00	1.31E+00	1.62E+00	2.47E+00	6.04E+00
V87	7.52E+00	2.86E+00	1.74E+00	1.63E-01	3.00E-01	0.00E+00	1.15E+01	1.41E+00	1.90E+00	0.00E+00	1.19E+00	9.97E+00	2.45E+00	8.03E-01
V88	5.05E+00	4.82E+00	7.75E-01	3.00E-01	5.16E+00	1.53E-01	2.39E+00	0.00E+00	3.06E-01	4.91E+00	6.00E-01	8.52E+00	1.84E+00	1.00E-01
V89	1.95E+01	1.58E+01	0.00E+00	1.04E+00	1.19E+00	0.00E+00	2.38E+01	0.00E+00	0.00E+00	1.62E+00	1.21E+00	3.32E+01	1.18E+00	1.16E+00
V90	6.14E+00	2.13E-01	1.38E+00	5.73E-01	1.36E+00	2.38E+00	5.64E+00	1.93E+00	3.19E+00	1.70E+00	1.29E+00	6.17E+00	5.54E-01	1.71E+00
V91	6.24E+00	2.42E+00	0.00E+00	1.64E+00	8.29E+00	6.21E+00	7.03E+00	5.66E+00	0.00E+00	4.56E+00	5.54E+00	8.08E+00	3.30E+00	2.78E+00
V92	4.07E-01	3.66E+00	1.70E+00	4.72E+00	6.07E+00	3.64E+00	3.00E-01	2.59E+00	2.90E+00	6.89E+00	2.74E+00	9.60E-01	5.31E+00	3.64E+00
V93	4.26E+00	7.92E-01	8.44E-01	0.00E+00	3.42E-01	4.33E+00	4.44E+00	3.92E+00	7.00E-01	1.51E+00	2.05E+00	3.36E+00	0.00E+00	0.00E+00
V94	4.29E+00	1.92E+00	2.05E+00	3.13E+00	6.29E+00	1.80E+01	4.06E+00	1.49E+01	4.26E+00	5.71E+00	2.14E+01	6.18E+00	3.56E+00	5.35E+00
V95	3.03E+00	1.55E+00	6.00E-01	1.57E+00	4.58E+00	6.50E+00	2.00E+00	3.64E+00	9.69E-01	4.60E+00	5.02E+00	3.86E+00	1.51E+00	2.23E+00
V96	1.19E+00	3.27E+00	4.47E-01	9.87E+00	0.00E+00	2.29E+00	2.10E+00	3.18E+00	1.09E+00	2.70E+00	3.11E+00	3.92E+00	1.56E+00	1.16E+01
V97	1.62E+01	8.68E+00	1.60E+00	1.00E-01	1.21E+01	9.00E-01	0.00E+00	3.42E-01	3.18E+00	1.16E+01	9.89E-01	1.85E+01	5.63E+00	3.00E-01
V98	1.92E+00	3.87E+00	1.80E+01	4.33E-01	5.90E+00	2.03E+00	6.00E-01	2.09E+00	1.81E+01	5.77E+00	3.52E+00	5.28E+00	3.11E+00	3.00E-01
V99	2.73E+00	2.11E+00	9.77E+00	5.06E+00	3.07E-01	0.00E+00	2.66E+00	5.12E-01	1.01E+01	2.00E-01	8.60E-01	2.99E+00	3.59E+00	6.72E+00
V100	5.12E-01	5.84E+00	4.32E+00	2.37E+01	5.29E+00	1.10E+00	1.35E+00	2.76E+00	5.26E+00	5.86E+00	1.88E+00	1.80E+00	7.71E+00	2.53E+01
