Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	35	1	14	25	37	0	25	14	18	3	13	5	0	0
V2	8	81	8	0	0	5	37	10	0	7	0	1	6	0
V3	57	18	5	1	16	67	13	0	1	7	3	1	5	0
V4	149	104	0	1	2	28	9	0	0	13	0	0	0	29
V5	11	7	10	48	20	0	81	44	4	0	41	0	0	0
V6	0	0	0	13	21	17	23	22	1	0	0	0	0	0
V7	0	0	41	2	0	7	4	0	0	5	0	0	0	0
V8	0	7	1	8	0	18	15	50	2	3	16	11	0	0
V9	0	0	24	3	6	10	41	3	11	4	0	16	0	0
V10	0	116	0	8	106	0	21	0	3	0	11	1	30	7
V11	78	15	21	20	0	7	0	0	13	33	0	3	26	0
V12	57	13	69	3	0	18	7	12	11	0	0	32	0	0
V13	8	13	19	7	0	6	4	9	17	10	0	16	0	0
V14	179	20	8	29	0	41	0	0	12	120	29	4	20	0
V15	0	121	0	0	0	17	0	3	0	0	0	5	0	73
V16	79	72	111	76	9	2	48	0	133	0	14	17	0	0
V17	148	9	7	2	1	21	7	163	1	16	0	0	0	5
V18	128	9	12	79	17	5	0	0	10	23	30	5	32	57
V19	7	93	23	39	0	3	2	0	17	7	0	5	0	8
V20	289	180	2	7	0	3	6	0	5	31	0	6	19	2
V21	38	66	3	17	83	9	9	25	0	28	115	3	84	0
V22	58	81	8	13	0	0	27	0	6	2	2	10	26	0
V23	35	9	10	2	3	8	1	21	5	20	0	0	0	0
V24	603	46	1	32	0	30	0	123	0	53	13	0	0	34
V25	30	17	28	0	31	7	14	0	11	10	0	36	0	0
V26	140	109	0	34	13	29	18	22	0	11	4	3	57	0
V27	33	118	24	0	4	0	8	6	20	7	2	6	0	4
V28	25	4	22	112	278	10	106	0	11	38	97	7	40	0
V29	71	0	2	53	130	17	275	0	1	0	0	0	0	0
V30	34	169	1	7	0	9	0	40	1	5	2	0	0	24
V31	505	10	24	3	110	111	40	26	18	0	11	4	22	0
V32	10	190	0	4	4	0	0	0	0	2	0	3	0	44
V33	95	102	25	1	0	3	0	0	31	0	4	6	0	29
V34	1	0	3	11	103	0	1	0	0	0	6	0	2	6
V35	0	47	5	30	17	18	41	0	9	0	29	15	29	2
V36	10	180	0	110	6	0	3	0	0	30	79	9	0	44
V37	4	6	14	24	0	24	0	0	8	15	35	0	0	0
V38	4	35	0	38	19	11	0	47	0	0	17	0	0	0
V39	2	67	32	35	0	1	0	0	10	4	16	12	1	27
V40	68	0	35	4	3	3	12	7	22	11	19	9	0	0
V41	106	0	59	30	175	0	0	8	29	2	7	27	0	8
V42	14	0	7	171	14	36	0	83	1	34	62	6	97	0
V43	11	17	6	49	1	0	6	0	16	14	28	0	33	0
V44	7	1	128	2	2	1	12	20	134	0	0	0	2	0
V45	14	18	65	3	2	2	0	8	32	6	0	37	0	2
V46	0	4	3	0	0	20	0	22	1	0	0	0	0	0
V47	143	17	126	22	41	0	32	0	37	10	0	34	3	65
V48	4	17	4	29	0	2	0	22	0	21	24	5	5	0
V49	119	21	3	0	0	20	0	1	0	21	5	2	0	1
V50	94	161	69	8	70	31	17	0	18	0	0	0	37	62
V51	97	0	6	151	27	18	0	18	1	18	15	3	69	4
V52	44	6	31	0	135	0	149	73	2	2	26	16	0	0
V53	0	0	0	39	12	0	10	0	1	2	7	0	22	0
V54	14	0	31	138	0	82	0	0	15	33	17	10	42	0
V55	69	166	32	39	0	47	0	53	10	0	10	27	30	9
V56	2	12	0	2	0	5	0	0	1	0	0	0	9	0
V57	0	74	16	14	0	0	0	0	4	0	10	16	10	0
V58	35	0	12	4	1	22	0	10	8	3	3	1	0	10
V59	7	8	16	5	27	0	9	25	8	6	1	4	0	0
V60	60	16	8	3	1	19	16	0	2	0	10	3	0	23
V61	108	9	26	2	16	33	27	6	21	10	0	10	0	3
V62	56	114	102	2	0	4	0	0	57	12	0	48	14	0
V63	96	9	28	66	1	4	6	11	7	0	67	0	5	0
V64	12	0	39	15	12	20	11	0	19	10	23	5	2	10
V65	185	41	56	0	0	58	0	48	43	14	7	53	0	0
V66	64	82	41	1	0	72	0	0	0	0	0	50	0	21
V67	48	8	3	7	79	0	160	22	8	2	16	3	0	0
V68	28	19	17	28	0	0	0	0	10	68	24	18	21	13
V69	0	169	5	20	0	0	0	0	1	3	4	0	36	13
V70	30	18	5	113	4	0	0	0	7	6	18	20	0	0
V71	65	4	9	1	10	45	41	0	5	7	3	1	0	0
V72	0	34	68	0	0	1	9	0	36	0	0	33	0	0
V73	104	3	20	0	31	1	24	0	0	42	1	2	3	56
V74	72	50	3	0	19	18	47	53	0	21	2	0	20	22
V75	153	0	0	7	1	11	14	44	0	24	14	0	24	25
V76	54	37	119	98	0	0	8	0	32	93	66	26	0	0
V77	126	41	85	13	4	3	5	0	40	51	2	59	0	0
V78	47	61	19	7	0	35	0	0	8	10	10	7	16	0
V79	20	91	0	5	36	1	29	40	4	9	3	0	0	0
V80	45	69	22	0	1	0	0	0	18	6	0	4	8	24
V81	0	117	81	5	3	1	0	10	74	7	1	0	0	30
