NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	161.595	56.919	51.522	41.969	0.374	0.89	20000.0
2	168.235	58.131	54.756	43.35	0.361	0.891	30000.0
3	175.969	60.25	58.368	46.623	0.374	0.876	40000.0
4	165.114	58.067	52.464	42.916	0.382	0.885	30000.0
5	172.63	59.164	60.329	46.179	0.364	0.871	20000.0
6	168.782	57.69	58.941	44.927	0.359	0.874	30000.0
7	170.021	59.816	56.299	44.259	0.375	0.869	30000.0
8	171.652	59.991	56.933	44.51	0.376	0.87	20000.0
9	167.269	57.664	58.396	45.063	0.362	0.87	20000.0
10	166.488	57.964	53.619	43.384	0.371	0.89	20000.0
