MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	2.00E-02	3.35E-03	2.45E-03	3.27E-02
1:Del:C:1	5.75E-03	7.69E-04	1.02E-03	9.45E-03
1:Del:C:2	2.28E-04	9.55E-05	8.02E-05	4.15E-04
1:Del:C:3	4.04E-03	7.45E-04	7.26E-04	4.09E-03
1:Del:C:4	6.39E-04	2.46E-04	2.46E-04	7.03E-04
1:Del:C:5	4.80E-04	4.52E-04	3.04E-04	1.81E-03
1:Del:T:0	6.24E-03	1.52E-03	1.08E-03	1.17E-02
1:Del:T:1	1.24E-03	2.86E-03	8.38E-04	2.35E-03
1:Del:T:2	5.40E-03	9.32E-04	6.31E-04	8.88E-03
1:Del:T:3	7.00E-03	2.11E-03	3.96E-04	9.70E-03
1:Del:T:4	5.68E-03	1.65E-03	8.31E-04	6.96E-03
1:Del:T:5	6.14E-03	3.41E-02	1.23E-02	8.08E-02
1:Ins:C:0	1.58E-08	1.63E-02	5.58E-08	2.03E-07
1:Ins:C:1	1.37E-04	5.72E-05	3.10E-09	1.71E-04
1:Ins:C:2	1.53E-04	7.94E-05	1.25E-04	9.60E-05
1:Ins:C:3	6.96E-05	2.13E-05	6.42E-05	1.11E-04
1:Ins:C:4	0.00E+00	2.84E-04	3.58E-04	3.25E-04
1:Ins:C:5	2.78E-04	3.46E-04	5.85E-04	1.16E-03
1:Ins:T:0	6.43E-04	7.99E-05	6.30E-04	1.54E-03
1:Ins:T:1	8.39E-04	4.05E-04	5.59E-09	1.67E-03
1:Ins:T:2	1.74E-04	5.24E-05	2.00E-04	3.72E-04
1:Ins:T:3	1.40E-04	2.78E-04	2.89E-04	2.75E-04
1:Ins:T:4	7.82E-06	2.38E-04	6.14E-04	5.51E-04
1:Ins:T:5	5.24E-08	2.14E-07	1.12E-02	5.48E-07
2:Del:R:0	7.20E-04	1.40E-46	3.31E-04	1.30E-03
2:Del:R:1	4.88E-04	4.70E-05	2.47E-04	7.65E-04
2:Del:R:2	4.86E-05	6.73E-05	1.56E-04	3.26E-04
2:Del:R:3	5.10E-05	3.69E-08	8.25E-05	6.10E-05
2:Del:R:4	2.57E-05	5.98E-05	1.40E-04	1.56E-04
2:Del:R:5	1.72E-04	2.52E-05	1.01E-08	3.90E-05
3:Del:R:0	4.20E-04	2.06E-04	9.90E-05	3.02E-04
3:Del:R:1	3.06E-04	3.24E-04	2.76E-04	3.52E-04
3:Del:R:2	1.40E-03	3.76E-04	2.28E-04	1.42E-03
3:Del:R:3	8.48E-05	1.99E-05	5.97E-09	1.01E-04
3:Del:R:4	3.65E-04	1.38E-04	5.12E-05	2.77E-04
3:Del:R:5	1.84E-05	5.14E-08	3.01E-08	1.25E-05
4:Del:R:0	2.26E-04	2.66E-04	0.00E+00	5.24E-04
4:Del:R:1	3.01E-04	0.00E+00	1.90E-04	5.52E-04
4:Del:R:2	4.42E-05	5.82E-06	5.47E-05	1.06E-04
4:Del:R:3	1.41E-05	5.64E-08	6.45E-05	3.29E-07
4:Del:R:4	6.13E-05	4.37E-08	3.46E-08	4.92E-08
4:Del:R:5	4.72E-05	2.36E-06	0.00E+00	6.45E-05
5:Del:R:0	5.17E-03	1.47E-02	1.92E-03	4.89E-03
