NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.591	20.773	11.025	12.862	0.128	0.987	30000.0
2	56.577	23.484	13.395	15.297	0.134	0.983	40000.0
3	52.382	21.657	11.868	13.436	0.12	0.987	50000.0
4	51.485	20.909	11.602	12.803	0.12	0.989	60000.0
5	47.897	19.737	10.413	11.987	0.118	0.989	30000.0
6	50.991	21.365	11.808	13.705	0.128	0.985	40000.0
7	47.031	19.1	10.509	11.665	0.115	0.99	60000.0
8	52.359	22.415	12.016	14.032	0.133	0.986	50000.0
9	52.664	21.369	12.142	13.249	0.123	0.988	30000.0
10	53.191	22.389	12.538	14.247	0.131	0.985	40000.0
