NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.773	21.296	12.265	12.991	0.117	0.988	40000.0
2	44.46	19.182	10.821	11.595	0.113	0.991	40000.0
3	47.425	20.77	11.78	12.586	0.116	0.989	50000.0
4	46.559	20.253	11.268	12.042	0.116	0.99	70000.0
5	47.383	20.665	11.919	12.691	0.114	0.988	30000.0
6	46.107	20.107	11.519	12.191	0.113	0.99	60000.0
7	46.09	20.326	11.057	11.747	0.116	0.991	40000.0
8	48.566	21.803	12.179	13.539	0.124	0.986	40000.0
9	46.859	19.723	11.23	11.274	0.111	0.992	30000.0
10	48.218	21.024	11.971	12.73	0.118	0.989	50000.0
