Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0.00E+00	2.39E+00	1.16E+00	8.95E-01	1.15E+00	0.00E+00
V2	2.97E+00	1.68E+00	6.05E-01	3.87E+00	4.03E+00	1.17E+00
V3	1.60E+00	2.36E+00	2.46E+00	2.58E+00	9.71E-01	1.41E+00
V4	3.96E-01	2.33E-01	0.00E+00	2.91E-01	0.00E+00	0.00E+00
V5	2.00E+00	8.44E-01	9.57E-01	2.06E+00	0.00E+00	0.00E+00
V6	2.61E+00	6.83E-01	1.53E+00	1.54E+00	2.66E+00	1.56E+00
V7	3.21E+00	7.37E-01	3.08E+00	8.36E-01	1.13E+00	9.78E-01
V8	7.92E-01	1.91E+00	3.01E+00	3.00E+00	4.14E+00	1.09E+00
V9	4.39E+00	4.07E-01	7.37E-01	3.16E+00	3.27E-01	3.46E+00
V10	2.14E+00	1.28E+00	5.59E-01	3.64E+00	1.60E+00	2.75E+00
V11	2.18E+00	1.02E+00	2.53E+00	5.97E-01	8.19E-01	0.00E+00
V12	4.82E-01	1.46E+00	0.00E+00	1.05E+00	1.51E+00	0.00E+00
V13	2.32E+00	1.99E+00	3.33E+00	1.31E+00	1.65E+00	0.00E+00
V14	6.67E-01	1.20E+00	9.68E-01	2.31E+00	9.67E-01	3.96E-01
V15	1.58E+00	8.06E-01	1.20E+00	7.37E-01	1.37E+00	0.00E+00
V16	1.25E+00	1.99E+00	0.00E+00	8.33E-01	0.00E+00	1.62E+00
V17	4.71E-01	2.29E+00	2.01E+00	1.67E+00	9.12E-01	5.86E-01
V18	0.00E+00	5.93E-01	1.39E+00	2.54E+00	1.44E+00	0.00E+00
V19	3.40E-01	0.00E+00	3.00E-01	2.98E-01	3.14E-01	0.00E+00
V20	1.49E+00	3.80E+00	2.41E+00	7.15E-01	5.42E-01	1.43E+00
V21	1.62E+00	2.57E+00	1.00E-01	3.00E+00	1.66E+00	1.69E+00
V22	8.59E-01	1.83E+00	1.48E+00	6.00E-01	1.10E+00	1.16E+00
V23	3.77E+00	1.09E+00	2.95E+00	4.07E-01	4.99E-01	1.18E+00
V24	1.26E+00	1.25E+00	0.00E+00	2.73E+00	8.75E-01	3.44E+00
V25	2.41E+00	1.68E+00	1.23E+00	5.39E-01	5.54E-01	6.54E-01
V26	1.38E+00	1.33E-01	2.57E+00	1.89E+00	0.00E+00	1.51E+00
V27	3.29E+00	0.00E+00	2.33E-01	2.87E+00	0.00E+00	1.07E+00
V28	1.52E+00	8.17E-01	3.89E-01	1.21E+00	2.39E+00	9.24E-01
V29	4.67E-01	1.02E+00	7.00E-01	1.15E+00	9.94E-01	1.99E+00
V30	1.99E+00	4.53E-01	7.90E-01	3.20E+00	1.46E+00	1.07E+00
V31	6.90E-01	2.18E+00	0.00E+00	1.09E+00	0.00E+00	3.17E+00
V32	9.20E-01	1.18E+00	0.00E+00	2.00E-01	3.65E-01	0.00E+00
V33	1.71E+00	5.73E-01	7.49E-01	1.65E+00	9.21E-01	1.77E+00
V34	6.57E-01	1.94E+00	0.00E+00	2.37E+00	1.03E+00	0.00E+00
V35	3.48E-01	3.79E-01	0.00E+00	6.36E-01	1.61E+00	1.93E+00
V36	6.51E-01	2.01E+00	8.79E-01	1.80E+00	0.00E+00	7.42E-01
V37	2.03E+00	2.00E+00	1.60E+00	4.00E-01	9.19E-01	1.05E+00
V38	2.68E+00	8.31E-01	1.16E+00	5.86E-01	2.47E+00	1.14E+00
V39	1.56E+00	2.96E+00	2.50E+00	1.15E+00	1.56E+00	1.00E+00
V40	5.58E-01	2.24E+00	0.00E+00	0.00E+00	0.00E+00	1.89E+00
V41	2.52E+00	3.65E-01	3.67E+00	0.00E+00	8.41E-01	2.88E+00
V42	2.68E+00	1.93E+00	0.00E+00	6.86E-01	1.74E+00	1.23E+00
V43	1.80E+00	1.56E+00	8.59E-01	5.59E-01	1.59E+00	4.27E-01
V44	1.48E+00	3.33E-01	1.67E+00	1.46E+00	1.17E+00	2.21E-01
V45	2.02E+00	1.47E+00	3.59E-01	1.90E+00	5.86E-01	9.98E-01
V46	1.33E+00	8.23E-01	2.12E+00	5.59E-01	1.16E+00	8.88E-01
V47	2.71E+00	2.13E+00	1.22E+00	1.13E+00	3.73E-01	8.09E-01
V48	3.04E+00	3.27E-01	1.62E+00	0.00E+00	1.05E+00	2.68E+00
V49	3.04E+00	4.47E+00	6.71E-01	4.12E+00	4.80E+00	7.33E-01
V50	3.03E+00	1.52E+00	1.67E+00	6.84E-01	4.73E-01	1.33E+00
V51	1.38E+00	1.52E+00	1.63E+00	2.65E+00	1.81E+00	1.15E+00
V52	0.00E+00	2.61E+00	2.62E+00	2.08E+00	3.11E+00	1.55E+00
V53	1.80E+00	1.12E+00	1.83E+00	7.86E-01	7.33E-01	0.00E+00
V54	5.02E+00	4.31E+00	2.20E+00	1.51E+00	1.36E+00	1.09E+00
V55	1.49E+00	1.80E+00	1.21E+00	1.58E+00	9.17E-01	4.96E-01
V56	1.73E+00	4.67E-01	0.00E+00	1.35E+00	2.24E+00	5.17E-01
V57	8.20E-01	1.75E+00	7.92E-01	1.77E+00	1.03E+00	1.46E+00
V58	3.34E+00	3.74E+00	2.45E+00	0.00E+00	4.96E-01	6.90E-01
