Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V35	1	17	23	23	24	0	0	6	10	0	8	3	0	1
V36	14	8	29	5	11	34	152	8	17	0	33	32	0	13
V37	8	50	4	155	22	38	78	43	21	54	2	0	41	17
V38	222	391	165	33	0	1	0	14	18	0	0	0	0	19
V39	0	112	52	52	33	0	17	6	11	0	34	2	0	0
V40	12	251	0	31	71	0	6	110	0	0	19	33	0	6
V41	11	5	88	37	5	7	1	0	0	0	0	0	0	1
V42	38	0	0	2	16	12	0	0	5	4	0	3	0	0
V43	12	48	6	4	1	5	9	4	0	0	0	5	1	5
V44	0	10	5	1	84	82	61	0	48	67	20	0	0	0
V45	63	213	23	0	0	10	7	0	5	2	0	19	2	19
V46	147	169	100	15	0	0	0	6	4	4	3	6	46	13
V47	1	113	56	127	0	0	0	63	17	8	0	0	21	0
V48	2	2	35	80	18	1	3	14	20	0	0	51	0	0
V49	2	3	55	40	9	0	44	30	6	0	0	3	0	0
V50	0	8	97	0	0	17	23	0	2	3	14	50	0	0
V51	92	12	79	23	35	23	3	10	11	10	0	0	0	8
V52	12	1	27	102	95	8	0	34	36	23	6	0	0	12
V53	14	21	115	12	42	94	35	0	27	113	16	22	0	2
V54	2	7	20	7	16	23	49	11	15	10	6	6	0	0
V55	282	5	130	1	23	0	0	6	16	1	12	4	0	64
V56	3	32	66	13	2	14	0	19	0	0	0	25	0	6
V57	0	110	86	16	25	12	26	15	7	0	5	23	0	0
V58	0	23	1	1	7	40	4	0	9	13	16	18	0	0
V59	118	7	13	1	12	36	4	0	0	18	2	0	25	15
V60	1	0	28	11	58	0	1	7	44	3	0	0	0	0
V61	0	4	12	4	5	0	0	1	2	0	0	0	0	0
V62	63	32	67	5	9	41	7	0	1	53	0	0	0	17
V63	65	9	0	1	2	0	1	5	2	0	6	0	0	3
V64	0	3	29	3	1	24	32	2	5	0	1	9	0	0
V65	290	113	0	32	0	4	1	26	1	0	0	3	68	0
V66	0	17	4	34	6	8	17	4	0	20	0	0	0	0
V67	0	127	14	1	14	87	4	1	0	2	0	13	72	0
V68	83	29	0	2	5	14	1	2	0	7	0	0	9	2
V69	31	5	78	3	18	72	54	0	18	0	46	7	0	2
V70	12	54	7	25	0	0	7	36	21	0	0	0	51	0
V71	24	21	14	5	155	6	51	5	2	0	16	0	0	5
V72	123	0	0	1	4	2	7	0	1	4	4	0	0	8
V73	12	3	97	13	15	39	46	0	0	23	0	0	1	0
V74	40	7	13	10	53	444	144	3	2	0	44	0	2	8
V75	8	46	13	2	23	0	0	1	10	0	16	0	28	5
V76	137	23	18	2	20	0	44	0	4	2	0	0	0	29
V77	27	3	10	28	86	2	6	18	18	8	11	0	34	3
V78	41	4	4	173	22	7	27	53	19	0	0	0	0	1
V79	2	56	0	4	39	34	0	9	8	21	1	1	33	0
V80	3	219	53	26	53	21	24	17	0	18	29	23	0	0
V81	0	43	0	29	0	16	6	9	6	0	0	0	0	0
V82	7	4	38	24	1	0	2	23	3	0	0	3	0	4
V83	0	4	12	12	78	12	0	10	34	2	2	0	0	8
V84	44	23	15	0	4	0	5	5	1	1	4	3	10	2
V85	53	27	117	4	6	3	18	0	2	14	0	0	0	14
V86	17	0	17	1	10	3	0	2	2	0	0	0	5	7
V87	2	28	0	2	0	29	0	3	0	22	0	0	9	1
V88	69	45	15	7	76	12	13	11	19	4	128	0	0	13
V89	36	65	4	27	0	3	0	29	8	13	0	12	0	5
V90	1	0	58	48	0	3	3	32	30	1	0	0	0	7
V91	4	0	16	23	7	22	0	32	4	28	3	0	0	0
V92	5	11	2	122	172	37	9	68	133	15	3	62	0	0
V93	44	163	1	1	0	1	1	1	0	0	8	0	13	11
V94	19	0	114	5	39	24	0	0	0	54	14	21	4	0
V95	42	14	29	42	24	56	9	0	3	27	5	0	0	5
V96	0	1	15	1	0	16	13	0	0	40	6	0	0	0
V97	38	1	11	0	17	13	11	0	0	10	0	0	0	5
V98	0	18	62	2	4	16	8	3	1	0	0	19	24	0
V99	9	11	15	9	5	73	36	0	5	15	0	0	1	0
V100	145	18	50	2	3	0	1	0	3	0	0	19	0	16
