Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	114	10	8	0	109	19	60	0	1	21	7	0	0
V2	0	3	81	1	52	0	40	8	7	26	17	6	14
V3	148	30	48	17	0	5	11	19	15	7	1	0	0
V4	0	42	81	0	50	55	122	2	11	1	17	5	0
V5	0	70	43	3	24	11	0	0	0	0	0	25	19
V6	0	0	251	73	29	12	4	0	22	0	14	37	13
V7	105	0	610	146	30	3	0	18	58	19	0	69	11
V8	0	50	36	33	17	4	88	3	13	0	23	0	6
V9	0	43	12	32	103	0	26	0	12	32	12	14	0
V10	45	204	9	14	20	0	0	3	0	0	3	11	26
V11	38	22	6	12	13	169	0	0	2	0	0	0	0
V12	246	24	0	7	0	14	28	12	13	0	0	0	0
V13	17	133	2	11	37	0	12	5	4	45	3	0	19
V14	11	116	41	52	12	0	0	0	7	9	1	8	30
V15	49	38	0	40	15	27	38	40	19	3	0	12	0
V16	47	27	0	47	90	13	78	0	61	0	1	0	0
V17	0	51	0	27	2	0	0	22	1	9	0	13	9
V18	17	12	7	23	0	0	0	0	38	54	0	0	0
V19	8	6	139	13	57	0	0	11	20	0	2	0	0
V20	41	9	12	34	56	0	32	45	8	0	19	0	0
V21	18	18	129	0	103	0	56	24	8	17	52	0	7
V22	16	79	58	54	26	66	0	0	13	2	8	20	4
V23	13	0	3	221	2	11	0	26	0	27	29	0	0
V24	33	45	0	16	4	14	3	0	16	0	10	0	0
V25	30	138	95	87	0	27	0	8	25	0	0	53	21
V26	22	250	12	14	0	0	0	11	0	0	0	0	37
V27	37	171	41	0	3	0	0	16	8	0	0	22	24
V28	16	252	0	24	38	0	4	31	15	0	8	69	61
V29	206	0	94	0	1	14	7	3	0	1	3	2	5
V30	164	1	19	6	102	12	84	0	48	0	0	0	13
V31	42	59	11	17	0	0	0	6	16	0	13	0	10
V32	17	19	46	1	29	0	16	36	0	5	22	27	0
V33	0	6	28	33	128	0	27	164	8	0	75	34	0
V34	12	4	14	5	20	0	14	21	10	13	0	0	0
V35	25	62	0	15	0	4	0	0	0	0	10	0	14
V36	0	5	0	32	37	0	11	1	2	0	17	1	2
V37	1	47	37	23	16	12	4	64	0	21	0	61	10
V38	199	76	0	21	0	135	2	3	6	0	17	1	0
V39	330	0	0	18	33	15	34	15	60	0	0	0	0
V40	2	0	2	84	61	0	81	6	17	96	43	0	0
V41	7	17	27	0	0	7	22	0	10	0	0	0	0
V42	41	21	158	26	5	0	110	0	0	54	6	13	0
V43	1	0	0	50	43	0	4	22	2	0	7	8	0
V44	89	159	0	3	6	84	31	0	10	13	0	0	11
V45	15	240	0	0	27	8	0	9	0	0	24	0	51
V46	20	0	81	6	0	8	0	9	3	4	0	0	35
V47	10	0	0	27	41	1	51	67	0	20	39	0	14
V48	0	4	0	0	0	0	15	5	0	45	18	0	3
V49	0	51	66	11	10	0	44	5	4	21	13	0	0
V50	13	0	114	0	0	33	4	0	5	0	20	0	10
V51	18	0	33	29	25	158	9	154	8	10	0	60	11
V52	0	20	194	57	0	56	0	33	0	0	3	0	19
V53	2	83	82	82	51	1	0	24	0	0	4	40	4
V54	0	3	65	109	0	0	0	4	10	0	19	0	6
V55	20	0	0	15	4	0	50	69	13	71	0	17	0
V56	29	33	0	0	0	15	14	0	3	0	3	0	8
V57	0	44	84	3	73	0	116	0	2	0	5	2	0
V58	20	6	15	0	0	0	0	5	4	0	12	0	0
V59	2	22	5	12	0	0	2	3	3	21	7	0	22
V60	86	4	22	14	0	5	0	25	25	0	8	0	0
V61	47	76	0	1	4	30	9	4	27	0	0	0	0
V62	0	4	59	77	134	47	0	3	0	0	51	17	4
V63	328	0	0	4	1	92	56	56	74	0	15	0	0
V64	0	16	18	63	64	0	14	18	0	69	0	0	0
V65	0	0	14	0	0	0	2	8	1	0	0	3	3
V66	201	4	19	0	18	0	0	56	19	8	54	0	4
V67	30	0	18	61	0	0	0	3	5	0	6	0	3
V68	5	27	0	0	46	34	33	0	0	0	8	0	21
V69	171	116	7	23	0	6	0	5	22	0	0	0	6
V70	45	29	174	118	0	0	0	0	26	0	0	41	0
V71	2	232	6	290	57	0	0	6	0	77	30	0	40
V72	9	133	4	225	0	0	0	0	9	0	0	1	31
V73	0	11	40	7	159	84	47	0	31	0	32	0	0
V74	32	0	159	37	0	86	0	37	28	45	0	18	11
V75	240	53	0	17	19	5	8	0	17	0	31	18	0
V76	24	150	10	61	8	0	56	17	0	20	0	13	23
V77	54	0	0	57	4	105	0	61	0	0	37	0	0
V78	58	5	0	62	9	0	21	25	0	0	3	4	1
V79	22	153	27	12	9	0	0	7	0	0	8	8	24
V80	468	0	127	38	0	0	0	0	83	0	0	0	1
V81	20	19	64	268	0	51	0	3	0	4	11	0	4
V82	28	1	0	104	14	4	13	32	0	0	50	41	0
V83	28	10	0	56	131	0	15	0	72	0	10	0	0
V84	0	43	10	114	50	0	40	0	0	0	0	0	19
V85	2	46	4	27	42	0	36	0	0	8	11	9	5
V86	2	176	19	0	1	0	29	2	0	5	6	0	0
V87	0	93	10	63	0	0	31	162	14	30	0	85	0
V88	13	97	11	32	13	0	0	0	0	0	4	0	22
V89	7	40	0	0	9	0	0	74	0	11	0	27	2
V90	144	21	177	22	0	161	0	32	49	0	0	0	0
V91	118	1	61	59	18	98	0	20	34	0	2	0	1
V92	192	165	173	181	15	0	0	0	29	19	0	0	48
V93	1	5	93	7	0	0	0	2	8	0	0	8	3
V94	5	2	67	71	24	62	0	0	10	0	0	15	0
V95	56	51	23	0	2	28	0	3	5	0	2	0	1
V96	95	0	0	17	8	0	22	15	19	36	0	3	0
V97	39	30	0	8	127	12	4	59	5	0	23	0	0
V98	23	132	3	95	23	0	43	0	10	28	1	0	21
V99	0	83	5	57	10	0	5	0	0	0	0	0	25
V100	48	10	6	25	89	8	2	40	4	4	14	19	0
