NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.355	17.714	9.088	9.928	0.111	0.993	40000.0
2	40.412	18.485	9.325	10.616	0.116	0.99	40000.0
3	40.14	18.145	9.353	10.39	0.111	0.992	60000.0
4	41.817	19.378	9.799	11.305	0.121	0.99	50000.0
5	41.112	17.923	9.496	10.189	0.109	0.992	40000.0
6	41.056	18.649	9.768	10.837	0.115	0.991	70000.0
7	41.223	18.237	9.305	10.071	0.11	0.992	60000.0
8	41.476	18.949	10.053	11.331	0.115	0.989	40000.0
9	38.987	17.512	9.096	9.902	0.107	0.992	40000.0
10	38.895	17.599	8.909	9.959	0.11	0.993	40000.0
