MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.66E-07	0.00E+00	2.33E-03	2.70E-08	2.93E-02	3.77E-02	4.06E-03	6.70E-03	2.17E-07	4.60E-02	2.14E-02	1.18E-02	6.71E-03	3.07E-02	4.27E-02
1:Del:C:1	7.83E-08	1.55E-08	1.54E-03	0.00E+00	8.54E-03	1.32E-02	8.54E-03	7.96E-03	1.15E-03	2.69E-02	1.53E-02	2.39E-03	4.41E-04	3.16E-02	2.79E-02
1:Del:C:2	1.70E-04	3.84E-08	2.54E-04	1.46E-04	8.64E-04	5.21E-04	1.42E-03	2.08E-03	1.30E-03	6.33E-03	6.89E-04	3.53E-04	1.67E-03	4.15E-03	1.41E-03
1:Del:C:3	2.69E-04	1.00E-08	1.22E-03	2.92E-04	3.73E-03	5.34E-03	2.01E-03	1.27E-02	4.37E-03	3.27E-03	3.87E-02	1.97E-03	4.55E-03	6.93E-03	6.32E-03
1:Del:C:4	1.92E-08	5.04E-08	9.59E-04	1.06E-03	3.31E-03	2.97E-03	3.43E-04	0.00E+00	1.12E-03	2.23E-03	9.94E-03	4.26E-03	1.49E-03	2.41E-02	1.57E-03
1:Del:C:5	0.00E+00	3.58E-04	1.37E-03	6.23E-03	0.00E+00	5.13E-04	1.58E-04	1.03E-03	9.73E-04	2.80E-46	4.73E-03	1.20E-02	2.80E-02	0.00E+00	0.00E+00
1:Del:T:0	1.40E-46	3.70E-08	2.13E-04	2.06E-03	1.33E-02	2.51E-02	4.00E-03	8.06E-03	1.80E-02	3.27E-02	5.80E-03	9.47E-03	5.33E-03	2.50E-02	1.54E-02
1:Del:T:1	1.02E-07	1.99E-08	3.43E-04	8.37E-04	1.07E-02	1.96E-02	1.19E-03	1.60E-02	1.03E-04	9.41E-03	1.12E-02	6.04E-03	1.34E-03	9.39E-03	4.56E-03
1:Del:T:2	8.46E-04	9.08E-03	1.68E-03	1.40E-46	1.56E-02	1.86E-02	2.32E-03	1.44E-02	4.29E-03	2.03E-02	2.19E-02	1.77E-03	8.94E-03	7.28E-02	8.47E-03
1:Del:T:3	5.95E-04	1.06E-04	3.00E-03	2.67E-03	1.87E-02	3.56E-02	4.88E-05	1.59E-03	7.63E-04	1.12E-02	9.25E-03	5.80E-03	1.38E-02	1.85E-02	1.63E-02
1:Del:T:4	4.00E-07	4.69E-08	1.90E-03	1.04E-02	2.96E-02	1.11E-02	0.00E+00	0.00E+00	1.74E-03	4.61E-03	2.92E-03	4.25E-03	3.86E-03	2.02E-02	8.73E-02
1:Del:T:5	2.78E-07	6.53E-08	4.77E-03	1.56E-02	3.79E-07	1.86E-03	1.26E-03	2.21E-03	4.59E-03	6.00E-03	1.08E-02	5.87E-02	1.04E-01	6.26E-07	9.79E-02
1:Ins:C:0	1.47E-06	3.11E-07	1.25E-08	3.53E-08	1.54E-05	2.61E-04	3.44E-04	7.09E-04	1.37E-07	7.39E-04	1.01E-03	3.01E-04	1.82E-04	1.40E-03	5.59E-08
1:Ins:C:1	1.94E-08	3.25E-08	6.96E-04	1.57E-04	6.13E-08	7.13E-08	3.94E-04	7.06E-04	1.21E-04	1.54E-03	4.32E-04	1.41E-04	9.46E-04	1.78E-07	8.05E-07
1:Ins:C:2	2.01E-08	2.59E-08	6.31E-08	4.84E-08	9.03E-05	1.49E-04	4.23E-04	1.83E-03	7.37E-08	1.95E-04	3.35E-04	6.70E-04	2.28E-08	1.68E-07	6.18E-08
1:Ins:C:3	2.62E-07	3.79E-08	8.89E-05	9.48E-05	5.21E-08	6.14E-08	5.19E-08	1.03E-07	1.08E-04	1.00E-03	5.78E-04	1.18E-07	3.31E-04	3.35E-07	3.50E-04
1:Ins:C:4	4.03E-05	1.48E-04	4.11E-04	1.32E-03	0.00E+00	0.00E+00	1.40E-08	1.16E-04	2.24E-04	0.00E+00	3.44E-03	1.54E-03	1.82E-03	6.15E-04	1.40E-46
1:Ins:C:5	1.73E-04	1.24E-04	3.26E-03	1.38E-03	1.48E-08	2.59E-08	3.95E-08	4.43E-08	8.56E-03	6.80E-07	7.37E-04	2.37E-02	3.37E-02	0.00E+00	3.15E-03
1:Ins:T:0	9.02E-05	2.53E-04	0.00E+00	2.95E-04	3.99E-03	8.97E-03	6.56E-03	4.67E-03	7.71E-03	9.51E-03	1.78E-03	1.82E-03	8.82E-04	5.45E-03	1.88E-03
1:Ins:T:1	4.41E-08	8.11E-09	0.00E+00	4.15E-04	3.10E-03	5.33E-03	1.89E-03	5.43E-03	1.18E-04	4.22E-03	9.06E-03	3.24E-03	1.37E-03	2.86E-03	7.59E-04
1:Ins:T:2	3.15E-08	8.76E-05	5.64E-04	4.74E-04	5.24E-04	1.33E-03	2.86E-04	1.95E-03	1.01E-03	2.34E-03	1.92E-03	4.34E-04	1.27E-04	3.18E-03	4.58E-03
1:Ins:T:3	7.84E-10	1.25E-08	1.12E-03	1.55E-08	0.00E+00	7.36E-05	1.45E-03	2.00E-03	8.06E-04	7.50E-04	1.02E-03	1.68E-04	1.05E-03	1.77E-07	7.31E-05
1:Ins:T:4	0.00E+00	1.47E-08	4.40E-03	5.71E-04	3.57E-04	1.06E-03	0.00E+00	2.23E-04	6.63E-03	7.02E-04	6.30E-03	8.40E-03	7.95E-03	3.49E-03	3.60E-03
1:Ins:T:5	7.40E-08	0.00E+00	1.49E-02	1.24E-07	4.53E-07	7.07E-04	3.26E-03	7.01E-07	5.45E-02	1.64E-02	3.80E-06	8.43E-02	6.78E-02	1.92E-02	2.05E-02
2:Del:R:0	2.52E-06	7.47E-07	5.32E-04	1.05E-08	2.49E-03	3.26E-03	2.91E-03	2.52E-03	3.21E-03	8.06E-03	1.40E-46	8.16E-03	0.00E+00	1.15E-02	3.69E-03
2:Del:R:1	8.05E-08	2.40E-08	2.82E-04	1.60E-03	1.68E-03	2.59E-03	4.36E-03	5.61E-03	8.84E-05	1.25E-02	1.55E-03	1.37E-03	3.51E-03	1.75E-07	1.90E-02
2:Del:R:2	1.08E-04	4.36E-08	2.71E-04	7.28E-04	1.36E-07	1.23E-03	0.00E+00	0.00E+00	6.09E-08	3.31E-04	2.67E-03	9.91E-08	2.83E-03	0.00E+00	8.87E-04
2:Del:R:3	2.93E-08	1.05E-04	5.27E-05	1.74E-04	3.30E-05	5.62E-08	1.23E-07	2.84E-05	2.80E-04	1.23E-06	1.36E-03	2.87E-07	3.08E-05	1.16E-07	3.09E-04
2:Del:R:4	1.33E-04	2.26E-08	8.34E-05	2.00E-04	8.55E-08	1.84E-08	2.88E-08	4.20E-08	3.23E-04	5.58E-04	2.22E-08	6.49E-08	1.56E-03	2.28E-07	1.16E-04
2:Del:R:5	3.68E-08	2.01E-08	5.64E-05	5.41E-05	5.78E-05	2.09E-04	1.84E-04	2.48E-04	2.02E-04	2.47E-04	2.00E-03	8.00E-04	1.52E-04	3.37E-07	8.24E-04
3:Del:R:0	0.00E+00	2.41E-08	1.63E-04	2.36E-07	1.03E-03	1.32E-03	3.45E-03	4.00E-03	1.60E-03	2.68E-03	6.81E-03	3.80E-03	8.65E-04	1.63E-03	6.02E-03
3:Del:R:1	1.27E-04	6.14E-05	3.38E-03	8.14E-04	3.45E-04	2.51E-03	3.91E-04	2.72E-03	1.39E-02	1.96E-03	8.12E-03	6.08E-04	1.31E-02	1.03E-03	3.78E-04
3:Del:R:2	1.57E-05	9.96E-09	5.67E-04	8.38E-04	6.32E-04	3.07E-04	3.76E-04	2.37E-03	4.40E-04	4.25E-04	0.00E+00	1.54E-07	2.38E-03	2.78E-04	2.10E-03
3:Del:R:3	0.00E+00	1.13E-04	5.18E-05	1.04E-03	1.02E-04	1.22E-04	0.00E+00	7.49E-09	3.24E-08	8.23E-04	5.88E-04	5.22E-04	6.23E-04	1.57E-03	1.87E-07
3:Del:R:4	1.51E-08	8.76E-09	5.01E-08	2.09E-08	4.10E-08	6.04E-08	2.60E-08	7.38E-08	5.55E-08	1.05E-07	6.57E-08	1.41E-07	6.76E-08	2.21E-07	1.57E-07
3:Del:R:5	1.51E-08	8.76E-09	5.01E-08	2.09E-08	4.10E-08	6.04E-08	2.60E-08	7.38E-08	5.55E-08	1.05E-07	6.57E-08	1.41E-07	6.76E-08	2.21E-07	1.57E-07
4:Del:R:0	2.81E-08	1.93E-08	0.00E+00	3.60E-08	1.71E-03	1.30E-03	1.70E-03	2.24E-03	5.66E-05	1.48E-03	8.88E-04	3.45E-03	9.41E-05	5.67E-03	1.01E-03
4:Del:R:1	3.88E-06	9.94E-05	5.76E-05	1.53E-04	8.86E-04	1.34E-03	1.13E-03	1.56E-03	1.95E-04	3.84E-03	1.94E-02	5.60E-03	4.75E-04	2.37E-03	2.02E-02
4:Del:R:2	2.02E-08	1.17E-07	5.80E-08	1.12E-07	3.40E-04	1.16E-03	9.98E-08	1.34E-04	2.33E-08	1.05E-03	1.42E-03	1.44E-07	2.48E-08	1.64E-03	9.81E-07
4:Del:R:3	1.98E-08	2.17E-08	5.82E-08	4.48E-08	4.76E-08	7.48E-08	1.05E-04	1.90E-04	5.17E-08	4.83E-07	7.77E-08	1.04E-07	6.53E-08	2.85E-07	1.26E-07
4:Del:R:4	2.34E-04	2.03E-08	4.84E-07	1.10E-07	2.19E-04	1.15E-03	2.06E-08	4.65E-04	8.92E-08	5.04E-04	3.00E-03	4.00E-04	1.20E-03	5.55E-03	4.36E-04
4:Del:R:5	1.51E-08	8.76E-09	5.01E-08	2.09E-08	4.10E-08	6.04E-08	2.60E-08	7.38E-08	5.55E-08	1.05E-07	6.57E-08	1.41E-07	6.76E-08	2.21E-07	1.57E-07
5:Del:R:0	3.60E-08	3.26E-08	6.79E-04	7.45E-04	2.64E-03	2.75E-06	1.76E-02	3.24E-02	9.77E-03	5.03E-02	7.68E-03	1.83E-02	2.08E-03	5.76E-03	4.86E-02
5:Del:R:1	4.98E-03	1.73E-04	7.53E-07	2.79E-07	1.60E-08	1.04E-02	5.98E-46	1.52E-06	8.56E-03	1.94E-03	8.58E-02	3.55E-07	1.63E-02	2.25E-07	6.27E-02
5:Del:R:2	6.35E-08	2.88E-08	9.07E-05	2.25E-04	8.44E-05	1.05E-04	2.16E-04	8.31E-04	3.07E-08	1.21E-03	1.53E-03	9.53E-04	9.72E-08	9.37E-04	2.60E-03
5:Del:R:3	2.93E-05	5.14E-05	2.99E-08	1.60E-04	6.33E-05	1.47E-08	2.29E-07	1.29E-04	2.73E-08	5.58E-08	7.08E-04	2.08E-04	1.07E-03	4.80E-04	6.14E-07
5:Del:R:4	3.90E-04	2.05E-05	1.03E-08	2.37E-08	2.67E-08	1.33E-04	4.30E-09	3.77E-08	0.00E+00	2.53E-04	1.59E-03	7.58E-08	8.46E-05	1.05E-03	9.28E-04
5:Del:R:5	1.51E-08	8.76E-09	5.01E-08	2.09E-08	4.10E-08	6.04E-08	2.60E-08	7.38E-08	5.55E-08	1.05E-07	6.57E-08	1.41E-07	6.76E-08	2.21E-07	1.57E-07
2:Ins:R:0	3.53E-08	1.28E-04	4.44E-04	3.52E-08	3.10E-04	3.60E-04	3.81E-04	4.67E-03	2.31E-04	1.44E-03	7.03E-03	1.00E-03	2.04E-04	7.33E-03	1.50E-07
2:Ins:R:1	5.42E-03	2.75E-08	1.91E-04	5.92E-05	1.16E-06	2.23E-03	4.91E-05	3.51E-04	1.67E-04	5.40E-03	3.54E-04	9.37E-03	6.65E-03	1.10E-02	8.18E-03
2:Ins:R:2	2.77E-08	4.56E-05	1.56E-04	5.38E-04	1.59E-04	1.86E-04	8.93E-08	1.36E-03	5.77E-05	5.23E-04	4.11E-04	8.21E-04	7.05E-04	3.55E-03	0.00E+00
2:Ins:R:3	5.54E-05	0.00E+00	1.88E-04	1.96E-04	2.23E-04	1.16E-07	5.71E-04	4.55E-07	1.53E-04	8.59E-04	0.00E+00	1.25E-03	5.27E-04	2.45E-03	1.38E-03
2:Ins:R:4	2.23E-08	1.32E-08	9.23E-04	4.64E-04	1.10E-05	5.23E-05	4.97E-08	1.72E-06	8.33E-04	2.09E-08	2.87E-04	2.02E-03	1.05E-03	4.72E-04	3.36E-03
2:Ins:R:5	8.89E-05	1.14E-04	2.04E-03	2.83E-03	9.00E-05	4.81E-04	1.58E-04	2.33E-03	4.16E-03	7.07E-04	2.67E-03	2.24E-02	9.26E-03	3.41E-07	7.80E-03
3:Ins:R:0	2.05E-08	4.36E-08	1.40E-04	1.98E-08	1.85E-04	4.27E-04	4.06E-04	9.75E-05	1.25E-04	1.13E-04	7.12E-08	1.04E-03	2.89E-08	1.67E-03	3.75E-08
3:Ins:R:1	0.00E+00	9.31E-05	0.00E+00	8.15E-05	5.68E-04	1.30E-03	1.62E-04	3.04E-03	0.00E+00	3.77E-07	3.29E-04	4.87E-06	4.62E-04	2.66E-03	1.32E-06
3:Ins:R:2	3.15E-05	3.98E-08	1.04E-04	4.99E-08	4.20E-08	5.10E-08	5.31E-08	3.90E-08	5.43E-08	9.48E-08	7.95E-08	1.26E-07	2.11E-07	2.54E-07	6.23E-05
3:Ins:R:3	4.03E-05	3.88E-08	1.48E-04	6.46E-08	4.55E-08	8.04E-08	5.61E-08	5.23E-08	2.13E-07	1.01E-07	7.80E-08	9.54E-08	3.74E-04	2.71E-07	6.21E-05
3:Ins:R:4	6.52E-04	1.61E-04	1.37E-08	1.49E-04	5.87E-08	0.00E+00	3.27E-04	2.20E-08	5.62E-04	7.63E-04	3.05E-03	4.10E-04	1.57E-04	2.20E-07	4.81E-03
3:Ins:R:5	1.81E-08	8.66E-05	1.33E-04	4.29E-04	2.23E-08	5.11E-08	6.52E-04	1.70E-04	1.35E-03	1.08E-03	2.76E-07	1.72E-03	1.94E-03	1.29E-03	3.08E-03
4:Ins:R:0	2.33E-08	2.12E-08	4.76E-08	5.73E-08	6.73E-05	1.12E-07	1.12E-04	5.78E-04	4.07E-08	8.64E-07	7.27E-08	9.92E-08	4.07E-07	5.97E-07	3.12E-07
4:Ins:R:1	5.98E-08	8.72E-03	6.09E-07	2.38E-07	2.72E-11	3.71E-07	7.69E-08	9.95E-03	7.30E-03	4.75E-07	3.65E-07	1.20E-01	6.67E-04	7.47E-03	7.74E-07
4:Ins:R:2	3.06E-08	2.58E-04	1.31E-04	2.71E-04	4.20E-46	4.80E-09	2.09E-08	1.47E-08	1.26E-08	0.00E+00	4.51E-04	2.92E-03	2.25E-04	1.64E-07	1.27E-04
4:Ins:R:3	2.65E-08	3.04E-08	1.80E-04	4.99E-08	1.64E-09	1.23E-04	4.30E-05	2.89E-04	3.42E-07	1.57E-04	6.61E-04	1.48E-07	5.05E-08	4.87E-07	2.20E-04
4:Ins:R:4	3.55E-08	1.97E-08	7.72E-05	4.82E-08	3.62E-08	6.58E-08	4.20E-08	8.46E-08	8.08E-05	1.18E-07	8.97E-08	2.83E-07	4.28E-04	2.60E-07	1.35E-07
4:Ins:R:5	0.00E+00	1.78E-04	4.42E-04	6.59E-04	2.37E-04	4.28E-04	1.37E-04	3.99E-04	3.01E-04	1.05E-03	2.76E-03	7.44E-04	1.74E-03	2.52E-03	2.80E-46
5:Ins:R:0	1.91E-08	3.38E-08	2.62E-04	6.16E-08	1.54E-04	6.94E-07	2.26E-08	1.94E-04	1.64E-04	1.49E-04	2.45E-07	4.14E-05	1.14E-04	3.46E-04	2.53E-07
5:Ins:R:1	1.02E-04	3.66E-07	6.31E-04	2.71E-08	6.31E-04	1.23E-03	4.34E-03	6.01E-03	8.79E-04	2.82E-03	4.72E-03	2.49E-03	2.79E-03	1.47E-03	2.16E-03
5:Ins:R:2	6.59E-08	2.67E-08	4.83E-07	3.65E-08	2.84E-08	4.16E-08	1.06E-04	6.20E-08	3.36E-04	6.34E-05	7.92E-08	7.88E-05	2.13E-07	2.15E-04	2.26E-07
5:Ins:R:3	7.46E-08	3.09E-08	1.17E-04	3.44E-05	4.35E-08	1.41E-08	1.11E-04	1.43E-04	5.68E-05	2.23E-04	1.37E-07	2.89E-04	1.30E-04	1.32E-04	1.16E-04
5:Ins:R:4	3.47E-08	3.00E-08	4.48E-05	5.20E-08	4.37E-08	6.58E-08	5.95E-08	1.12E-07	1.68E-04	1.74E-04	1.35E-07	1.44E-07	4.86E-08	2.72E-04	1.99E-07
5:Ins:R:5	5.80E-08	4.01E-08	6.02E-08	6.08E-08	9.66E-08	8.41E-05	1.03E-04	2.61E-04	8.31E-05	9.01E-08	7.59E-08	2.15E-04	5.29E-08	9.86E-06	8.79E-08
2:Del:M:1	2.46E-04	3.40E-08	2.16E-04	0.00E+00	9.12E-04	1.95E-03	1.92E-03	3.59E-03	4.14E-04	5.29E-03	9.02E-03	1.68E-03	2.55E-08	1.53E-02	6.93E-03
3:Del:M:1	2.96E-08	2.05E-08	3.59E-08	1.19E-07	8.11E-04	6.52E-04	2.38E-03	2.62E-03	1.48E-07	2.33E-03	4.04E-04	9.52E-04	1.25E-03	8.16E-03	2.11E-03
3:Del:M:2	1.61E-04	1.33E-04	1.12E-07	1.54E-03	0.00E+00	0.00E+00	1.20E-03	1.81E-03	1.19E-03	3.26E-03	1.20E-02	1.70E-03	2.33E-03	2.38E-02	1.91E-03
4:Del:M:1	0.00E+00	6.06E-04	6.51E-04	1.76E-04	3.42E-04	4.52E-04	1.71E-03	1.62E-03	1.45E-03	3.85E-04	2.28E-03	4.99E-03	8.07E-04	8.36E-03	9.41E-05
4:Del:M:2	4.40E-08	1.10E-08	8.74E-05	1.25E-04	3.49E-04	1.70E-03	2.29E-04	1.19E-03	0.00E+00	3.89E-03	2.38E-03	6.94E-07	1.52E-03	7.59E-03	9.74E-04
4:Del:M:3	2.51E-08	7.67E-08	7.28E-05	2.12E-04	9.68E-04	3.36E-04	2.83E-07	6.20E-04	5.07E-08	2.03E-03	9.58E-04	1.09E-03	8.98E-04	2.73E-03	1.46E-04
5:Del:M:1	9.77E-08	2.92E-08	4.41E-04	1.75E-07	3.14E-07	1.33E-03	3.49E-02	3.31E-02	4.28E-04	4.14E-02	1.40E-46	3.45E-02	7.19E-03	8.51E-07	7.50E-03
5:Del:M:2	1.25E-04	8.76E-05	1.96E-03	2.42E-08	1.07E-06	7.26E-07	2.43E-02	2.74E-02	3.46E-03	1.98E-02	4.01E-03	1.51E-02	4.31E-07	2.75E-03	1.47E-02
5:Del:M:3	9.67E-05	1.25E-08	2.55E-04	5.61E-08	8.36E-04	1.10E-03	1.24E-02	1.24E-02	2.41E-08	1.54E-02	5.04E-06	4.88E-03	2.43E-04	1.06E-02	1.64E-03
5:Del:M:4	1.13E-08	1.14E-04	1.76E-08	8.47E-05	7.10E-04	1.39E-03	3.79E-03	3.58E-03	6.85E-04	2.04E-03	2.27E-03	7.20E-03	6.44E-04	1.39E-02	7.23E-04
5:Del:M:5	6.75E-05	1.21E-04	4.71E-04	7.39E-04	3.24E-08	6.60E-04	3.02E-03	2.59E-03	2.35E-04	1.25E-03	1.86E-03	5.43E-03	2.46E-03	1.06E-04	1.30E-07
