NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.628	20.702	14.194	12.547	0.122	0.99	40000.0
2	63.35	21.95	15.253	13.72	0.122	0.987	40000.0
3	60.465	21.017	13.871	12.412	0.119	0.99	80000.0
4	61.785	21.569	14.444	13.279	0.124	0.989	50000.0
5	61.98	22.038	14.568	13.563	0.128	0.987	30000.0
6	64.148	22.381	15.141	13.77	0.128	0.987	60000.0
7	61.547	21.735	14.076	13.18	0.129	0.988	40000.0
8	61.406	20.958	14.537	12.708	0.123	0.99	30000.0
9	65.714	22.694	15.817	13.942	0.128	0.987	40000.0
10	60.58	20.73	13.91	12.432	0.12	0.99	40000.0
