NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.582	22.317	14.674	12.891	0.132	0.988	30000.0
2	63.861	23.365	15.001	13.646	0.139	0.987	60000.0
3	64.321	22.911	15.276	13.365	0.132	0.988	20000.0
4	64.052	23.192	14.942	13.494	0.135	0.987	60000.0
5	63.905	22.81	14.852	13.144	0.129	0.988	50000.0
6	64.092	22.978	15.133	13.653	0.131	0.987	30000.0
7	63.042	22.971	15.205	13.736	0.14	0.984	60000.0
8	63.258	22.93	15.025	13.6	0.133	0.985	20000.0
9	62.49	21.847	14.576	12.43	0.128	0.989	20000.0
10	64.836	23.106	15.373	13.367	0.134	0.987	20000.0
