NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	114.941	47.609	36.734	35.172	0.318	0.912	40000.0
2	109.714	45.821	33.841	33.348	0.319	0.909	30000.0
3	109.664	45.417	33.668	32.742	0.31	0.913	40000.0
4	118.257	48.117	37.661	35.913	0.312	0.911	20000.0
5	117.755	47.88	37.524	35.33	0.314	0.914	30000.0
6	117.886	47.203	38.324	34.271	0.305	0.909	20000.0
7	109.07	45.824	34.341	33.828	0.313	0.904	20000.0
8	108.921	45.26	33.575	32.942	0.305	0.913	30000.0
9	115.47	47.204	37.065	35.186	0.308	0.913	30000.0
10	116.535	47.597	36.867	34.816	0.314	0.916	40000.0
