NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.21	25.482	14.209	14.746	0.17	0.984	20000.0
2	59.341	26.146	14.043	15.108	0.174	0.983	40000.0
3	58.85	26.181	13.972	15.087	0.177	0.982	40000.0
4	59.094	26.387	14.24	15.587	0.175	0.982	30000.0
5	60.237	26.423	14.774	15.839	0.174	0.98	20000.0
6	60.845	26.551	14.958	15.785	0.18	0.981	40000.0
7	56.993	24.683	13.51	14.179	0.161	0.985	30000.0
8	60.908	26.536	15.03	15.526	0.174	0.983	40000.0
9	58.702	26.159	14.424	15.827	0.167	0.98	50000.0
10	58.697	25.751	14.237	15.246	0.168	0.982	30000.0
