Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	1	14	47	8	9	25
V2	17	191	8	59	6	45
V3	73	33	95	0	0	36
V4	0	37	44	11	5	80
V5	372	0	71	0	0	0
V6	0	0	0	120	0	20
V7	237	61	50	51	19	16
V8	56	29	4	10	6	59
V9	0	285	164	35	0	0
V10	102	41	3	135	10	1
V11	22	94	66	0	38	16
V12	125	14	0	240	0	15
V13	0	58	111	0	33	15
V14	53	17	60	1	52	126
V15	26	91	35	68	11	21
V16	35	65	0	117	12	0
V17	40	58	40	28	10	13
V18	27	9	90	12	21	0
V19	21	16	22	12	8	227
V20	1	39	97	3	3	1
V21	113	10	140	262	124	4
V22	153	10	4	41	46	27
V23	123	150	281	13	23	29
V24	371	118	211	93	14	264
V25	245	39	30	82	5	119
V26	25	563	19	1	15	89
V27	161	0	0	60	0	130
V28	51	9	46	29	11	134
V29	0	40	85	207	40	0
V30	1	31	7	181	36	84
V31	36	55	11	19	0	10
V32	13	91	74	15	40	99
V33	33	0	12	4	19	0
V34	62	1	2	4	19	11
V35	132	49	0	5	0	18
V36	35	0	71	19	0	34
V37	48	82	14	0	56	0
V38	15	226	3	16	3	5
V39	351	78	23	70	38	9
V40	80	93	120	1	143	30
V41	55	13	8	7	76	12
V42	30	92	53	5	5	36
V43	20	53	25	51	180	0
V44	114	35	177	9	43	19
V45	288	51	82	53	3	49
V46	7	74	18	236	5	41
V47	178	273	0	0	0	0
V48	1	21	61	33	43	47
V49	31	7	90	18	0	103
V50	399	2	77	3	9	2
V51	18	3	63	27	32	9
V52	78	0	13	0	14	0
V53	0	0	27	37	96	159
V54	103	0	26	0	0	41
V55	8	337	12	94	3	20
V56	31	22	240	7	50	62
V57	7	176	0	146	11	0
V58	14	39	299	41	15	3
V59	17	0	0	17	73	10
V60	84	34	25	37	0	0
V61	4	23	28	52	8	3
V62	243	0	28	58	0	0
V63	7	12	186	0	26	0
V64	71	66	29	9	0	121
V65	95	45	9	16	70	32
V66	28	103	18	31	18	3
V67	29	229	99	2	9	3
V68	7	65	1	33	14	16
V69	0	30	0	118	8	40
V70	5	351	74	9	174	26
V71	0	9	21	5	17	67
V72	12	41	0	0	78	0
V73	164	0	31	7	0	28
V74	59	38	11	63	57	3
V75	9	62	76	37	38	0
V76	129	11	79	9	0	0
V77	85	100	33	111	55	2
V78	51	60	106	12	144	101
V79	1	7	29	470	90	31
V80	133	181	4	4	13	268
V81	11	3	18	183	97	19
V82	83	212	16	44	0	0
V83	49	0	0	59	808	34
V84	188	11	103	126	23	26
V85	45	7	31	24	14	1
V86	103	13	0	98	0	0
V87	20	8	32	72	0	38
V88	67	246	14	12	4	36
V89	8	0	58	85	0	17
V90	3	1	70	31	5	130
V91	3	87	5	51	9	60
V92	0	123	0	0	9	11
V93	10	4	119	9	53	7
V94	284	18	0	0	345	0
V95	79	514	6	15	51	9
V96	8	42	41	13	1	14
V97	11	161	0	0	55	0
V98	28	18	115	5	50	178
V99	41	5	0	47	0	51
V100	284	15	23	0	0	0
