MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.40E-46	4.95E-04	4.21E-08	3.75E-02	3.04E-37	9.79E-03	9.45E-03	5.77E-03	2.51E-02	2.14E-46	2.63E-03	6.56E-02	3.06E-02	1.57E-02	3.31E-02	4.39E-02	4.51E-03	5.17E-04	5.72E-02	2.11E-02
1:Del:C:1	3.31E-04	0.00E+00	7.32E-04	1.73E-02	1.07E-02	5.03E-03	0.00E+00	0.00E+00	2.11E-02	3.11E-08	9.84E-03	1.71E-02	4.87E-02	6.73E-02	7.42E-03	4.44E-03	3.10E-46	8.80E-08	1.81E-02	2.46E-02
1:Del:C:2	3.13E-07	0.00E+00	3.85E-05	7.41E-04	4.82E-07	5.15E-04	1.35E-03	0.00E+00	2.95E-03	0.00E+00	7.59E-03	1.93E-03	6.78E-04	6.75E-04	1.97E-03	2.85E-03	0.00E+00	1.45E-07	0.00E+00	4.18E-03
1:Del:C:3	0.00E+00	2.47E-04	1.98E-04	6.76E-04	9.46E-04	6.11E-04	1.99E-03	0.00E+00	5.62E-03	1.82E-03	0.00E+00	3.78E-03	8.45E-03	3.03E-03	1.22E-02	3.02E-03	3.63E-03	3.10E-03	4.04E-03	4.10E-03
1:Del:C:4	0.00E+00	2.70E-04	1.39E-07	2.70E-03	1.47E-03	3.26E-04	4.17E-08	2.70E-04	2.44E-03	1.64E-03	1.65E-03	5.22E-03	5.58E-03	1.48E-02	5.44E-03	3.70E-03	9.37E-04	0.00E+00	4.96E-03	8.77E-05
1:Del:C:5	0.00E+00	6.00E-04	1.40E-03	0.00E+00	4.84E-04	0.00E+00	0.00E+00	3.91E-04	0.00E+00	8.42E-04	6.85E-04	1.99E-03	2.47E-03	5.96E-03	3.89E-03	9.69E-03	6.38E-03	2.84E-03	2.10E-02	5.26E-03
1:Del:T:0	7.97E-08	5.76E-04	2.61E-03	5.87E-03	8.01E-03	2.30E-03	1.33E-02	1.84E-03	4.82E-02	7.86E-08	1.91E-02	4.57E-02	2.93E-02	4.24E-02	5.33E-03	2.63E-02	3.04E-02	1.62E-02	1.35E-02	1.30E-02
1:Del:T:1	5.64E-09	1.55E-04	1.78E-04	7.39E-03	8.27E-03	1.30E-03	3.73E-03	0.00E+00	1.23E-02	6.11E-08	0.00E+00	2.38E-02	2.00E-02	6.85E-03	4.27E-03	1.36E-02	1.61E-02	1.71E-02	4.67E-03	9.62E-03
1:Del:T:2	2.07E-08	2.21E-04	2.46E-03	5.90E-03	4.60E-08	3.69E-04	0.00E+00	8.12E-08	4.68E-02	1.50E-03	1.45E-07	1.95E-07	9.36E-03	1.57E-02	3.21E-02	4.15E-03	5.09E-07	9.03E-07	3.81E-03	1.94E-02
1:Del:T:3	0.00E+00	7.12E-04	3.77E-03	1.58E-02	1.14E-02	0.00E+00	1.40E-46	2.75E-03	1.76E-02	5.83E-07	2.99E-46	3.19E-07	4.37E-02	2.90E-02	6.18E-03	8.06E-03	3.28E-03	8.09E-04	1.22E-02	2.79E-02
