Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	3.67E+00	2.38E+00	2.77E+00	1.30E+00	4.36E+00	0.00E+00
V2	2.22E+00	1.60E+00	1.34E+00	6.51E-01	2.25E+00	5.86E-01
V3	1.76E+00	1.27E+00	1.79E+00	7.75E-01	2.81E+00	1.02E+00
V4	4.10E+00	3.92E+00	1.77E+00	4.16E-01	1.46E+00	2.02E+00
V5	0.00E+00	3.68E+00	3.34E+00	2.80E+00	2.61E+00	1.24E+00
V6	4.96E-01	1.73E+00	1.53E+00	8.49E-01	1.75E+00	1.89E+00
V7	1.24E+00	0.00E+00	0.00E+00	7.31E-01	3.46E+00	2.42E+00
V8	5.93E-01	1.34E+00	2.18E+00	1.98E+00	2.06E+00	2.92E+00
V9	3.95E+00	3.72E+00	1.11E+00	1.68E+00	5.77E-01	7.31E-01
V10	7.52E-01	1.34E+00	1.33E+00	7.42E-01	2.37E+00	1.32E+00
V11	1.21E+00	1.11E+00	2.12E+00	1.65E+00	4.96E-01	1.65E+00
V12	3.23E+00	2.92E+00	1.12E+00	2.54E+00	1.35E+00	5.73E-01
V13	7.78E-01	1.60E+00	8.94E-01	1.13E+00	0.00E+00	4.76E-01
V14	7.49E-01	1.11E+00	1.10E+00	0.00E+00	1.37E+00	1.71E+00
V15	1.23E+00	1.19E+00	3.07E+00	2.91E+00	0.00E+00	0.00E+00
V16	2.79E+00	3.41E+00	1.21E+00	2.41E+00	7.77E-01	8.31E-01
V17	2.67E+00	2.25E+00	3.46E+00	1.30E+00	1.68E+00	1.25E+00
V18	1.84E+00	7.72E-01	1.29E+00	2.19E+00	4.08E+00	2.29E+00
V19	2.34E+00	7.37E-01	6.51E-01	3.29E+00	5.60E+00	2.50E+00
V20	1.77E+00	7.81E-01	2.25E+00	9.46E-01	1.06E+00	1.51E+00
V21	3.68E+00	1.04E+00	3.42E+00	4.55E+00	6.01E+00	1.12E+00
V22	1.45E+00	8.82E-01	2.23E+00	2.07E+00	3.57E+00	1.26E+00
V23	2.72E+00	3.35E+00	4.49E+00	1.35E+00	4.61E+00	8.44E-01
V24	2.30E+00	6.83E-01	7.77E-01	1.85E+00	2.13E+00	1.42E+00
