NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.464	26.86	18.431	18.033	0.133	0.978	30000.0
2	75.548	25.322	17.255	17.128	0.127	0.98	30000.0
3	78.823	26.582	18.054	17.917	0.134	0.977	40000.0
4	76.591	25.752	17.454	17.31	0.133	0.979	30000.0
5	79.097	26.018	18.443	17.914	0.126	0.977	50000.0
6	77.589	26.09	17.562	17.532	0.136	0.977	50000.0
7	79.419	26.782	18.377	18.25	0.133	0.976	40000.0
8	77.598	26.254	17.721	18.055	0.133	0.976	50000.0
9	76.837	26.242	17.623	18.053	0.132	0.976	20000.0
10	76.345	25.741	17.76	17.586	0.124	0.979	30000.0
