NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.208	19.46	12.524	11.504	0.12	0.991	40000.0
2	58.92	21.0	14.043	12.217	0.12	0.99	40000.0
3	58.096	20.766	14.335	12.89	0.124	0.988	20000.0
4	55.978	20.492	13.228	11.825	0.125	0.991	50000.0
5	56.126	20.444	13.602	12.312	0.124	0.99	40000.0
6	59.348	21.896	14.626	12.899	0.123	0.989	40000.0
7	63.247	22.945	15.65	13.842	0.123	0.987	30000.0
8	63.028	22.927	15.577	13.639	0.128	0.987	50000.0
9	56.943	20.856	13.774	12.632	0.121	0.989	20000.0
10	55.584	20.027	12.982	11.512	0.121	0.991	50000.0
