Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	1.94E+00	1.47E+00	2.68E+00	5.62E-01	1.37E+00
V2	2.86E+00	6.12E+00	1.55E+00	2.02E+00	4.48E+00
V3	2.82E+00	2.52E+00	1.10E+00	3.26E+00	2.05E+00
V4	2.94E+00	2.55E+00	0.00E+00	1.94E+00	1.31E+00
V5	1.00E+00	8.31E-01	0.00E+00	3.33E+00	2.95E+00
V6	2.33E+00	2.21E+00	1.40E+00	1.53E+00	1.15E+00
V7	1.15E+00	1.99E+00	9.20E-01	9.89E-01	2.13E+00
V8	2.93E+00	1.95E+00	2.31E+00	1.33E+00	9.83E-01
V9	2.24E+00	1.79E+00	1.54E+00	3.79E-01	1.76E+00
V10	8.51E+00	7.75E+00	1.59E+00	1.37E+00	1.00E+00
V11	2.40E+00	3.59E-01	1.78E+00	0.00E+00	2.09E+00
V12	3.13E+00	5.53E+00	3.27E+00	2.39E+00	2.23E+00
V13	3.33E+00	2.26E+00	3.05E+00	3.95E+00	6.29E-01
V14	3.11E+00	1.27E+00	2.62E+00	2.92E+00	7.37E-01
V15	2.00E-01	7.90E-01	8.14E-01	6.67E-01	6.29E-01
V16	5.53E+00	4.48E+00	4.74E+00	2.92E+00	1.55E+00
V17	1.03E+00	4.71E-01	1.75E+00	1.23E+00	1.27E+00
V18	1.54E+00	1.76E+00	1.45E+00	6.05E-01	1.77E+00
V19	2.29E+00	1.76E+00	3.06E+00	4.27E-01	3.20E+00
V20	3.27E+00	2.43E+00	1.05E+00	2.10E+00	3.90E+00
V21	6.26E+00	0.00E+00	8.43E-01	6.54E+00	3.13E+00
V22	3.78E+00	2.90E+00	1.91E+00	2.81E+00	2.10E+00
V23	8.30E-01	7.81E-01	1.41E+00	0.00E+00	1.82E+00
V24	1.70E+00	1.04E+00	1.33E+00	1.29E+00	1.48E+00
V25	4.33E-01	7.37E-01	2.07E+00	3.00E+00	9.60E-01
V26	1.78E+01	1.71E+01	3.14E-01	5.26E-01	1.69E+00
V27	1.28E+00	9.40E-01	9.98E-01	1.97E+00	2.05E+00
V28	7.05E+00	8.07E+00	4.56E+00	8.14E-01	0.00E+00
V29	9.21E+00	8.54E+00	1.32E+00	1.94E+00	7.06E-01
V30	2.63E+00	0.00E+00	3.35E-01	2.63E+00	1.14E+00
V31	3.64E+00	3.69E+00	0.00E+00	7.49E-01	1.49E-01
V32	1.84E+00	0.00E+00	1.97E+00	1.17E+00	7.06E-01
V33	1.20E+01	1.19E+01	9.36E-01	1.71E+00	6.63E-01
V34	2.19E+01	1.85E+01	1.87E+00	2.94E+00	6.36E-01
V35	4.72E+00	3.81E+00	1.18E+00	2.57E+00	2.24E-01
V36	1.96E+00	2.67E+00	1.10E+00	1.76E+00	1.31E+00
V37	4.62E+00	1.11E+00	3.45E+00	5.29E+00	1.17E+00
V38	0.00E+00	5.49E+00	5.10E+00	2.03E+00	3.65E+00
V39	4.79E+00	4.55E+00	3.45E+00	2.63E+00	0.00E+00
V40	7.28E+00	6.94E+00	4.65E+00	3.57E+00	1.48E+00
V41	9.33E-01	1.19E+00	9.19E-01	1.82E+00	1.28E+00
V42	1.18E+00	0.00E+00	0.00E+00	8.83E-01	1.06E+00
V43	1.00E+00	9.21E-01	1.29E+00	1.24E+00	1.52E+00
V44	2.48E+00	2.55E+00	7.72E-01	1.27E+00	0.00E+00
V45	1.46E+00	3.39E+00	3.59E+00	0.00E+00	1.94E+00
V46	0.00E+00	1.84E+00	4.52E+00	1.05E+00	4.25E+00
V47	2.00E-01	2.36E+00	3.43E+00	3.11E+00	3.27E-01
