Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	42	16	37	12	28
V2	0	381	15	72	148
V3	12	26	14	143	40
V4	44	19	0	60	36
V5	10	26	0	98	136
V6	63	20	36	38	15
V7	10	196	15	19	158
V8	147	36	66	14	8
V9	12	10	17	3	160
V10	170	26	20	8	13
V11	59	1	53	0	47
V12	41	248	199	28	46
V13	19	14	215	374	4
V14	163	11	53	113	4
V15	0	2	14	170	6
V16	43	45	137	64	31
V17	19	4	32	12	19
V18	216	20	12	0	23
V19	30	70	180	1	92
V20	35	116	8	18	244
V21	166	0	6	541	113
V22	61	108	35	65	59
V23	2	3	16	0	219
V24	29	4	29	20	54
V25	4	5	40	115	28
V26	194	112	1	0	61
V27	34	12	11	53	155
V28	67	200	333	17	0
V29	74	90	26	45	4
V30	39	0	2	105	18
V31	32	152	0	2	1
V32	109	1	38	52	5
V33	216	138	13	69	6
V34	224	9	26	39	5
V35	28	30	19	38	1
V36	262	47	10	13	24
V37	168	5	83	260	17
V38	0	187	395	50	231
V39	57	65	120	77	0
V40	101	9	301	107	21
V41	0	94	5	45	11
V42	35	0	0	4	41
V43	16	8	53	8	15
V44	336	12	12	18	0
V45	21	32	233	0	77
V46	0	121	207	24	161
V47	0	65	130	209	2
V48	28	59	2	132	5
V49	43	68	5	74	2
V50	56	146	10	0	2
V51	60	95	13	38	100
V52	120	39	2	177	18
V53	271	162	25	29	26
V54	113	28	8	20	3
V55	19	172	7	7	339
V56	14	94	37	28	7
V57	64	111	120	29	1
V58	93	7	27	3	2
V59	70	17	24	1	139
V60	79	40	0	33	1
V61	4	13	4	7	0
V62	84	85	37	10	79
V63	6	0	10	5	73
V64	64	36	3	5	1
V65	1	0	165	60	312
V66	34	4	19	53	0
V67	133	18	184	0	0
V68	25	0	37	3	89
V69	189	100	6	4	35
V70	15	10	103	70	15
V71	228	21	22	6	27
V72	16	0	0	1	137
V73	102	114	4	15	14
V74	717	3	9	0	41
V75	40	20	75	6	11
V76	65	24	27	3	160
V77	119	18	28	57	32
V78	42	4	5	259	41
V79	103	0	87	15	3
V80	123	72	239	45	7
V81	23	0	42	44	0
V82	0	48	5	47	9
V83	116	19	5	32	2
V84	11	20	34	2	50
V85	17	143	29	6	63
V86	12	23	4	2	23
V87	46	0	39	7	4
V88	212	29	58	21	92
V89	11	9	75	62	45
V90	3	78	0	98	4
V91	50	23	1	59	6
V92	319	31	15	263	11
V93	3	0	187	2	52
V94	94	162	3	8	27
V95	104	34	14	58	46
V96	62	25	1	3	1
V97	48	13	1	0	44
V98	31	85	37	4	0
V99	132	15	12	11	9
V100	0	68	20	3	166
