Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	0	44	29	3	1	11	34
V2	59	84	0	105	7	0	8
V3	26	107	0	22	0	26	0
V4	33	4	8	27	0	0	0
V5	49	4	172	23	38	2	0
V6	237	113	212	19	1	22	1
V7	212	13	77	0	61	22	85
V8	72	15	92	3	55	0	5
V9	30	15	12	1	7	14	20
V10	36	0	20	8	24	2	42
V11	0	8	30	72	23	24	31
V12	138	24	22	83	158	93	0
V13	80	53	2	1	14	28	47
V14	11	32	324	49	111	8	23
V15	0	10	0	75	107	0	4
V16	28	35	113	63	68	0	8
V17	45	35	0	31	12	50	14
V18	140	23	0	73	0	0	3
V19	55	73	20	57	45	2	0
V20	5	2	46	12	58	41	0
V21	7	14	22	37	7	117	0
V22	9	46	0	7	52	83	0
V23	50	4	0	7	13	3	18
V24	186	38	149	44	74	63	19
V25	137	0	311	12	51	160	146
V26	2	38	4	12	7	114	0
V27	0	10	26	20	61	16	23
V28	9	0	150	0	27	1	49
V29	12	131	52	4	19	46	26
V30	94	35	148	6	78	64	73
V31	7	215	28	33	1	43	58
V32	198	0	65	69	3	49	84
V33	47	29	18	40	231	4	28
V34	69	22	94	39	121	37	28
V35	170	5	35	101	0	21	0
V36	3	272	126	51	0	4	0
V37	1	0	7	1	13	14	0
V38	48	48	85	20	7	3	0
V39	26	82	76	9	20	8	0
V40	14	215	4	35	91	26	8
V41	3	15	4	40	1	0	1
V42	0	0	2	2	25	13	3
V43	6	9	0	10	19	35	4
V44	19	52	49	8	7	87	9
V45	161	0	259	309	16	3	24
V46	104	22	0	7	96	10	23
V47	20	46	5	3	58	17	0
V48	12	82	0	12	13	60	3
V49	20	22	0	102	1	8	3
V50	250	0	21	26	16	13	4
V51	7	35	10	9	1	0	22
V52	24	187	113	8	14	0	17
V53	0	238	28	0	16	1	17
V54	7	8	3	1	119	72	0
V55	0	2	39	54	2	3	31
V56	100	7	10	57	0	195	26
V57	16	226	11	29	116	71	47
V58	0	0	10	2	34	0	6
V59	31	249	43	93	45	9	4
V60	61	32	35	10	9	25	0
V61	3	304	0	246	69	0	7
V62	307	6	21	0	58	8	0
V63	0	6	95	39	12	105	62
V64	1	325	6	71	95	11	2
V65	28	0	155	295	68	14	0
V66	0	54	4	59	84	6	0
V67	58	11	53	2	59	3	0
V68	239	13	19	7	16	0	0
V69	19	15	142	102	13	0	19
V70	9	0	17	6	7	242	0
V71	103	106	0	42	36	75	9
V72	3	4	37	131	3	43	23
V73	67	84	12	88	157	2	0
V74	0	6	69	54	5	8	0
V75	205	0	125	104	42	13	0
V76	95	1	2	50	25	25	1
V77	0	6	9	20	5	78	0
V78	2	365	0	5	15	76	31
V79	181	11	44	3	1	3	0
V80	115	46	46	33	2	35	91
V81	230	79	41	64	10	31	22
V82	168	96	6	124	26	0	0
V83	1	33	240	37	1	0	92
V84	38	443	11	5	4	5	0
V85	61	31	30	15	38	129	0
V86	124	13	6	4	1	22	0
V87	0	135	16	35	7	4	28
V88	115	55	26	1	0	3	19
V89	106	32	104	327	0	7	0
V90	25	24	18	2	14	69	0
V91	43	26	32	5	38	13	9
V92	76	12	41	25	82	18	74
V93	33	71	38	190	8	0	14
V94	113	36	2	158	3	83	27
V95	61	27	11	190	10	13	0
V96	23	20	184	158	24	5	0
V97	43	13	1	0	0	1	42
V98	175	5	0	62	32	72	28
V99	0	1	514	82	58	45	0
V100	28	9	0	6	0	17	2
