NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.836	15.062	9.56	8.278	0.088	0.995	50000.0
2	42.746	15.758	9.958	8.812	0.09	0.994	70000.0
3	41.791	15.331	9.53	8.67	0.094	0.994	50000.0
4	44.703	16.542	10.179	9.054	0.099	0.994	30000.0
5	43.785	16.054	10.05	9.126	0.096	0.993	70000.0
6	44.02	16.457	10.224	9.239	0.097	0.994	60000.0
7	46.048	17.059	11.295	9.969	0.099	0.993	90000.0
8	42.73	15.597	9.862	8.705	0.094	0.994	50000.0
9	45.238	16.627	10.676	9.263	0.096	0.994	60000.0
10	47.513	17.406	11.653	10.23	0.098	0.992	60000.0
